Id;Question;Chart
9662;Considering that A=True<=>skewness<=5.16 and B=True<=>curtosis<=0.19, it is possible to state that KNN algorithm classifies (A,B) as 1 for any k ≤ 131.;'BankNoteAuthentication_decision_tree'
9663;Considering that A=True<=>skewness<=5.16 and B=True<=>curtosis<=0.19, it is possible to state that KNN algorithm classifies (not A, B) as 1 for any k ≤ 131.;'BankNoteAuthentication_decision_tree'
9664;Considering that A=True<=>skewness<=5.16 and B=True<=>curtosis<=0.19, it is possible to state that KNN algorithm classifies (A, not B) as 1 for any k ≤ 131.;'BankNoteAuthentication_decision_tree'
9665;Considering that A=True<=>skewness<=5.16 and B=True<=>curtosis<=0.19, it is possible to state that KNN algorithm classifies (not A, not B) as 1 for any k ≤ 131.;'BankNoteAuthentication_decision_tree'
9666;Considering that A=True<=>skewness<=5.16 and B=True<=>curtosis<=0.19, the Decision Tree presented classifies (A,B) as 0.;'BankNoteAuthentication_decision_tree'
9667;Considering that A=True<=>skewness<=5.16 and B=True<=>curtosis<=0.19, the Decision Tree presented classifies (not A, B) as 0.;'BankNoteAuthentication_decision_tree'
9668;Considering that A=True<=>skewness<=5.16 and B=True<=>curtosis<=0.19, the Decision Tree presented classifies (A, not B) as 0.;'BankNoteAuthentication_decision_tree'
9669;Considering that A=True<=>skewness<=5.16 and B=True<=>curtosis<=0.19, the Decision Tree presented classifies (not A, not B) as 0.;'BankNoteAuthentication_decision_tree'
9670;Considering that A=True<=>skewness<=5.16 and B=True<=>curtosis<=0.19, the Decision Tree presented classifies (A,B) as 1.;'BankNoteAuthentication_decision_tree'
9671;Considering that A=True<=>skewness<=5.16 and B=True<=>curtosis<=0.19, the Decision Tree presented classifies (not A, B) as 1.;'BankNoteAuthentication_decision_tree'
9672;Considering that A=True<=>skewness<=5.16 and B=True<=>curtosis<=0.19, the Decision Tree presented classifies (A, not B) as 1.;'BankNoteAuthentication_decision_tree'
9673;Considering that A=True<=>skewness<=5.16 and B=True<=>curtosis<=0.19, the Decision Tree presented classifies (not A, not B) as 1.;'BankNoteAuthentication_decision_tree'
9674;We are able to identify the existence of overfitting for MLP models trained longer than 668 episodes.;'BankNoteAuthentication_overfitting_mlp'
9675;We are able to identify the existence of overfitting for MLP models trained longer than 1297 episodes.;'BankNoteAuthentication_overfitting_mlp'
9676;We are able to identify the existence of overfitting for MLP models trained longer than 1448 episodes.;'BankNoteAuthentication_overfitting_mlp'
9677;We are able to identify the existence of overfitting for MLP models trained longer than 1124 episodes.;'BankNoteAuthentication_overfitting_mlp'
9678;We are able to identify the existence of overfitting for MLP models trained longer than 1164 episodes.;'BankNoteAuthentication_overfitting_mlp'
9679;We are able to identify the existence of overfitting for gradient boosting models with more than 88 estimators.;'BankNoteAuthentication_overfitting_gb'
9680;We are able to identify the existence of overfitting for gradient boosting models with more than 70 estimators.;'BankNoteAuthentication_overfitting_gb'
9681;We are able to identify the existence of overfitting for gradient boosting models with more than 117 estimators.;'BankNoteAuthentication_overfitting_gb'
9682;We are able to identify the existence of overfitting for gradient boosting models with more than 99 estimators.;'BankNoteAuthentication_overfitting_gb'
9683;We are able to identify the existence of overfitting for gradient boosting models with more than 95 estimators.;'BankNoteAuthentication_overfitting_gb'
9684;We are able to identify the existence of overfitting for random forest models with more than 132 estimators.;'BankNoteAuthentication_overfitting_rf'
9685;We are able to identify the existence of overfitting for random forest models with more than 88 estimators.;'BankNoteAuthentication_overfitting_rf'
9686;We are able to identify the existence of overfitting for random forest models with more than 113 estimators.;'BankNoteAuthentication_overfitting_rf'
9687;We are able to identify the existence of overfitting for random forest models with more than 125 estimators.;'BankNoteAuthentication_overfitting_rf'
9688;We are able to identify the existence of overfitting for random forest models with more than 82 estimators.;'BankNoteAuthentication_overfitting_rf'
9689;We are able to identify the existence of overfitting for KNN models with less than 2 neighbors.;'BankNoteAuthentication_overfitting_knn'
9690;We are able to identify the existence of overfitting for KNN models with less than 3 neighbors.;'BankNoteAuthentication_overfitting_knn'
9691;We are able to identify the existence of overfitting for KNN models with less than 4 neighbors.;'BankNoteAuthentication_overfitting_knn'
9692;We are able to identify the existence of overfitting for KNN models with less than 5 neighbors.;'BankNoteAuthentication_overfitting_knn'
9693;We are able to identify the existence of overfitting for KNN models with less than 6 neighbors.;'BankNoteAuthentication_overfitting_knn'
9694;We are able to identify the existence of overfitting for decision tree models with more than 2 nodes of depth.;'BankNoteAuthentication_overfitting_decision_tree'
9695;We are able to identify the existence of overfitting for decision tree models with more than 3 nodes of depth.;'BankNoteAuthentication_overfitting_decision_tree'
9696;We are able to identify the existence of overfitting for decision tree models with more than 4 nodes of depth.;'BankNoteAuthentication_overfitting_decision_tree'
9697;We are able to identify the existence of overfitting for decision tree models with more than 5 nodes of depth.;'BankNoteAuthentication_overfitting_decision_tree'
9698;We are able to identify the existence of overfitting for decision tree models with more than 6 nodes of depth.;'BankNoteAuthentication_overfitting_decision_tree'
9699;The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.;'BankNoteAuthentication_overfitting_rf'
9700;The recall for the presented tree is higher than its accuracy.;'BankNoteAuthentication_decision_tree'
9701;The precision for the presented tree is higher than its accuracy.;'BankNoteAuthentication_decision_tree'
9702;The specificity for the presented tree is higher than its accuracy.;'BankNoteAuthentication_decision_tree'
9703;The recall for the presented tree is lower than its accuracy.;'BankNoteAuthentication_decision_tree'
9704;The precision for the presented tree is lower than its accuracy.;'BankNoteAuthentication_decision_tree'
9705;The specificity for the presented tree is lower than its accuracy.;'BankNoteAuthentication_decision_tree'
9706;The accuracy for the presented tree is higher than its recall.;'BankNoteAuthentication_decision_tree'
9707;The precision for the presented tree is higher than its recall.;'BankNoteAuthentication_decision_tree'
9708;The specificity for the presented tree is higher than its recall.;'BankNoteAuthentication_decision_tree'
9709;The accuracy for the presented tree is lower than its recall.;'BankNoteAuthentication_decision_tree'
9710;The precision for the presented tree is lower than its recall.;'BankNoteAuthentication_decision_tree'
9711;The specificity for the presented tree is lower than its recall.;'BankNoteAuthentication_decision_tree'
9712;The accuracy for the presented tree is higher than its precision.;'BankNoteAuthentication_decision_tree'
9713;The recall for the presented tree is higher than its precision.;'BankNoteAuthentication_decision_tree'
9714;The specificity for the presented tree is higher than its precision.;'BankNoteAuthentication_decision_tree'
9715;The accuracy for the presented tree is lower than its precision.;'BankNoteAuthentication_decision_tree'
9716;The recall for the presented tree is lower than its precision.;'BankNoteAuthentication_decision_tree'
9717;The specificity for the presented tree is lower than its precision.;'BankNoteAuthentication_decision_tree'
9718;The accuracy for the presented tree is higher than its specificity.;'BankNoteAuthentication_decision_tree'
9719;The recall for the presented tree is higher than its specificity.;'BankNoteAuthentication_decision_tree'
9720;The precision for the presented tree is higher than its specificity.;'BankNoteAuthentication_decision_tree'
9721;The accuracy for the presented tree is lower than its specificity.;'BankNoteAuthentication_decision_tree'
9722;The recall for the presented tree is lower than its specificity.;'BankNoteAuthentication_decision_tree'
9723;The precision for the presented tree is lower than its specificity.;'BankNoteAuthentication_decision_tree'
9724;The number of False Positives is higher than the number of True Positives for the presented tree.;'BankNoteAuthentication_decision_tree'
9725;The number of True Negatives is higher than the number of True Positives for the presented tree.;'BankNoteAuthentication_decision_tree'
9726;The number of False Negatives is higher than the number of True Positives for the presented tree.;'BankNoteAuthentication_decision_tree'
9727;The number of False Positives is lower than the number of True Positives for the presented tree.;'BankNoteAuthentication_decision_tree'
9728;The number of True Negatives is lower than the number of True Positives for the presented tree.;'BankNoteAuthentication_decision_tree'
9729;The number of False Negatives is lower than the number of True Positives for the presented tree.;'BankNoteAuthentication_decision_tree'
9730;The number of True Positives is higher than the number of False Positives for the presented tree.;'BankNoteAuthentication_decision_tree'
9731;The number of True Negatives is higher than the number of False Positives for the presented tree.;'BankNoteAuthentication_decision_tree'
9732;The number of False Negatives is higher than the number of False Positives for the presented tree.;'BankNoteAuthentication_decision_tree'
9733;The number of True Positives is lower than the number of False Positives for the presented tree.;'BankNoteAuthentication_decision_tree'
9734;The number of True Negatives is lower than the number of False Positives for the presented tree.;'BankNoteAuthentication_decision_tree'
9735;The number of False Negatives is lower than the number of False Positives for the presented tree.;'BankNoteAuthentication_decision_tree'
9736;The number of True Positives is higher than the number of True Negatives for the presented tree.;'BankNoteAuthentication_decision_tree'
9737;The number of False Positives is higher than the number of True Negatives for the presented tree.;'BankNoteAuthentication_decision_tree'
9738;The number of False Negatives is higher than the number of True Negatives for the presented tree.;'BankNoteAuthentication_decision_tree'
9739;The number of True Positives is lower than the number of True Negatives for the presented tree.;'BankNoteAuthentication_decision_tree'
9740;The number of False Positives is lower than the number of True Negatives for the presented tree.;'BankNoteAuthentication_decision_tree'
9741;The number of False Negatives is lower than the number of True Negatives for the presented tree.;'BankNoteAuthentication_decision_tree'
9742;The number of True Positives is higher than the number of False Negatives for the presented tree.;'BankNoteAuthentication_decision_tree'
9743;The number of False Positives is higher than the number of False Negatives for the presented tree.;'BankNoteAuthentication_decision_tree'
9744;The number of True Negatives is higher than the number of False Negatives for the presented tree.;'BankNoteAuthentication_decision_tree'
9745;The number of True Positives is lower than the number of False Negatives for the presented tree.;'BankNoteAuthentication_decision_tree'
9746;The number of False Positives is lower than the number of False Negatives for the presented tree.;'BankNoteAuthentication_decision_tree'
9747;The number of True Negatives is lower than the number of False Negatives for the presented tree.;'BankNoteAuthentication_decision_tree'
9748;The number of True Positives reported in the same tree is 48.;'BankNoteAuthentication_decision_tree'
9749;The number of False Positives reported in the same tree is 29.;'BankNoteAuthentication_decision_tree'
9750;The number of True Negatives reported in the same tree is 45.;'BankNoteAuthentication_decision_tree'
9751;The number of False Negatives reported in the same tree is 23.;'BankNoteAuthentication_decision_tree'
9752;The number of True Positives reported in the same tree is 40.;'BankNoteAuthentication_decision_tree'
9753;The number of False Positives reported in the same tree is 39.;'BankNoteAuthentication_decision_tree'
9754;The number of True Negatives reported in the same tree is 20.;'BankNoteAuthentication_decision_tree'
9755;The number of False Negatives reported in the same tree is 27.;'BankNoteAuthentication_decision_tree'
9756;The number of True Positives reported in the same tree is 28.;'BankNoteAuthentication_decision_tree'
9757;The number of False Positives reported in the same tree is 21.;'BankNoteAuthentication_decision_tree'
9758;The number of True Negatives reported in the same tree is 38.;'BankNoteAuthentication_decision_tree'
9759;The number of False Negatives reported in the same tree is 37.;'BankNoteAuthentication_decision_tree'
9760;The number of True Positives reported in the same tree is 43.;'BankNoteAuthentication_decision_tree'
9761;The number of False Positives reported in the same tree is 14.;'BankNoteAuthentication_decision_tree'
9762;The number of True Negatives reported in the same tree is 33.;'BankNoteAuthentication_decision_tree'
9763;The number of False Negatives reported in the same tree is 35.;'BankNoteAuthentication_decision_tree'
9764;The number of True Positives reported in the same tree is 19.;'BankNoteAuthentication_decision_tree'
9765;The number of False Positives reported in the same tree is 15.;'BankNoteAuthentication_decision_tree'
9766;The number of True Negatives reported in the same tree is 50.;'BankNoteAuthentication_decision_tree'
9767;The number of False Negatives reported in the same tree is 17.;'BankNoteAuthentication_decision_tree'
9768;The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.;'BankNoteAuthentication_overfitting_dt_acc_rec'
9769;The decision tree is in overfitting for depths above 3.;'BankNoteAuthentication_overfitting_decision_tree'
9770;The decision tree is in overfitting for depths above 4.;'BankNoteAuthentication_overfitting_decision_tree'
9771;The decision tree is in overfitting for depths above 5.;'BankNoteAuthentication_overfitting_decision_tree'
9772;The decision tree is in overfitting for depths above 6.;'BankNoteAuthentication_overfitting_decision_tree'
9773;The decision tree is in overfitting for depths above 7.;'BankNoteAuthentication_overfitting_decision_tree'
9774;The decision tree is in overfitting for depths above 8.;'BankNoteAuthentication_overfitting_decision_tree'
9775;The decision tree is in overfitting for depths above 9.;'BankNoteAuthentication_overfitting_decision_tree'
9776;The decision tree is in overfitting for depths above 10.;'BankNoteAuthentication_overfitting_decision_tree'
9777;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 3.;'BankNoteAuthentication_overfitting_decision_tree'
9778;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 4.;'BankNoteAuthentication_overfitting_decision_tree'
9779;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 5.;'BankNoteAuthentication_overfitting_decision_tree'
9780;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 6.;'BankNoteAuthentication_overfitting_decision_tree'
9781;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 7.;'BankNoteAuthentication_overfitting_decision_tree'
9782;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 8.;'BankNoteAuthentication_overfitting_decision_tree'
9783;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 9.;'BankNoteAuthentication_overfitting_decision_tree'
9784;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 10.;'BankNoteAuthentication_overfitting_decision_tree'
9785;The accuracy for the presented tree is higher than 63%.;'BankNoteAuthentication_decision_tree'
9786;The recall for the presented tree is higher than 77%.;'BankNoteAuthentication_decision_tree'
9787;The precision for the presented tree is higher than 75%.;'BankNoteAuthentication_decision_tree'
9788;The specificity for the presented tree is higher than 70%.;'BankNoteAuthentication_decision_tree'
9789;The accuracy for the presented tree is lower than 90%.;'BankNoteAuthentication_decision_tree'
9790;The recall for the presented tree is lower than 89%.;'BankNoteAuthentication_decision_tree'
9791;The precision for the presented tree is lower than 62%.;'BankNoteAuthentication_decision_tree'
9792;The specificity for the presented tree is lower than 79%.;'BankNoteAuthentication_decision_tree'
9793;The accuracy for the presented tree is higher than 82%.;'BankNoteAuthentication_decision_tree'
9794;The recall for the presented tree is higher than 84%.;'BankNoteAuthentication_decision_tree'
9795;The precision for the presented tree is higher than 65%.;'BankNoteAuthentication_decision_tree'
9796;The specificity for the presented tree is higher than 87%.;'BankNoteAuthentication_decision_tree'
9797;The accuracy for the presented tree is lower than 60%.;'BankNoteAuthentication_decision_tree'
9798;The recall for the presented tree is lower than 69%.;'BankNoteAuthentication_decision_tree'
9799;The precision for the presented tree is lower than 61%.;'BankNoteAuthentication_decision_tree'
9800;The specificity for the presented tree is lower than 81%.;'BankNoteAuthentication_decision_tree'
9801;The accuracy for the presented tree is higher than 67%.;'BankNoteAuthentication_decision_tree'
9802;The recall for the presented tree is higher than 72%.;'BankNoteAuthentication_decision_tree'
9803;The precision for the presented tree is higher than 78%.;'BankNoteAuthentication_decision_tree'
9804;The specificity for the presented tree is higher than 71%.;'BankNoteAuthentication_decision_tree'
9805;The accuracy for the presented tree is lower than 83%.;'BankNoteAuthentication_decision_tree'
9806;The recall for the presented tree is lower than 85%.;'BankNoteAuthentication_decision_tree'
9807;The precision for the presented tree is lower than 64%.;'BankNoteAuthentication_decision_tree'
9808;The specificity for the presented tree is lower than 86%.;'BankNoteAuthentication_decision_tree'
9809;The accuracy for the presented tree is higher than 73%.;'BankNoteAuthentication_decision_tree'
9810;The recall for the presented tree is higher than 68%.;'BankNoteAuthentication_decision_tree'
9811;The precision for the presented tree is higher than 80%.;'BankNoteAuthentication_decision_tree'
9812;The specificity for the presented tree is higher than 66%.;'BankNoteAuthentication_decision_tree'
9813;The accuracy for the presented tree is lower than 76%.;'BankNoteAuthentication_decision_tree'
9814;The recall for the presented tree is lower than 88%.;'BankNoteAuthentication_decision_tree'
9815;The precision for the presented tree is lower than 74%.;'BankNoteAuthentication_decision_tree'
9816;The specificity for the presented tree is lower than 64%.;'BankNoteAuthentication_decision_tree'
9817;The accuracy for the presented tree is higher than 71%.;'BankNoteAuthentication_decision_tree'
9818;The recall for the presented tree is higher than 87%.;'BankNoteAuthentication_decision_tree'
9819;The precision for the presented tree is higher than 73%.;'BankNoteAuthentication_decision_tree'
9820;The specificity for the presented tree is higher than 60%.;'BankNoteAuthentication_decision_tree'
9821;The accuracy for the presented tree is lower than 74%.;'BankNoteAuthentication_decision_tree'
9822;The recall for the presented tree is lower than 77%.;'BankNoteAuthentication_decision_tree'
9823;The precision for the presented tree is lower than 71%.;'BankNoteAuthentication_decision_tree'
9824;The specificity for the presented tree is lower than 74%.;'BankNoteAuthentication_decision_tree'
9825;Results for Random Forests identified as 2, may be explained by its estimators being in underfitting.;'BankNoteAuthentication_overfitting_rf'
9826;Results for Random Forests identified as 3, may be explained by its estimators being in underfitting.;'BankNoteAuthentication_overfitting_rf'
9827;Results for Random Forests identified as 10, may be explained by its estimators being in underfitting.;'BankNoteAuthentication_overfitting_rf'
9828;Results for Random Forests identified as 2, may be explained by its estimators being in overfitting.;'BankNoteAuthentication_overfitting_rf'
9829;Results for Random Forests identified as 3, may be explained by its estimators being in overfitting.;'BankNoteAuthentication_overfitting_rf'
9830;Results for Random Forests identified as 10, may be explained by its estimators being in overfitting.;'BankNoteAuthentication_overfitting_rf'
9831;KNN with more than 2 neighbours is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9832;KNN with less than 2 neighbours is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9833;KNN with more than 3 neighbours is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9834;KNN with less than 3 neighbours is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9835;KNN with more than 4 neighbours is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9836;KNN with less than 4 neighbours is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9837;KNN with more than 5 neighbours is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9838;KNN with less than 5 neighbours is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9839;KNN with more than 6 neighbours is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9840;KNN with less than 6 neighbours is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9841;KNN with more than 7 neighbours is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9842;KNN with less than 7 neighbours is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9843;KNN with more than 8 neighbours is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9844;KNN with less than 8 neighbours is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9845;KNN with 1 neighbour is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9846;KNN with 2 neighbour is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9847;KNN with 3 neighbour is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9848;KNN with 4 neighbour is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9849;KNN with 5 neighbour is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9850;KNN with 6 neighbour is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9851;KNN with 7 neighbour is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9852;KNN with 8 neighbour is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9853;KNN with 9 neighbour is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9854;KNN with 10 neighbour is in overfitting.;'BankNoteAuthentication_overfitting_knn'
9855;KNN is in overfitting for k less than 2.;'BankNoteAuthentication_overfitting_knn'
9856;KNN is in overfitting for k larger than 2.;'BankNoteAuthentication_overfitting_knn'
9857;KNN is in overfitting for k less than 3.;'BankNoteAuthentication_overfitting_knn'
9858;KNN is in overfitting for k larger than 3.;'BankNoteAuthentication_overfitting_knn'
9859;KNN is in overfitting for k less than 4.;'BankNoteAuthentication_overfitting_knn'
9860;KNN is in overfitting for k larger than 4.;'BankNoteAuthentication_overfitting_knn'
9861;KNN is in overfitting for k less than 5.;'BankNoteAuthentication_overfitting_knn'
9862;KNN is in overfitting for k larger than 5.;'BankNoteAuthentication_overfitting_knn'
9863;KNN is in overfitting for k less than 6.;'BankNoteAuthentication_overfitting_knn'
9864;KNN is in overfitting for k larger than 6.;'BankNoteAuthentication_overfitting_knn'
9865;KNN is in overfitting for k less than 7.;'BankNoteAuthentication_overfitting_knn'
9866;KNN is in overfitting for k larger than 7.;'BankNoteAuthentication_overfitting_knn'
9867;KNN is in overfitting for k less than 8.;'BankNoteAuthentication_overfitting_knn'
9868;KNN is in overfitting for k larger than 8.;'BankNoteAuthentication_overfitting_knn'
9869;As reported in the tree, the number of False Positive is smaller than the number of False Negatives.;'BankNoteAuthentication_decision_tree'
9870;As reported in the tree, the number of False Positive is bigger than the number of False Negatives.;'BankNoteAuthentication_decision_tree'
9871;According to the decision tree overfitting chart, the tree with 3 nodes of depth is in overfitting.;'BankNoteAuthentication_overfitting_decision_tree'
9872;According to the decision tree overfitting chart, the tree with 4 nodes of depth is in overfitting.;'BankNoteAuthentication_overfitting_decision_tree'
9873;According to the decision tree overfitting chart, the tree with 5 nodes of depth is in overfitting.;'BankNoteAuthentication_overfitting_decision_tree'
9874;According to the decision tree overfitting chart, the tree with 6 nodes of depth is in overfitting.;'BankNoteAuthentication_overfitting_decision_tree'
9875;According to the decision tree overfitting chart, the tree with 7 nodes of depth is in overfitting.;'BankNoteAuthentication_overfitting_decision_tree'
9876;According to the decision tree overfitting chart, the tree with 8 nodes of depth is in overfitting.;'BankNoteAuthentication_overfitting_decision_tree'
9877;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 5%.;'BankNoteAuthentication_decision_tree'
9878;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 6%.;'BankNoteAuthentication_decision_tree'
9879;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 7%.;'BankNoteAuthentication_decision_tree'
9880;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 8%.;'BankNoteAuthentication_decision_tree'
9881;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 9%.;'BankNoteAuthentication_decision_tree'
9882;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 10%.;'BankNoteAuthentication_decision_tree'
9883;Using the first 2 principal components would imply an error between 5 and 20%.;'BankNoteAuthentication_pca'
9884;Using the first 3 principal components would imply an error between 5 and 20%.;'BankNoteAuthentication_pca'
9885;Using the first 4 principal components would imply an error between 5 and 20%.;'BankNoteAuthentication_pca'
9886;Using the first 2 principal components would imply an error between 10 and 20%.;'BankNoteAuthentication_pca'
9887;Using the first 3 principal components would imply an error between 10 and 20%.;'BankNoteAuthentication_pca'
9888;Using the first 4 principal components would imply an error between 10 and 20%.;'BankNoteAuthentication_pca'
9889;Using the first 2 principal components would imply an error between 15 and 20%.;'BankNoteAuthentication_pca'
9890;Using the first 3 principal components would imply an error between 15 and 20%.;'BankNoteAuthentication_pca'
9891;Using the first 4 principal components would imply an error between 15 and 20%.;'BankNoteAuthentication_pca'
9892;Using the first 2 principal components would imply an error between 5 and 25%.;'BankNoteAuthentication_pca'
9893;Using the first 3 principal components would imply an error between 5 and 25%.;'BankNoteAuthentication_pca'
9894;Using the first 4 principal components would imply an error between 5 and 25%.;'BankNoteAuthentication_pca'
9895;Using the first 2 principal components would imply an error between 10 and 25%.;'BankNoteAuthentication_pca'
9896;Using the first 3 principal components would imply an error between 10 and 25%.;'BankNoteAuthentication_pca'
9897;Using the first 4 principal components would imply an error between 10 and 25%.;'BankNoteAuthentication_pca'
9898;Using the first 2 principal components would imply an error between 15 and 25%.;'BankNoteAuthentication_pca'
9899;Using the first 3 principal components would imply an error between 15 and 25%.;'BankNoteAuthentication_pca'
9900;Using the first 4 principal components would imply an error between 15 and 25%.;'BankNoteAuthentication_pca'
9901;Using the first 2 principal components would imply an error between 5 and 30%.;'BankNoteAuthentication_pca'
9902;Using the first 3 principal components would imply an error between 5 and 30%.;'BankNoteAuthentication_pca'
9903;Using the first 4 principal components would imply an error between 5 and 30%.;'BankNoteAuthentication_pca'
9904;Using the first 2 principal components would imply an error between 10 and 30%.;'BankNoteAuthentication_pca'
9905;Using the first 3 principal components would imply an error between 10 and 30%.;'BankNoteAuthentication_pca'
9906;Using the first 4 principal components would imply an error between 10 and 30%.;'BankNoteAuthentication_pca'
9907;Using the first 2 principal components would imply an error between 15 and 30%.;'BankNoteAuthentication_pca'
9908;Using the first 3 principal components would imply an error between 15 and 30%.;'BankNoteAuthentication_pca'
9909;Using the first 4 principal components would imply an error between 15 and 30%.;'BankNoteAuthentication_pca'
9910;There is evidence in favour for sequential backward selection to select variable skewness previously than variable variance.;'BankNoteAuthentication_correlation_heatmap'
9911;There is evidence in favour for sequential backward selection to select variable curtosis previously than variable variance.;'BankNoteAuthentication_correlation_heatmap'
9912;There is evidence in favour for sequential backward selection to select variable entropy previously than variable variance.;'BankNoteAuthentication_correlation_heatmap'
9913;There is evidence in favour for sequential backward selection to select variable variance previously than variable skewness.;'BankNoteAuthentication_correlation_heatmap'
9914;There is evidence in favour for sequential backward selection to select variable curtosis previously than variable skewness.;'BankNoteAuthentication_correlation_heatmap'
9915;There is evidence in favour for sequential backward selection to select variable entropy previously than variable skewness.;'BankNoteAuthentication_correlation_heatmap'
9916;There is evidence in favour for sequential backward selection to select variable variance previously than variable curtosis.;'BankNoteAuthentication_correlation_heatmap'
9917;There is evidence in favour for sequential backward selection to select variable skewness previously than variable curtosis.;'BankNoteAuthentication_correlation_heatmap'
9918;There is evidence in favour for sequential backward selection to select variable entropy previously than variable curtosis.;'BankNoteAuthentication_correlation_heatmap'
9919;There is evidence in favour for sequential backward selection to select variable variance previously than variable entropy.;'BankNoteAuthentication_correlation_heatmap'
9920;There is evidence in favour for sequential backward selection to select variable skewness previously than variable entropy.;'BankNoteAuthentication_correlation_heatmap'
9921;There is evidence in favour for sequential backward selection to select variable curtosis previously than variable entropy.;'BankNoteAuthentication_correlation_heatmap'
9922;The first 2 principal components are enough for explaining half the data variance.;'BankNoteAuthentication_pca'
9923;The first 3 principal components are enough for explaining half the data variance.;'BankNoteAuthentication_pca'
9924;The first 4 principal components are enough for explaining half the data variance.;'BankNoteAuthentication_pca'
9925;Scaling this dataset would be mandatory to improve the results with distance-based methods.;'BankNoteAuthentication_boxplots'
9926;Removing variable variance might improve the training of decision trees .;'BankNoteAuthentication_correlation_heatmap'
9927;Removing variable skewness might improve the training of decision trees .;'BankNoteAuthentication_correlation_heatmap'
9928;Removing variable curtosis might improve the training of decision trees .;'BankNoteAuthentication_correlation_heatmap'
9929;Removing variable entropy might improve the training of decision trees .;'BankNoteAuthentication_correlation_heatmap'
9930;Not knowing the semantics of variance variable, dummification could have been a more adequate codification.;'BankNoteAuthentication_histograms'
9931;Not knowing the semantics of skewness variable, dummification could have been a more adequate codification.;'BankNoteAuthentication_histograms'
9932;Not knowing the semantics of curtosis variable, dummification could have been a more adequate codification.;'BankNoteAuthentication_histograms'
9933;Not knowing the semantics of entropy variable, dummification could have been a more adequate codification.;'BankNoteAuthentication_histograms'
9934;Normalization of this dataset could not have impact on a KNN classifier.;'BankNoteAuthentication_boxplots'
9935;Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.;'BankNoteAuthentication_boxplots'
9936;Given the usual semantics of variance variable, dummification would have been a better codification.;'BankNoteAuthentication_histograms'
9937;Given the usual semantics of skewness variable, dummification would have been a better codification.;'BankNoteAuthentication_histograms'
9938;Given the usual semantics of curtosis variable, dummification would have been a better codification.;'BankNoteAuthentication_histograms'
9939;Given the usual semantics of entropy variable, dummification would have been a better codification.;'BankNoteAuthentication_histograms'
9940;The variable variance can be coded as ordinal without losing information.;'BankNoteAuthentication_histograms'
9941;The variable skewness can be coded as ordinal without losing information.;'BankNoteAuthentication_histograms'
9942;The variable curtosis can be coded as ordinal without losing information.;'BankNoteAuthentication_histograms'
9943;The variable entropy can be coded as ordinal without losing information.;'BankNoteAuthentication_histograms'
9944;Considering the common semantics for variance variable, dummification would be the most adequate encoding.;'BankNoteAuthentication_histograms'
9945;Considering the common semantics for skewness variable, dummification would be the most adequate encoding.;'BankNoteAuthentication_histograms'
9946;Considering the common semantics for curtosis variable, dummification would be the most adequate encoding.;'BankNoteAuthentication_histograms'
