Question;Chart
The specificity for the presented tree is higher than its accuracy.;'Iris_decision_tree'
The recall for the presented tree is lower than its accuracy.;'Iris_decision_tree'
The precision for the presented tree is lower than its accuracy.;'Iris_decision_tree'
The specificity for the presented tree is lower than its accuracy.;'Iris_decision_tree'
The accuracy for the presented tree is higher than its recall.;'Iris_decision_tree'
The precision for the presented tree is higher than its recall.;'Iris_decision_tree'
The specificity for the presented tree is higher than its recall.;'Iris_decision_tree'
The accuracy for the presented tree is lower than its recall.;'Iris_decision_tree'
The precision for the presented tree is lower than its recall.;'Iris_decision_tree'
The specificity for the presented tree is lower than its recall.;'Iris_decision_tree'
The accuracy for the presented tree is higher than its precision.;'Iris_decision_tree'
The recall for the presented tree is higher than its precision.;'Iris_decision_tree'
The specificity for the presented tree is higher than its precision.;'Iris_decision_tree'
The accuracy for the presented tree is lower than its precision.;'Iris_decision_tree'
The recall for the presented tree is lower than its precision.;'Iris_decision_tree'
The specificity for the presented tree is lower than its precision.;'Iris_decision_tree'
The accuracy for the presented tree is higher than its specificity.;'Iris_decision_tree'
The recall for the presented tree is higher than its specificity.;'Iris_decision_tree'
The precision for the presented tree is higher than its specificity.;'Iris_decision_tree'
The accuracy for the presented tree is lower than its specificity.;'Iris_decision_tree'
The recall for the presented tree is lower than its specificity.;'Iris_decision_tree'
The precision for the presented tree is lower than its specificity.;'Iris_decision_tree'
The number of False Positives is higher than the number of True Positives for the presented tree.;'Iris_decision_tree'
The number of True Negatives is higher than the number of True Positives for the presented tree.;'Iris_decision_tree'
The number of False Negatives is higher than the number of True Positives for the presented tree.;'Iris_decision_tree'
The number of False Positives is lower than the number of True Positives for the presented tree.;'Iris_decision_tree'
The number of True Negatives is lower than the number of True Positives for the presented tree.;'Iris_decision_tree'
The number of False Negatives is lower than the number of True Positives for the presented tree.;'Iris_decision_tree'
The number of True Positives is higher than the number of False Positives for the presented tree.;'Iris_decision_tree'
The number of True Negatives is higher than the number of False Positives for the presented tree.;'Iris_decision_tree'
The number of False Negatives is higher than the number of False Positives for the presented tree.;'Iris_decision_tree'
The number of True Positives is lower than the number of False Positives for the presented tree.;'Iris_decision_tree'
The number of True Negatives is lower than the number of False Positives for the presented tree.;'Iris_decision_tree'
The number of False Negatives is lower than the number of False Positives for the presented tree.;'Iris_decision_tree'
The number of True Positives is higher than the number of True Negatives for the presented tree.;'Iris_decision_tree'
The number of False Positives is higher than the number of True Negatives for the presented tree.;'Iris_decision_tree'
The number of False Negatives is higher than the number of True Negatives for the presented tree.;'Iris_decision_tree'
The number of True Positives is lower than the number of True Negatives for the presented tree.;'Iris_decision_tree'
The number of False Positives is lower than the number of True Negatives for the presented tree.;'Iris_decision_tree'
The number of False Negatives is lower than the number of True Negatives for the presented tree.;'Iris_decision_tree'
The number of True Positives is higher than the number of False Negatives for the presented tree.;'Iris_decision_tree'
The number of False Positives is higher than the number of False Negatives for the presented tree.;'Iris_decision_tree'
The number of True Negatives is higher than the number of False Negatives for the presented tree.;'Iris_decision_tree'
The number of True Positives is lower than the number of False Negatives for the presented tree.;'Iris_decision_tree'
The number of False Positives is lower than the number of False Negatives for the presented tree.;'Iris_decision_tree'
The number of True Negatives is lower than the number of False Negatives for the presented tree.;'Iris_decision_tree'
The number of True Positives reported in the same tree is 27.;'Iris_decision_tree'
The number of False Positives reported in the same tree is 17.;'Iris_decision_tree'
The number of True Negatives reported in the same tree is 41.;'Iris_decision_tree'
The number of False Negatives reported in the same tree is 29.;'Iris_decision_tree'
The number of True Positives reported in the same tree is 21.;'Iris_decision_tree'
The number of False Positives reported in the same tree is 14.;'Iris_decision_tree'
The number of True Negatives reported in the same tree is 45.;'Iris_decision_tree'
The number of False Negatives reported in the same tree is 49.;'Iris_decision_tree'
The number of True Positives reported in the same tree is 43.;'Iris_decision_tree'
The number of False Positives reported in the same tree is 10.;'Iris_decision_tree'
The number of True Negatives reported in the same tree is 37.;'Iris_decision_tree'
The number of False Negatives reported in the same tree is 33.;'Iris_decision_tree'
The number of True Positives reported in the same tree is 47.;'Iris_decision_tree'
The number of False Positives reported in the same tree is 15.;'Iris_decision_tree'
The number of True Negatives reported in the same tree is 46.;'Iris_decision_tree'
The number of False Negatives reported in the same tree is 24.;'Iris_decision_tree'
The number of True Positives reported in the same tree is 32.;'Iris_decision_tree'
The number of False Positives reported in the same tree is 26.;'Iris_decision_tree'
The number of True Negatives reported in the same tree is 42.;'Iris_decision_tree'
The number of False Negatives reported in the same tree is 18.;'Iris_decision_tree'
The decision tree is in overfitting for depths above 3.;'Iris_overfitting_decision_tree'
The decision tree is in overfitting for depths above 4.;'Iris_overfitting_decision_tree'
The decision tree is in overfitting for depths above 5.;'Iris_overfitting_decision_tree'
The decision tree is in overfitting for depths above 6.;'Iris_overfitting_decision_tree'
The decision tree is in overfitting for depths above 7.;'Iris_overfitting_decision_tree'
The decision tree is in overfitting for depths above 8.;'Iris_overfitting_decision_tree'
The decision tree is in overfitting for depths above 9.;'Iris_overfitting_decision_tree'
The decision tree is in overfitting for depths above 10.;'Iris_overfitting_decision_tree'
The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 3.;'Iris_overfitting_decision_tree'
The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 4.;'Iris_overfitting_decision_tree'
The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 5.;'Iris_overfitting_decision_tree'
The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 6.;'Iris_overfitting_decision_tree'
The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 7.;'Iris_overfitting_decision_tree'
The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 8.;'Iris_overfitting_decision_tree'
The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 9.;'Iris_overfitting_decision_tree'
The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 10.;'Iris_overfitting_decision_tree'
The accuracy for the presented tree is higher than 65%.;'Iris_decision_tree'
The recall for the presented tree is higher than 62%.;'Iris_decision_tree'
The precision for the presented tree is higher than 76%.;'Iris_decision_tree'
The specificity for the presented tree is higher than 68%.;'Iris_decision_tree'
The accuracy for the presented tree is lower than 73%.;'Iris_decision_tree'
The recall for the presented tree is lower than 79%.;'Iris_decision_tree'
The precision for the presented tree is lower than 80%.;'Iris_decision_tree'
The specificity for the presented tree is lower than 64%.;'Iris_decision_tree'
The accuracy for the presented tree is higher than 63%.;'Iris_decision_tree'
The recall for the presented tree is higher than 74%.;'Iris_decision_tree'
The precision for the presented tree is higher than 87%.;'Iris_decision_tree'
The specificity for the presented tree is higher than 86%.;'Iris_decision_tree'
The accuracy for the presented tree is lower than 78%.;'Iris_decision_tree'
The recall for the presented tree is lower than 67%.;'Iris_decision_tree'
The precision for the presented tree is lower than 83%.;'Iris_decision_tree'
The specificity for the presented tree is lower than 81%.;'Iris_decision_tree'
The accuracy for the presented tree is higher than 70%.;'Iris_decision_tree'
The recall for the presented tree is higher than 85%.;'Iris_decision_tree'
The precision for the presented tree is higher than 82%.;'Iris_decision_tree'
The specificity for the presented tree is higher than 89%.;'Iris_decision_tree'
The accuracy for the presented tree is lower than 84%.;'Iris_decision_tree'
The recall for the presented tree is lower than 66%.;'Iris_decision_tree'
The precision for the presented tree is lower than 69%.;'Iris_decision_tree'
The specificity for the presented tree is lower than 72%.;'Iris_decision_tree'
The accuracy for the presented tree is higher than 90%.;'Iris_decision_tree'
The recall for the presented tree is higher than 61%.;'Iris_decision_tree'
The precision for the presented tree is higher than 88%.;'Iris_decision_tree'
The specificity for the presented tree is higher than 75%.;'Iris_decision_tree'
The accuracy for the presented tree is lower than 77%.;'Iris_decision_tree'
The recall for the presented tree is lower than 60%.;'Iris_decision_tree'
The precision for the presented tree is lower than 71%.;'Iris_decision_tree'
The specificity for the presented tree is lower than 87%.;'Iris_decision_tree'
The accuracy for the presented tree is higher than 70%.;'Iris_decision_tree'
The recall for the presented tree is higher than 65%.;'Iris_decision_tree'
The precision for the presented tree is higher than 80%.;'Iris_decision_tree'
The specificity for the presented tree is higher than 65%.;'Iris_decision_tree'
The accuracy for the presented tree is lower than 85%.;'Iris_decision_tree'
The recall for the presented tree is lower than 87%.;'Iris_decision_tree'
The precision for the presented tree is lower than 88%.;'Iris_decision_tree'
The specificity for the presented tree is lower than 62%.;'Iris_decision_tree'
Results for Random Forests identified as 2, may be explained by its estimators being in underfitting.;'Iris_overfitting_rf'
Results for Random Forests identified as 3, may be explained by its estimators being in underfitting.;'Iris_overfitting_rf'
Results for Random Forests identified as 10, may be explained by its estimators being in underfitting.;'Iris_overfitting_rf'
Results for Random Forests identified as 2, may be explained by its estimators being in overfitting.;'Iris_overfitting_rf'
Results for Random Forests identified as 3, may be explained by its estimators being in overfitting.;'Iris_overfitting_rf'
Results for Random Forests identified as 10, may be explained by its estimators being in overfitting.;'Iris_overfitting_rf'
KNN with more than 2 neighbours is in overfitting.;'Iris_overfitting_knn'
KNN with less than 2 neighbours is in overfitting.;'Iris_overfitting_knn'
KNN with more than 3 neighbours is in overfitting.;'Iris_overfitting_knn'
KNN with less than 3 neighbours is in overfitting.;'Iris_overfitting_knn'
KNN with more than 4 neighbours is in overfitting.;'Iris_overfitting_knn'
KNN with less than 4 neighbours is in overfitting.;'Iris_overfitting_knn'
KNN with more than 5 neighbours is in overfitting.;'Iris_overfitting_knn'
KNN with less than 5 neighbours is in overfitting.;'Iris_overfitting_knn'
KNN with more than 6 neighbours is in overfitting.;'Iris_overfitting_knn'
KNN with less than 6 neighbours is in overfitting.;'Iris_overfitting_knn'
KNN with more than 7 neighbours is in overfitting.;'Iris_overfitting_knn'
KNN with less than 7 neighbours is in overfitting.;'Iris_overfitting_knn'
KNN with more than 8 neighbours is in overfitting.;'Iris_overfitting_knn'
KNN with less than 8 neighbours is in overfitting.;'Iris_overfitting_knn'
KNN with 1 neighbour is in overfitting.;'Iris_overfitting_knn'
KNN with 2 neighbour is in overfitting.;'Iris_overfitting_knn'
KNN with 3 neighbour is in overfitting.;'Iris_overfitting_knn'
KNN with 4 neighbour is in overfitting.;'Iris_overfitting_knn'
KNN with 5 neighbour is in overfitting.;'Iris_overfitting_knn'
KNN with 6 neighbour is in overfitting.;'Iris_overfitting_knn'
KNN with 7 neighbour is in overfitting.;'Iris_overfitting_knn'
KNN with 8 neighbour is in overfitting.;'Iris_overfitting_knn'
KNN with 9 neighbour is in overfitting.;'Iris_overfitting_knn'
KNN with 10 neighbour is in overfitting.;'Iris_overfitting_knn'
KNN is in overfitting for k less than 2.;'Iris_overfitting_knn'
KNN is in overfitting for k larger than 2.;'Iris_overfitting_knn'
KNN is in overfitting for k less than 3.;'Iris_overfitting_knn'
KNN is in overfitting for k larger than 3.;'Iris_overfitting_knn'
KNN is in overfitting for k less than 4.;'Iris_overfitting_knn'
KNN is in overfitting for k larger than 4.;'Iris_overfitting_knn'
KNN is in overfitting for k less than 5.;'Iris_overfitting_knn'
KNN is in overfitting for k larger than 5.;'Iris_overfitting_knn'
KNN is in overfitting for k less than 6.;'Iris_overfitting_knn'
KNN is in overfitting for k larger than 6.;'Iris_overfitting_knn'
KNN is in overfitting for k less than 7.;'Iris_overfitting_knn'
KNN is in overfitting for k larger than 7.;'Iris_overfitting_knn'
KNN is in overfitting for k less than 8.;'Iris_overfitting_knn'
KNN is in overfitting for k larger than 8.;'Iris_overfitting_knn'
As reported in the tree, the number of False Positive is smaller than the number of False Negatives.;'Iris_decision_tree'
As reported in the tree, the number of False Positive is bigger than the number of False Negatives.;'Iris_decision_tree'
According to the decision tree overfitting chart, the tree with 3 nodes of depth is in overfitting.;'Iris_overfitting_decision_tree'
According to the decision tree overfitting chart, the tree with 4 nodes of depth is in overfitting.;'Iris_overfitting_decision_tree'
According to the decision tree overfitting chart, the tree with 5 nodes of depth is in overfitting.;'Iris_overfitting_decision_tree'
According to the decision tree overfitting chart, the tree with 6 nodes of depth is in overfitting.;'Iris_overfitting_decision_tree'
According to the decision tree overfitting chart, the tree with 7 nodes of depth is in overfitting.;'Iris_overfitting_decision_tree'
According to the decision tree overfitting chart, the tree with 8 nodes of depth is in overfitting.;'Iris_overfitting_decision_tree'
A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 5%.;'Iris_decision_tree'
A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 6%.;'Iris_decision_tree'
A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 7%.;'Iris_decision_tree'
A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 8%.;'Iris_decision_tree'
A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 9%.;'Iris_decision_tree'
A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 10%.;'Iris_decision_tree'
Using the first 2 principal components would imply an error between 5 and 20%.;'Iris_pca'
Using the first 3 principal components would imply an error between 5 and 20%.;'Iris_pca'
Using the first 4 principal components would imply an error between 5 and 20%.;'Iris_pca'
Using the first 2 principal components would imply an error between 10 and 20%.;'Iris_pca'
Using the first 3 principal components would imply an error between 10 and 20%.;'Iris_pca'
Using the first 4 principal components would imply an error between 10 and 20%.;'Iris_pca'
Using the first 2 principal components would imply an error between 15 and 20%.;'Iris_pca'
Using the first 3 principal components would imply an error between 15 and 20%.;'Iris_pca'
Using the first 4 principal components would imply an error between 15 and 20%.;'Iris_pca'
Using the first 2 principal components would imply an error between 5 and 25%.;'Iris_pca'
Using the first 3 principal components would imply an error between 5 and 25%.;'Iris_pca'
Using the first 4 principal components would imply an error between 5 and 25%.;'Iris_pca'
Using the first 2 principal components would imply an error between 10 and 25%.;'Iris_pca'
Using the first 3 principal components would imply an error between 10 and 25%.;'Iris_pca'
Using the first 4 principal components would imply an error between 10 and 25%.;'Iris_pca'
Using the first 2 principal components would imply an error between 15 and 25%.;'Iris_pca'
Using the first 3 principal components would imply an error between 15 and 25%.;'Iris_pca'
Using the first 4 principal components would imply an error between 15 and 25%.;'Iris_pca'
Using the first 2 principal components would imply an error between 5 and 30%.;'Iris_pca'
Using the first 3 principal components would imply an error between 5 and 30%.;'Iris_pca'
Using the first 4 principal components would imply an error between 5 and 30%.;'Iris_pca'
Using the first 2 principal components would imply an error between 10 and 30%.;'Iris_pca'
Using the first 3 principal components would imply an error between 10 and 30%.;'Iris_pca'
Using the first 4 principal components would imply an error between 10 and 30%.;'Iris_pca'
Using the first 2 principal components would imply an error between 15 and 30%.;'Iris_pca'
Using the first 3 principal components would imply an error between 15 and 30%.;'Iris_pca'
Using the first 4 principal components would imply an error between 15 and 30%.;'Iris_pca'
There is evidence in favour for sequential backward selection to select variable SepalWidthCm previously than variable SepalLengthCm.;'Iris_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable PetalLengthCm previously than variable SepalLengthCm.;'Iris_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable PetalWidthCm previously than variable SepalLengthCm.;'Iris_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable SepalLengthCm previously than variable SepalWidthCm.;'Iris_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable PetalLengthCm previously than variable SepalWidthCm.;'Iris_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable PetalWidthCm previously than variable SepalWidthCm.;'Iris_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable SepalLengthCm previously than variable PetalLengthCm.;'Iris_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable SepalWidthCm previously than variable PetalLengthCm.;'Iris_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable PetalWidthCm previously than variable PetalLengthCm.;'Iris_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable SepalLengthCm previously than variable PetalWidthCm.;'Iris_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable SepalWidthCm previously than variable PetalWidthCm.;'Iris_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable PetalLengthCm previously than variable PetalWidthCm.;'Iris_correlation_heatmap'
The first 2 principal components are enough for explaining half the data variance.;'Iris_pca'
The first 3 principal components are enough for explaining half the data variance.;'Iris_pca'
The first 4 principal components are enough for explaining half the data variance.;'Iris_pca'
Scaling this dataset would be mandatory to improve the results with distance-based methods.;'Iris_boxplots'
Removing variable SepalLengthCm might improve the training of decision trees .;'Iris_correlation_heatmap'
Removing variable SepalWidthCm might improve the training of decision trees .;'Iris_correlation_heatmap'
Removing variable PetalLengthCm might improve the training of decision trees .;'Iris_correlation_heatmap'
Removing variable PetalWidthCm might improve the training of decision trees .;'Iris_correlation_heatmap'
Not knowing the semantics of SepalLengthCm variable, dummification could have been a more adequate codification.;'Iris_histograms'
Not knowing the semantics of SepalWidthCm variable, dummification could have been a more adequate codification.;'Iris_histograms'
Not knowing the semantics of PetalLengthCm variable, dummification could have been a more adequate codification.;'Iris_histograms'
Not knowing the semantics of PetalWidthCm variable, dummification could have been a more adequate codification.;'Iris_histograms'
Normalization of this dataset could not have impact on a KNN classifier.;'Iris_boxplots'
Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.;'Iris_boxplots'
Given the usual semantics of SepalLengthCm variable, dummification would have been a better codification.;'Iris_histograms'
Given the usual semantics of SepalWidthCm variable, dummification would have been a better codification.;'Iris_histograms'
Given the usual semantics of PetalLengthCm variable, dummification would have been a better codification.;'Iris_histograms'
Given the usual semantics of PetalWidthCm variable, dummification would have been a better codification.;'Iris_histograms'
The variable SepalLengthCm can be coded as ordinal without losing information.;'Iris_histograms'
The variable SepalWidthCm can be coded as ordinal without losing information.;'Iris_histograms'
The variable PetalLengthCm can be coded as ordinal without losing information.;'Iris_histograms'
The variable PetalWidthCm can be coded as ordinal without losing information.;'Iris_histograms'
Considering the common semantics for SepalLengthCm variable, dummification would be the most adequate encoding.; 'Iris_histograms'
Considering the common semantics for SepalWidthCm variable, dummification would be the most adequate encoding.; 'Iris_histograms'
Considering the common semantics for PetalLengthCm variable, dummification would be the most adequate encoding.; 'Iris_histograms'
Considering the common semantics for PetalWidthCm variable, dummification would be the most adequate encoding.; 'Iris_histograms'
Considering the common semantics for SepalWidthCm and SepalLengthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.; 'Iris_histograms'
Considering the common semantics for PetalLengthCm and SepalLengthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.; 'Iris_histograms'
Considering the common semantics for PetalWidthCm and SepalLengthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.; 'Iris_histograms'
Considering the common semantics for SepalLengthCm and SepalWidthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.; 'Iris_histograms'
Considering the common semantics for PetalLengthCm and SepalWidthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.; 'Iris_histograms'
Considering the common semantics for PetalWidthCm and SepalWidthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.; 'Iris_histograms'
Considering the common semantics for SepalLengthCm and PetalLengthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.; 'Iris_histograms'
Considering the common semantics for SepalWidthCm and PetalLengthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.; 'Iris_histograms'
Considering the common semantics for PetalWidthCm and PetalLengthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.; 'Iris_histograms'
Considering the common semantics for SepalLengthCm and PetalWidthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.; 'Iris_histograms'
Considering the common semantics for SepalWidthCm and PetalWidthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.; 'Iris_histograms'
Considering the common semantics for PetalLengthCm and PetalWidthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.; 'Iris_histograms'
Balancing this dataset would be mandatory to improve the results.;'Iris_class_histogram'
Balancing this dataset by SMOTE would most probably be preferable over undersampling.;'Iris_nr_records_nr_variables'
Balancing this dataset by SMOTE would be riskier than oversampling by replication.;'Iris_scatter-plots'
Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.;'Iris_correlation_heatmap'
A scaling transformation is mandatory, in order to improve the Naive Bayes performance in this dataset.;'Iris_boxplots'
A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.;'Iris_boxplots'
Variables SepalWidthCm and SepalLengthCm seem to be useful for classification tasks.; 'Iris_correlation_heatmap'
Variables PetalLengthCm and SepalLengthCm seem to be useful for classification tasks.; 'Iris_correlation_heatmap'
Variables PetalWidthCm and SepalLengthCm seem to be useful for classification tasks.; 'Iris_correlation_heatmap'
Variables SepalLengthCm and SepalWidthCm seem to be useful for classification tasks.; 'Iris_correlation_heatmap'
Variables PetalLengthCm and SepalWidthCm seem to be useful for classification tasks.; 'Iris_correlation_heatmap'
Variables PetalWidthCm and SepalWidthCm seem to be useful for classification tasks.; 'Iris_correlation_heatmap'
Variables SepalLengthCm and PetalLengthCm seem to be useful for classification tasks.; 'Iris_correlation_heatmap'
Variables SepalWidthCm and PetalLengthCm seem to be useful for classification tasks.; 'Iris_correlation_heatmap'
Variables PetalWidthCm and PetalLengthCm seem to be useful for classification tasks.; 'Iris_correlation_heatmap'
Variables SepalLengthCm and PetalWidthCm seem to be useful for classification tasks.; 'Iris_correlation_heatmap'
Variables SepalWidthCm and PetalWidthCm seem to be useful for classification tasks.; 'Iris_correlation_heatmap'
Variables PetalLengthCm and PetalWidthCm seem to be useful for classification tasks.; 'Iris_correlation_heatmap'
Variable SepalLengthCm seems to be relevant for the majority of mining tasks.; 'Iris_correlation_heatmap'
Variable SepalWidthCm seems to be relevant for the majority of mining tasks.; 'Iris_correlation_heatmap'
Variable PetalLengthCm seems to be relevant for the majority of mining tasks.; 'Iris_correlation_heatmap'
Variable PetalWidthCm seems to be relevant for the majority of mining tasks.; 'Iris_correlation_heatmap'
Variable SepalLengthCm is one of the most relevant variables.;'Iris_decision_tree'
Variable SepalWidthCm is one of the most relevant variables.;'Iris_decision_tree'
Variable PetalLengthCm is one of the most relevant variables.;'Iris_decision_tree'
Variable PetalWidthCm is one of the most relevant variables.;'Iris_decision_tree'
It is possible to state that SepalLengthCm is the first most discriminative variable regarding the class.;'Iris_decision_tree'
It is possible to state that SepalWidthCm is the first most discriminative variable regarding the class.;'Iris_decision_tree'
It is possible to state that PetalLengthCm is the first most discriminative variable regarding the class.;'Iris_decision_tree'
It is possible to state that PetalWidthCm is the first most discriminative variable regarding the class.;'Iris_decision_tree'
It is possible to state that SepalLengthCm is the second most discriminative variable regarding the class.;'Iris_decision_tree'
It is possible to state that SepalWidthCm is the second most discriminative variable regarding the class.;'Iris_decision_tree'
It is possible to state that PetalLengthCm is the second most discriminative variable regarding the class.;'Iris_decision_tree'
It is possible to state that PetalWidthCm is the second most discriminative variable regarding the class.;'Iris_decision_tree'
The variable SepalLengthCm discriminates between the target values, as shown in the decision tree.;'Iris_decision_tree'
The variable SepalWidthCm discriminates between the target values, as shown in the decision tree.;'Iris_decision_tree'
The variable PetalLengthCm discriminates between the target values, as shown in the decision tree.;'Iris_decision_tree'
The variable PetalWidthCm discriminates between the target values, as shown in the decision tree.;'Iris_decision_tree'
The variable SepalLengthCm seems to be one of the two most relevant features.;'Iris_decision_tree'
The variable SepalWidthCm seems to be one of the two most relevant features.;'Iris_decision_tree'
The variable PetalLengthCm seems to be one of the two most relevant features.;'Iris_decision_tree'
The variable PetalWidthCm seems to be one of the two most relevant features.;'Iris_decision_tree'
The variable SepalLengthCm seems to be one of the three most relevant features.;'Iris_decision_tree'
The variable SepalWidthCm seems to be one of the three most relevant features.;'Iris_decision_tree'
The variable PetalLengthCm seems to be one of the three most relevant features.;'Iris_decision_tree'
The variable PetalWidthCm seems to be one of the three most relevant features.;'Iris_decision_tree'
The variable SepalLengthCm seems to be one of the four most relevant features.;'Iris_decision_tree'
The variable SepalWidthCm seems to be one of the four most relevant features.;'Iris_decision_tree'
The variable PetalLengthCm seems to be one of the four most relevant features.;'Iris_decision_tree'
The variable PetalWidthCm seems to be one of the four most relevant features.;'Iris_decision_tree'
The variable SepalLengthCm seems to be one of the five most relevant features.;'Iris_decision_tree'
The variable SepalWidthCm seems to be one of the five most relevant features.;'Iris_decision_tree'
The variable PetalLengthCm seems to be one of the five most relevant features.;'Iris_decision_tree'
The variable PetalWidthCm seems to be one of the five most relevant features.;'Iris_decision_tree'
It is clear that variable SepalLengthCm is one of the two most relevant features.;'Iris_decision_tree'
It is clear that variable SepalWidthCm is one of the two most relevant features.;'Iris_decision_tree'
It is clear that variable PetalLengthCm is one of the two most relevant features.;'Iris_decision_tree'
It is clear that variable PetalWidthCm is one of the two most relevant features.;'Iris_decision_tree'
It is clear that variable SepalLengthCm is one of the three most relevant features.;'Iris_decision_tree'
It is clear that variable SepalWidthCm is one of the three most relevant features.;'Iris_decision_tree'
It is clear that variable PetalLengthCm is one of the three most relevant features.;'Iris_decision_tree'
It is clear that variable PetalWidthCm is one of the three most relevant features.;'Iris_decision_tree'
It is clear that variable SepalLengthCm is one of the four most relevant features.;'Iris_decision_tree'
It is clear that variable SepalWidthCm is one of the four most relevant features.;'Iris_decision_tree'
It is clear that variable PetalLengthCm is one of the four most relevant features.;'Iris_decision_tree'
It is clear that variable PetalWidthCm is one of the four most relevant features.;'Iris_decision_tree'
It is clear that variable SepalLengthCm is one of the five most relevant features.;'Iris_decision_tree'
It is clear that variable SepalWidthCm is one of the five most relevant features.;'Iris_decision_tree'
It is clear that variable PetalLengthCm is one of the five most relevant features.;'Iris_decision_tree'
It is clear that variable PetalWidthCm is one of the five most relevant features.;'Iris_decision_tree'
From the correlation analysis alone, it is clear that there are relevant variables.;'Iris_correlation_heatmap'
Variables SepalWidthCm and SepalLengthCm are redundant.;'Iris_correlation_heatmap'
Variables PetalLengthCm and SepalLengthCm are redundant.;'Iris_correlation_heatmap'
Variables PetalWidthCm and SepalLengthCm are redundant.;'Iris_correlation_heatmap'
Variables SepalLengthCm and SepalWidthCm are redundant.;'Iris_correlation_heatmap'
Variables PetalLengthCm and SepalWidthCm are redundant.;'Iris_correlation_heatmap'
Variables PetalWidthCm and SepalWidthCm are redundant.;'Iris_correlation_heatmap'
Variables SepalLengthCm and PetalLengthCm are redundant.;'Iris_correlation_heatmap'
Variables SepalWidthCm and PetalLengthCm are redundant.;'Iris_correlation_heatmap'
Variables PetalWidthCm and PetalLengthCm are redundant.;'Iris_correlation_heatmap'
Variables SepalLengthCm and PetalWidthCm are redundant.;'Iris_correlation_heatmap'
Variables SepalWidthCm and PetalWidthCm are redundant.;'Iris_correlation_heatmap'
Variables PetalLengthCm and PetalWidthCm are redundant.;'Iris_correlation_heatmap'
Variables SepalWidthCm and PetalLengthCm are redundant, but we can’t say the same for the pair SepalLengthCm and PetalWidthCm.;'Iris_correlation_heatmap'
Variables SepalLengthCm and PetalWidthCm are redundant, but we can’t say the same for the pair SepalWidthCm and PetalLengthCm.;'Iris_correlation_heatmap'
Variables PetalLengthCm and PetalWidthCm are redundant, but we can’t say the same for the pair SepalLengthCm and SepalWidthCm.;'Iris_correlation_heatmap'
Variables SepalWidthCm and PetalWidthCm are redundant, but we can’t say the same for the pair SepalLengthCm and PetalLengthCm.;'Iris_correlation_heatmap'
Variables SepalLengthCm and PetalLengthCm are redundant, but we can’t say the same for the pair SepalWidthCm and PetalWidthCm.;'Iris_correlation_heatmap'
Variables SepalLengthCm and SepalWidthCm are redundant, but we can’t say the same for the pair PetalLengthCm and PetalWidthCm.;'Iris_correlation_heatmap'
The variable SepalLengthCm can be discarded without risking losing information.;'Iris_correlation_heatmap'
The variable SepalWidthCm can be discarded without risking losing information.;'Iris_correlation_heatmap'
The variable PetalLengthCm can be discarded without risking losing information.;'Iris_correlation_heatmap'
The variable PetalWidthCm can be discarded without risking losing information.;'Iris_correlation_heatmap'
