no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,avg_price_per_room,no_of_special_requests,booking_status
2,1,1,1,Meal Plan 1,0,Room_Type 1,119,2018,12,24,0,109.8,0,Canceled
2,2,2,0,Meal Plan 1,0,Room_Type 6,22,2017,12,27,0,177.0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,99,2018,2,19,0,80.5,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,1,2018,10,16,0,156.0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,39,2018,12,27,0,65.0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,345,2018,12,20,0,78.3,2,Canceled
2,0,1,0,Not Selected,0,Room_Type 1,93,2018,5,2,0,116.1,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,163,2018,10,26,0,104.4,2,Canceled
2,0,3,6,Meal Plan 1,0,Room_Type 1,87,2018,7,11,0,72.25,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,96,2018,8,11,0,82.45,0,Not_Canceled
2,0,2,2,Meal Plan 2,0,Room_Type 4,110,2018,7,3,0,118.06,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 4,31,2018,6,20,0,107.1,0,Canceled
2,1,2,5,Meal Plan 1,0,Room_Type 1,132,2018,12,8,0,100.3,0,Canceled
2,1,0,2,Meal Plan 1,0,Room_Type 1,31,2018,8,3,0,152.1,1,Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,0,87.0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,1,2018,2,12,0,85.0,0,Not_Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,0,120.0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,67,2017,11,20,0,81.9,2,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 2,187,2018,9,12,0,80.75,0,Not_Canceled
1,0,1,4,Meal Plan 1,0,Room_Type 1,0,2018,11,14,0,95.0,2,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 4,9,2018,10,7,0,243.0,2,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,252,2018,12,29,0,53.47,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,0,95.0,0,Not_Canceled
2,1,0,3,Meal Plan 1,0,Room_Type 1,184,2018,10,4,0,125.1,0,Canceled
2,0,2,2,Meal Plan 2,0,Room_Type 1,169,2018,4,22,0,106.0,0,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 6,5,2017,10,19,0,90.0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,0,115.0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,0,65.0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,28,2018,8,24,0,149.4,1,Canceled
2,1,0,2,Not Selected,0,Room_Type 1,0,2017,8,7,0,81.0,2,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,11,2018,4,15,0,115.0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,0,130.0,0,Canceled
1,0,1,4,Meal Plan 1,0,Room_Type 1,150,2018,1,18,0,80.0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,1,7,0,45.0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 4,9,2018,12,7,0,114.0,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,101.5,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,180,2018,5,2,0,100.0,1,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 4,22,2018,9,24,0,159.0,2,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,89,2018,12,10,0,96.0,2,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,51,2017,7,8,0,67.5,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,79,2017,11,13,0,75.0,0,Not_Canceled
1,0,1,5,Meal Plan 1,0,Room_Type 1,349,2018,10,4,0,80.0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,0,130.0,0,Canceled
2,1,0,4,Meal Plan 1,1,Room_Type 1,37,2018,8,30,0,135.0,2,Not_Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 1,155,2018,8,9,0,115.68,1,Canceled
3,0,0,4,Not Selected,0,Room_Type 1,92,2018,3,30,0,78.54,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 2,88,2018,5,29,0,112.01,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 4,123,2018,5,6,0,126.3,1,Not_Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,72,2017,9,18,0,108.0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,1,2017,9,22,0,111.65,1,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,24,2018,9,25,0,119.0,1,Canceled
3,1,2,2,Meal Plan 1,0,Room_Type 5,70,2018,4,8,0,173.35,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,0,110.0,0,Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,119,2018,6,26,0,96.3,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,190,2018,12,1,0,59.16,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,146,2018,8,5,0,114.3,1,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 1,171,2018,8,22,0,137.7,0,Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 1,129,2017,12,29,0,47.2,0,Not_Canceled
2,1,0,2,Meal Plan 1,0,Room_Type 1,84,2018,7,15,0,121.5,2,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,5,2017,12,20,0,75.0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,113,2017,8,22,0,76.5,2,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,0,105.0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,0,130.0,0,Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,0,2018,6,22,0,159.0,2,Not_Canceled
2,1,0,3,Meal Plan 1,0,Room_Type 1,123,2018,8,11,0,139.5,2,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,102,2018,1,3,0,48.67,2,Not_Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 4,160,2018,7,31,0,141.18,1,Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 1,34,2018,8,30,0,104.4,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 2,130,2018,2,20,0,61.25,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,17,2018,11,3,0,130.0,2,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,0,115.0,1,Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,10,2018,6,26,0,100.0,0,Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,286,2018,10,16,0,90.0,0,Canceled
2,0,1,0,Not Selected,0,Room_Type 1,0,2018,5,29,0,99.0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,1,14,0,66.0,0,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,0,76.67,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,32,2018,4,1,0,131.4,0,Canceled
2,0,1,2,Meal Plan 2,1,Room_Type 1,5,2018,10,28,0,200.33,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,0,75.0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,8,9,0,72.25,1,Not_Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 1,80,2018,4,3,0,81.9,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,88,2018,4,30,0,126.9,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 4,0,2017,9,18,0,115.0,2,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,92,2017,10,7,0,70.0,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,96,2018,11,2,0,79.2,3,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,3,20,0,85.0,1,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,0,94.5,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,21,2018,6,3,0,109.23,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,47,2018,4,28,0,88.52,1,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,8,2018,11,14,0,103.0,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,1,2018,3,22,0,89.0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,10,0,65.0,0,Not_Canceled
2,0,3,5,Not Selected,0,Room_Type 1,248,2018,10,24,0,80.75,0,Canceled
1,0,2,3,Meal Plan 1,0,Room_Type 1,75,2018,10,30,0,84.96,2,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,63,2018,3,10,0,63.75,1,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,65,2018,3,18,0,94.5,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,77,2018,10,10,0,99.96,0,Not_Canceled
2,1,0,2,Meal Plan 1,0,Room_Type 1,3,2018,2,5,0,111.0,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,1,90.0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,80,2018,6,23,0,96.3,1,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 4,189,2018,8,20,0,109.77,2,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,0,95.0,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,61,2018,7,23,0,105.3,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,11,2018,11,5,0,130.0,1,Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 5,151,2018,6,27,0,200.0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,7,2018,12,29,0,125.8,0,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,1,80.0,0,Not_Canceled
2,1,2,2,Meal Plan 1,0,Room_Type 1,84,2018,8,14,0,134.1,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,6,22,0,100.0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,69,2018,9,17,0,149.4,0,Canceled
2,0,0,3,Meal Plan 2,0,Room_Type 1,88,2018,5,3,0,117.0,1,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,12,2018,7,17,0,85.0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,24,2018,2,3,0,96.0,0,Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,80.0,0,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,11,2018,2,6,0,81.0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,5,11,0,137.0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,0,130.0,0,Canceled
3,0,4,6,Meal Plan 1,0,Room_Type 4,119,2018,8,7,0,155.7,0,Canceled
2,0,1,4,Not Selected,0,Room_Type 1,117,2018,4,27,0,82.45,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,0,75.0,0,Canceled
1,0,3,6,Meal Plan 1,0,Room_Type 1,2,2017,12,5,0,91.67,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,35,2018,3,3,0,83.9,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,84,2017,10,16,0,89.25,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 4,8,2018,5,10,0,108.57,1,Canceled
2,1,4,8,Meal Plan 1,0,Room_Type 1,171,2018,7,15,0,110.5,2,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,0,105.0,0,Not_Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 4,129,2018,10,10,0,132.3,0,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,8,2018,3,1,0,56.0,0,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,0,90.0,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 2,49,2017,12,24,0,69.52,1,Not_Canceled
2,2,0,1,Not Selected,0,Room_Type 6,10,2017,8,20,0,153.0,1,Not_Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,0,120.0,0,Canceled
2,2,0,3,Meal Plan 1,0,Room_Type 6,67,2018,4,27,0,185.1,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,23,2018,3,26,0,136.0,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,8,10,0,195.0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,78,2018,10,18,0,80.75,0,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,5,2018,7,12,0,187.0,1,Canceled
2,2,0,1,Meal Plan 1,0,Room_Type 6,0,2017,8,25,0,156.0,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,144,2018,7,25,0,81.08,1,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,52,2018,9,9,0,125.1,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,13,2017,8,20,0,90.0,2,Not_Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 4,35,2018,6,27,0,128.4,0,Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 1,133,2018,7,12,0,137.7,2,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,7,2017,10,22,0,114.0,1,Not_Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 4,3,2017,11,28,0,77.6,0,Not_Canceled
2,0,4,6,Meal Plan 1,0,Room_Type 4,93,2018,10,16,0,129.51,0,Canceled
2,0,0,3,Meal Plan 2,0,Room_Type 1,34,2017,9,23,0,224.67,0,Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 4,195,2018,8,17,0,112.2,2,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,103,2018,6,15,0,116.1,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,73,2017,12,6,0,60.0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,10,5,0,152.0,2,Not_Canceled
1,0,0,2,Not Selected,0,Room_Type 1,6,2018,7,19,0,87.78,0,Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 4,97,2018,8,1,0,150.3,2,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,33,2018,10,29,0,90.52,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,268,2018,10,9,0,80.75,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,0,2018,6,21,0,101.7,1,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,4,2018,10,3,0,140.0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,179,2018,9,30,0,113.4,0,Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 4,29,2017,10,20,0,78.6,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,25,0,0.0,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,30,2018,9,25,0,117.0,2,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,93,2018,6,28,0,103.5,0,Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 4,3,2018,9,18,0,110.0,0,Not_Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 4,72,2018,12,20,0,119.0,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,84,2018,9,7,0,65.0,0,Not_Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 6,1,2018,2,19,0,173.0,0,Not_Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 1,41,2018,12,27,0,70.0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,4,5,0,95.0,1,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,65,2018,3,31,0,76.93,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,127,2018,4,28,0,90.0,0,Not_Canceled
2,0,2,3,Not Selected,0,Room_Type 1,49,2018,6,17,0,72.25,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,10,21,0,76.46,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,101.5,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,25,2018,12,27,0,65.0,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,29,2018,11,16,0,67.5,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,86,2017,7,6,0,76.5,0,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,28,2017,10,19,0,77.0,0,Not_Canceled
1,0,2,0,Not Selected,0,Room_Type 1,4,2018,6,26,0,113.0,1,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,131,2018,4,16,0,81.3,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,0,89.0,0,Canceled
2,0,1,0,Not Selected,0,Room_Type 1,21,2018,11,28,0,88.0,1,Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,87,2018,12,16,0,126.0,2,Not_Canceled
2,1,1,2,Meal Plan 1,0,Room_Type 1,11,2018,7,25,0,129.75,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,76,2017,10,9,0,98.25,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,16,0,79.0,0,Not_Canceled
2,0,1,4,Not Selected,0,Room_Type 1,87,2018,7,4,0,103.5,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,141,2018,6,30,0,109.8,1,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 4,14,2018,9,22,0,184.0,2,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,14,2017,9,17,0,82.0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,9,2018,10,2,0,85.0,1,Not_Canceled
2,0,0,4,Meal Plan 2,0,Room_Type 1,323,2018,5,17,0,112.0,1,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,0,120.0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,0,75.0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,4,2018,4,15,0,93.17,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 6,51,2018,10,7,0,146.92,1,Not_Canceled
2,1,0,4,Not Selected,0,Room_Type 1,113,2018,3,23,0,68.3,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,5,2018,10,7,0,190.0,2,Not_Canceled
2,2,2,5,Meal Plan 1,0,Room_Type 6,36,2018,9,24,0,177.77,1,Not_Canceled
3,0,1,4,Meal Plan 1,0,Room_Type 4,71,2018,6,1,0,115.6,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,290,2018,12,1,0,73.95,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,87,2018,8,14,0,117.9,1,Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 7,190,2018,6,22,0,110.0,0,Canceled
3,0,1,4,Meal Plan 1,0,Room_Type 4,112,2018,8,8,0,146.7,1,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,131,2017,8,15,0,94.5,0,Canceled
2,1,0,3,Meal Plan 1,0,Room_Type 1,172,2018,10,4,0,108.9,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,43,2018,8,31,0,85.5,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,69,2018,4,18,0,110.08,1,Not_Canceled
2,0,7,17,Meal Plan 1,0,Room_Type 1,188,2018,7,4,0,90.95,1,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,56,2017,9,25,0,185.0,0,Not_Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,12,27,0,81.0,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,99,2018,3,15,0,73.95,0,Canceled
1,0,0,3,Meal Plan 2,0,Room_Type 1,2,2017,10,13,0,91.0,0,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,208,2018,8,30,0,85.5,0,Canceled
1,0,2,5,Meal Plan 1,0,Room_Type 1,7,2018,1,11,0,73.9,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,147,2018,9,18,0,143.1,2,Not_Canceled
2,0,1,2,Meal Plan 1,1,Room_Type 2,145,2018,8,15,0,115.32,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,80,2018,5,1,0,140.4,1,Not_Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,105,2017,10,12,0,110.0,0,Canceled
2,0,1,0,Not Selected,0,Room_Type 1,146,2018,8,14,0,103.5,1,Canceled
2,0,2,6,Meal Plan 1,0,Room_Type 2,184,2017,10,17,0,65.29,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,40,2018,10,25,0,85.0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,28,2017,10,27,0,136.0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,89,2018,4,1,0,87.3,1,Not_Canceled
1,0,1,3,Meal Plan 1,0,Room_Type 1,124,2018,5,5,0,99.45,0,Not_Canceled
2,1,2,1,Meal Plan 1,0,Room_Type 1,30,2018,3,13,0,85.0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,298,2018,5,10,0,75.0,0,Canceled
2,0,2,0,Not Selected,0,Room_Type 1,17,2018,9,11,0,74.1,1,Not_Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 4,8,2018,2,9,0,130.0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,8,20,0,130.0,3,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,205,2018,8,4,0,80.75,0,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,0,76.67,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,14,2018,4,7,0,126.0,0,Canceled
1,0,0,1,Not Selected,0,Room_Type 1,113,2018,10,13,0,108.0,1,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,46,2018,11,6,0,97.2,2,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 2,152,2018,6,29,0,83.83,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,6,2,0,140.0,0,Not_Canceled
1,2,2,3,Meal Plan 2,0,Room_Type 4,9,2018,8,25,0,176.42,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,18,0,91.0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,159,2018,8,7,0,114.3,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,83,2018,6,10,0,126.9,3,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,10,2018,10,3,0,105.0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,71,2017,9,22,0,95.0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,0,65.0,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,125,2018,11,16,0,79.2,1,Not_Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 1,5,2018,2,24,0,80.0,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,276,2018,5,13,0,61.0,0,Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,163,2018,6,5,0,100.0,0,Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,5,2018,3,29,0,119.0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,250,2018,7,16,0,72.08,2,Not_Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,0,115.0,1,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,0,89.0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,18,2018,6,17,0,150.0,0,Canceled
2,0,1,1,Not Selected,1,Room_Type 1,7,2017,8,15,0,85.0,0,Not_Canceled
3,0,1,3,Meal Plan 1,0,Room_Type 1,178,2018,8,22,0,127.93,2,Canceled
2,2,2,1,Meal Plan 1,1,Room_Type 6,54,2018,3,20,0,180.0,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,47,2018,9,20,0,125.1,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,170,2018,4,23,0,70.0,1,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,24,2018,10,2,0,129.0,3,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,157,2017,7,6,0,76.5,1,Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,44,2018,4,23,0,85.0,0,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,0,2018,5,9,0,89.0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,3,22,0,0.0,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,43,2018,11,16,0,97.0,1,Not_Canceled
2,0,2,6,Not Selected,0,Room_Type 1,6,2018,11,22,0,77.78,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,50,2018,9,8,0,135.9,1,Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,35,2017,9,26,0,166.58,2,Not_Canceled
2,2,0,1,Meal Plan 1,0,Room_Type 6,19,2017,10,21,0,174.25,0,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,96,2017,7,11,0,94.5,0,Not_Canceled
2,2,0,1,Meal Plan 1,0,Room_Type 6,85,2018,6,30,0,186.3,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,10,13,0,65.0,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,0,115.0,1,Canceled
2,0,0,3,Meal Plan 1,1,Room_Type 1,37,2018,2,11,0,89.3,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,110,2017,12,9,0,70.0,1,Not_Canceled
2,0,2,3,Meal Plan 1,1,Room_Type 1,15,2017,10,15,0,142.6,1,Not_Canceled
3,0,1,4,Meal Plan 1,0,Room_Type 1,92,2018,11,23,0,92.65,0,Not_Canceled
