Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
Female,No,27,Yes,Healthcare,4.0,Low,4.0,Cat_6,A
Male,Yes,61,Yes,Artist,0.0,Low,2.0,Cat_6,A
Female,No,33,Yes,Engineer,1.0,Low,1.0,Cat_4,A
Male,No,28,Yes,Doctor,1.0,Low,4.0,Cat_4,A
Female,Yes,48,Yes,Artist,2.0,Average,2.0,Cat_6,C
Female,Yes,73,Yes,Artist,0.0,High,2.0,Cat_6,B
Male,Yes,36,No,Artist,0.0,Average,2.0,Cat_5,D
Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_6,A
Male,Yes,82,No,Lawyer,0.0,High,2.0,Cat_6,A
Male,No,28,Yes,Artist,1.0,Low,3.0,Cat_4,D
Female,No,42,Yes,Artist,8.0,Low,3.0,Cat_2,D
Female,Yes,60,Yes,Lawyer,6.0,High,9.0,Cat_6,B
Female,No,46,Yes,Artist,1.0,Low,1.0,Cat_4,A
Male,No,31,No,Doctor,0.0,Low,3.0,Cat_6,C
Female,Yes,50,Yes,Artist,1.0,Low,1.0,Cat_7,C
Female,No,30,Yes,Engineer,3.0,Low,1.0,Cat_4,A
Female,No,49,Yes,Artist,1.0,Low,3.0,Cat_6,D
Female,Yes,51,Yes,Doctor,0.0,Average,6.0,Cat_4,C
Female,Yes,46,Yes,,,Average,3.0,Cat_6,A
Male,Yes,53,Yes,Artist,0.0,Average,4.0,Cat_6,B
Male,Yes,65,Yes,Artist,0.0,High,2.0,Cat_6,A
Female,No,22,No,Healthcare,0.0,Low,5.0,Cat_6,D
Male,Yes,65,Yes,Doctor,1.0,Average,3.0,Cat_6,C
Female,Yes,39,Yes,Engineer,0.0,Average,2.0,Cat_4,A
Male,Yes,84,Yes,Artist,0.0,High,2.0,Cat_6,D
Male,No,37,Yes,Artist,0.0,Low,1.0,Cat_6,C
Male,Yes,28,Yes,Doctor,8.0,Average,2.0,Cat_6,D
Female,Yes,82,No,Lawyer,0.0,High,2.0,Cat_6,A
Female,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,A
Female,No,69,Yes,Lawyer,1.0,Low,5.0,Cat_6,D
Female,Yes,51,Yes,Artist,,High,5.0,Cat_6,B
Female,Yes,74,Yes,Lawyer,1.0,Low,1.0,Cat_6,B
Female,Yes,79,Yes,Lawyer,1.0,High,2.0,Cat_6,A
Female,No,21,No,Lawyer,9.0,Low,1.0,Cat_6,D
Female,No,20,No,Healthcare,5.0,Low,5.0,Cat_2,D
Female,No,43,Yes,Doctor,3.0,Low,1.0,Cat_2,A
Female,No,25,No,Healthcare,1.0,Low,3.0,Cat_6,A
Male,No,43,Yes,Artist,0.0,Low,4.0,Cat_6,B
Female,No,42,Yes,Artist,1.0,Low,1.0,Cat_6,D
Male,No,25,Yes,Doctor,10.0,Low,4.0,Cat_6,A
Male,Yes,59,Yes,Artist,0.0,Low,1.0,Cat_3,A
Female,No,49,Yes,Marketing,0.0,Low,5.0,Cat_6,D
Female,No,32,No,Doctor,1.0,Low,4.0,Cat_6,A
Male,Yes,36,Yes,Artist,8.0,High,2.0,Cat_6,A
Male,Yes,45,Yes,Marketing,9.0,Low,3.0,Cat_6,A
Male,No,29,Yes,Healthcare,,Low,3.0,Cat_6,A
Male,Yes,37,Yes,Artist,0.0,Low,2.0,Cat_6,C
Female,Yes,48,Yes,Doctor,1.0,Average,4.0,Cat_6,D
Female,No,65,Yes,Artist,0.0,Low,2.0,Cat_2,C
Male,No,39,No,Marketing,1.0,Low,2.0,Cat_6,A
Male,No,25,No,Entertainment,1.0,Low,7.0,Cat_4,A
Female,Yes,49,No,Artist,5.0,Low,5.0,Cat_6,D
Female,Yes,77,Yes,Lawyer,1.0,High,2.0,Cat_6,D
Female,No,38,Yes,Artist,9.0,Low,1.0,Cat_6,A
Male,No,19,Yes,Marketing,0.0,Low,6.0,Cat_4,D
Female,Yes,76,Yes,Lawyer,1.0,High,2.0,Cat_6,A
Male,No,28,Yes,Doctor,0.0,Low,4.0,Cat_6,A
Male,Yes,51,Yes,Doctor,1.0,Average,3.0,Cat_3,B
Female,No,28,Yes,Doctor,0.0,Low,5.0,Cat_7,D
Female,No,42,Yes,Healthcare,0.0,Low,1.0,Cat_2,A
Male,Yes,45,Yes,Artist,1.0,Low,1.0,Cat_6,A
Male,Yes,63,Yes,Executive,6.0,High,3.0,Cat_6,D
Female,No,18,No,Doctor,0.0,Low,6.0,Cat_6,A
Male,No,26,Yes,Artist,7.0,Low,4.0,Cat_6,D
Male,Yes,31,Yes,Artist,,Average,2.0,Cat_2,D
Male,No,43,Yes,Entertainment,5.0,Low,4.0,Cat_2,B
Female,Yes,60,Yes,Artist,7.0,Low,,Cat_6,A
Female,No,36,Yes,Artist,0.0,Low,1.0,Cat_6,A
Male,No,32,No,Healthcare,1.0,Low,4.0,Cat_2,A
Male,Yes,68,Yes,Lawyer,,Low,1.0,,A
Male,Yes,60,Yes,Entertainment,1.0,Low,1.0,Cat_6,C
Female,No,42,Yes,Artist,0.0,Low,1.0,Cat_4,B
Female,No,18,No,Healthcare,6.0,Low,5.0,,D
Male,Yes,69,No,Lawyer,0.0,High,2.0,Cat_6,D
Female,No,42,Yes,Doctor,0.0,Low,,Cat_6,B
Female,Yes,70,Yes,Artist,1.0,Low,1.0,Cat_6,C
Male,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,C
Male,Yes,56,Yes,Entertainment,1.0,Average,3.0,Cat_6,A
Female,No,40,Yes,Artist,9.0,Low,1.0,Cat_6,D
Male,No,23,No,Healthcare,1.0,Low,6.0,Cat_6,B
Female,No,20,No,Marketing,3.0,Low,4.0,Cat_7,D
Female,No,39,Yes,Entertainment,2.0,Low,1.0,Cat_6,D
Female,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,D
Male,No,28,Yes,Entertainment,,Low,,Cat_5,D
Male,Yes,40,No,Engineer,1.0,Average,2.0,Cat_6,C
Female,,60,Yes,Engineer,1.0,Average,4.0,Cat_2,B
Male,No,33,No,Healthcare,3.0,Low,4.0,Cat_6,D
Male,Yes,20,No,Doctor,14.0,Low,2.0,Cat_6,B
Female,No,35,No,Artist,7.0,Low,4.0,Cat_6,A
Male,No,27,Yes,Doctor,0.0,Low,5.0,Cat_6,B
Female,Yes,42,Yes,Artist,1.0,Average,2.0,Cat_6,D
Male,Yes,30,No,Marketing,0.0,Low,4.0,Cat_4,C
Female,Yes,56,Yes,Executive,0.0,Average,2.0,Cat_6,C
Male,Yes,28,Yes,Entertainment,0.0,Average,2.0,Cat_6,D
Female,Yes,38,Yes,Artist,6.0,Average,2.0,Cat_6,A
Male,No,26,Yes,Entertainment,9.0,Low,1.0,Cat_2,A
Male,No,36,No,Engineer,0.0,Low,1.0,Cat_6,B
Male,No,56,No,Entertainment,0.0,Low,1.0,Cat_6,A
Male,No,26,Yes,Entertainment,0.0,Low,1.0,Cat_6,D
Male,No,28,Yes,Artist,4.0,Low,4.0,Cat_6,C
Male,No,32,No,Healthcare,0.0,Low,5.0,Cat_6,D
Female,No,52,Yes,Artist,4.0,Low,1.0,Cat_6,B
Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_6,D
Male,No,23,No,Healthcare,,Low,5.0,Cat_4,D
Male,Yes,50,Yes,Artist,0.0,Low,2.0,Cat_6,C
Male,Yes,26,Yes,Artist,,Low,2.0,Cat_6,D
Male,Yes,40,Yes,Entertainment,8.0,Low,2.0,Cat_6,A
Female,Yes,53,Yes,Artist,1.0,Average,2.0,Cat_6,C
Male,Yes,63,Yes,Artist,0.0,Average,3.0,Cat_7,D
Male,Yes,62,Yes,Executive,0.0,High,3.0,Cat_6,B
Female,No,38,Yes,Artist,1.0,Low,1.0,Cat_6,C
Female,Yes,57,No,Artist,1.0,Average,2.0,Cat_2,B
Female,No,43,Yes,Artist,9.0,Low,1.0,Cat_6,A
Male,No,21,No,Marketing,1.0,Low,3.0,Cat_4,B
Male,No,22,No,Healthcare,0.0,Low,5.0,Cat_6,A
Male,Yes,68,Yes,Artist,1.0,Low,1.0,Cat_6,C
Female,No,28,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
Male,Yes,33,Yes,Artist,0.0,Average,2.0,Cat_6,A
Female,No,38,Yes,Artist,8.0,Low,1.0,Cat_6,C
Male,No,23,No,Healthcare,0.0,Low,5.0,Cat_4,D
Female,No,41,Yes,Healthcare,,Low,1.0,Cat_6,A
Female,No,41,Yes,Homemaker,,Low,1.0,Cat_4,C
Female,No,39,Yes,Doctor,4.0,Low,1.0,Cat_6,A
Female,Yes,49,No,Entertainment,9.0,High,2.0,Cat_6,A
Female,Yes,33,Yes,Homemaker,,Average,2.0,Cat_6,D
Male,Yes,79,No,Lawyer,0.0,Low,1.0,Cat_6,D
Male,Yes,38,Yes,Artist,6.0,Average,4.0,Cat_6,A
Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,D
Female,Yes,68,Yes,Doctor,0.0,Average,2.0,Cat_6,B
Male,No,31,Yes,Artist,0.0,Low,3.0,Cat_6,B
Male,Yes,46,No,Artist,1.0,Low,3.0,Cat_3,C
Male,Yes,35,Yes,Artist,9.0,Average,2.0,Cat_6,D
Female,No,42,Yes,Artist,8.0,Low,3.0,Cat_2,C
Male,Yes,87,No,Lawyer,0.0,Low,1.0,,A
Female,No,38,Yes,Artist,8.0,Low,1.0,Cat_6,A
Female,Yes,88,No,Lawyer,2.0,High,1.0,Cat_6,C
Female,No,42,Yes,Artist,9.0,Low,1.0,Cat_6,C
Female,Yes,26,Yes,Artist,4.0,Average,2.0,Cat_3,D
Male,Yes,35,Yes,Executive,0.0,High,3.0,Cat_6,A
Female,Yes,41,No,Engineer,3.0,High,2.0,Cat_6,C
Male,Yes,37,Yes,Doctor,1.0,Average,2.0,Cat_1,D
Female,Yes,41,Yes,Engineer,8.0,Average,4.0,Cat_4,B
Male,No,35,,Artist,6.0,Low,5.0,Cat_2,B
Female,No,33,Yes,Marketing,0.0,Low,9.0,Cat_7,C
Female,Yes,61,Yes,Engineer,2.0,Average,4.0,Cat_2,A
Female,No,19,No,Doctor,1.0,Low,3.0,Cat_1,A
Female,No,50,Yes,Artist,4.0,Low,1.0,Cat_6,B
Female,Yes,48,No,Engineer,0.0,Average,4.0,Cat_4,C
Male,Yes,57,No,Marketing,1.0,Average,3.0,Cat_4,B
Female,Yes,72,No,Engineer,1.0,Average,3.0,Cat_4,A
Female,No,39,No,Engineer,4.0,Low,,Cat_3,B
Female,Yes,49,Yes,Doctor,0.0,Low,3.0,Cat_4,A
Female,No,41,Yes,Entertainment,0.0,Low,4.0,Cat_4,A
Male,Yes,65,No,Executive,2.0,High,7.0,Cat_4,A
Female,No,22,No,Marketing,0.0,Low,3.0,Cat_4,D
Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_4,C
Female,Yes,41,No,Artist,0.0,Low,1.0,Cat_4,B
Female,Yes,42,Yes,Engineer,0.0,Low,3.0,Cat_4,A
Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_4,D
Male,Yes,49,No,Doctor,1.0,Low,2.0,Cat_4,A
Female,Yes,40,No,Doctor,0.0,Low,2.0,Cat_4,A
Male,Yes,50,No,Executive,1.0,Average,5.0,Cat_4,D
Female,No,19,No,Healthcare,6.0,Low,3.0,Cat_4,D
Male,No,22,No,Healthcare,0.0,Low,6.0,Cat_4,D
Male,No,23,No,,1.0,Low,8.0,Cat_4,B
Male,No,27,Yes,Artist,4.0,Low,6.0,Cat_4,A
Male,Yes,55,No,Executive,0.0,High,8.0,Cat_4,B
Male,Yes,32,No,,1.0,Average,6.0,Cat_4,B
Male,Yes,57,No,Entertainment,,Low,2.0,Cat_3,B
Male,Yes,80,No,Lawyer,0.0,High,2.0,Cat_6,A
Male,Yes,43,No,Executive,0.0,Low,4.0,Cat_6,B
Female,Yes,79,No,Lawyer,1.0,High,2.0,Cat_6,A
Male,No,25,No,Entertainment,1.0,Low,3.0,Cat_6,A
Female,Yes,58,Yes,Homemaker,0.0,Average,4.0,Cat_6,B
Female,Yes,78,Yes,Lawyer,,High,2.0,Cat_6,A
Male,Yes,76,Yes,Lawyer,1.0,Low,2.0,Cat_6,D
Male,No,27,No,Healthcare,1.0,Low,3.0,,D
Male,Yes,47,Yes,Artist,1.0,Average,3.0,Cat_6,D
Male,Yes,43,Yes,Artist,1.0,Average,2.0,Cat_6,C
Male,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_6,A
Male,No,27,No,Healthcare,0.0,Low,7.0,Cat_6,B
Male,No,31,Yes,Healthcare,0.0,Low,4.0,Cat_6,A
Male,Yes,46,Yes,Artist,1.0,Low,2.0,Cat_6,D
Male,Yes,48,Yes,Executive,1.0,Average,4.0,Cat_6,C
Male,Yes,51,Yes,Doctor,,Low,2.0,,C
Male,Yes,57,No,Doctor,0.0,Average,2.0,Cat_6,C
Female,No,30,Yes,Doctor,0.0,Low,1.0,Cat_6,B
Female,No,37,Yes,Marketing,,Low,3.0,Cat_6,B
Female,No,31,Yes,Artist,14.0,Low,2.0,Cat_6,D
Male,Yes,49,Yes,Artist,1.0,Average,3.0,Cat_6,D
Male,Yes,56,Yes,Artist,1.0,Low,4.0,Cat_4,C
Male,Yes,83,No,Lawyer,8.0,High,2.0,Cat_6,B
Male,No,32,Yes,Healthcare,,Low,1.0,Cat_6,B
Male,Yes,63,Yes,Artist,5.0,Average,4.0,Cat_6,A
Female,Yes,71,Yes,Doctor,1.0,Average,2.0,Cat_6,A
Male,Yes,50,No,Artist,0.0,Low,4.0,Cat_6,B
Male,No,31,Yes,Artist,4.0,Low,5.0,Cat_6,A
Male,Yes,60,No,Entertainment,0.0,Average,6.0,Cat_6,A
Female,Yes,71,Yes,Lawyer,8.0,High,2.0,Cat_6,D
Male,Yes,49,Yes,Doctor,0.0,Average,6.0,Cat_4,B
Male,Yes,74,Yes,Lawyer,9.0,Low,1.0,Cat_6,C
Male,Yes,51,Yes,Artist,1.0,Average,6.0,Cat_6,A
Male,Yes,61,No,Entertainment,0.0,Low,,Cat_6,D
Male,No,46,Yes,Engineer,0.0,Low,3.0,Cat_6,B
Male,Yes,39,No,Doctor,2.0,Average,2.0,Cat_6,B
Male,Yes,85,Yes,Lawyer,1.0,High,2.0,Cat_6,C
Female,Yes,31,Yes,Artist,1.0,Average,2.0,Cat_6,A
Male,Yes,39,Yes,Executive,4.0,High,3.0,Cat_6,B
Female,Yes,48,No,Doctor,1.0,High,2.0,Cat_6,C
Male,Yes,71,Yes,Lawyer,0.0,High,2.0,Cat_6,B
Female,No,31,Yes,Healthcare,,Low,1.0,Cat_7,A
Female,No,32,Yes,Healthcare,0.0,Low,5.0,Cat_6,A
Female,Yes,55,No,Engineer,0.0,Low,1.0,Cat_6,D
Male,Yes,46,Yes,Artist,0.0,High,2.0,Cat_6,C
Male,Yes,53,Yes,Doctor,,Average,2.0,Cat_6,B
Male,Yes,50,Yes,Artist,0.0,Average,4.0,Cat_6,C
Male,No,45,Yes,Artist,1.0,Low,1.0,Cat_6,D
Male,Yes,33,No,Executive,1.0,Average,2.0,Cat_4,C
Female,Yes,29,No,Engineer,5.0,Low,2.0,Cat_6,D
Male,No,35,Yes,Artist,8.0,Low,1.0,Cat_6,B
Male,No,25,No,Doctor,1.0,Low,1.0,Cat_6,D
Male,No,26,Yes,Healthcare,0.0,Low,3.0,Cat_6,D
Male,No,48,Yes,Artist,1.0,Low,2.0,Cat_6,C
Male,Yes,66,No,Lawyer,0.0,High,3.0,Cat_6,A
Female,Yes,38,No,Artist,0.0,Low,3.0,Cat_6,C
Male,Yes,65,Yes,Entertainment,2.0,Average,3.0,Cat_6,C
Male,Yes,87,No,Lawyer,1.0,Low,1.0,Cat_6,D
Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,D
Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,D
Male,No,22,No,Healthcare,9.0,Low,4.0,Cat_6,D
Male,No,18,No,Healthcare,0.0,Low,,Cat_6,D
Male,No,18,No,Marketing,1.0,Low,9.0,Cat_6,D
Male,No,19,No,Healthcare,0.0,Low,,Cat_4,A
Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_2,D
Male,No,22,No,Healthcare,0.0,Low,8.0,Cat_6,A
Male,No,31,No,Healthcare,4.0,Low,4.0,Cat_6,D
Male,Yes,63,No,Artist,0.0,Average,2.0,Cat_6,A
Male,No,43,Yes,Artist,1.0,Low,1.0,Cat_6,C
Male,No,73,No,Engineer,0.0,Low,,Cat_4,A
Female,Yes,39,No,Engineer,0.0,Low,2.0,Cat_6,A
Male,No,31,Yes,Healthcare,1.0,Low,5.0,Cat_6,A
Male,No,31,Yes,Artist,0.0,Low,5.0,Cat_6,D
Male,Yes,43,No,Artist,0.0,Average,4.0,Cat_2,A
Male,Yes,52,No,Artist,0.0,Average,3.0,Cat_6,A
Female,Yes,63,Yes,Doctor,0.0,Average,3.0,Cat_6,C
Male,Yes,51,Yes,Executive,1.0,High,4.0,Cat_6,C
Male,Yes,35,Yes,Healthcare,1.0,Low,7.0,Cat_4,B
Female,Yes,32,No,Entertainment,,Average,2.0,Cat_4,B
Female,Yes,39,Yes,Homemaker,9.0,High,4.0,Cat_6,C
Female,No,25,No,Healthcare,1.0,Low,6.0,Cat_5,D
Male,No,20,No,Healthcare,0.0,Low,5.0,Cat_4,D
Female,No,33,No,Homemaker,9.0,Low,1.0,Cat_6,D
Male,Yes,36,No,Executive,0.0,Average,5.0,Cat_4,A
Female,Yes,35,Yes,Doctor,,Low,2.0,Cat_6,B
Female,Yes,42,Yes,Artist,1.0,Average,2.0,Cat_6,D
Female,Yes,52,Yes,Artist,2.0,Average,5.0,Cat_6,C
Female,Yes,42,Yes,Engineer,1.0,Low,2.0,Cat_6,C
Female,Yes,57,No,Homemaker,,High,2.0,Cat_6,A
Female,No,30,Yes,Entertainment,1.0,Low,3.0,Cat_6,A
Female,Yes,73,Yes,Lawyer,1.0,High,2.0,Cat_6,C
Male,Yes,66,Yes,Engineer,3.0,High,2.0,Cat_6,D
Female,Yes,62,Yes,Artist,9.0,Average,5.0,Cat_2,B
Female,Yes,36,Yes,Artist,4.0,Low,1.0,Cat_3,C
Male,No,33,No,Engineer,0.0,Low,3.0,Cat_4,B
Male,No,28,No,Healthcare,0.0,Low,8.0,Cat_4,A
Female,Yes,48,Yes,Artist,3.0,Average,2.0,Cat_6,C
Female,Yes,53,Yes,Artist,1.0,Average,2.0,Cat_6,D
Female,Yes,27,No,Doctor,1.0,Low,,Cat_3,D
Female,Yes,71,No,Marketing,0.0,High,2.0,Cat_4,B
Male,Yes,35,Yes,Artist,9.0,Average,2.0,Cat_4,A
Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_4,A
Female,Yes,39,No,Entertainment,0.0,Low,4.0,Cat_4,A
Female,Yes,79,No,Lawyer,1.0,High,2.0,Cat_4,C
Female,No,29,No,Engineer,9.0,Low,8.0,Cat_4,A
Female,No,33,Yes,Artist,7.0,Low,7.0,Cat_4,A
Female,No,31,No,Healthcare,0.0,Low,,Cat_4,C
Male,Yes,25,No,Engineer,4.0,Average,3.0,Cat_4,D
Female,,43,No,Engineer,2.0,Average,3.0,Cat_4,C
Female,Yes,52,No,Doctor,4.0,Low,1.0,Cat_4,C
Male,Yes,41,No,Executive,0.0,High,7.0,Cat_4,D
Female,Yes,27,No,Doctor,,High,6.0,Cat_4,D
Female,Yes,39,No,Engineer,1.0,Average,5.0,Cat_4,C
Male,No,32,No,Doctor,3.0,Low,7.0,Cat_4,A
Male,No,19,No,Healthcare,1.0,Low,5.0,Cat_4,A
Male,,58,No,,1.0,High,,Cat_4,C
Male,No,30,Yes,Artist,1.0,Low,3.0,Cat_4,A
Female,No,31,Yes,Engineer,0.0,Low,6.0,Cat_4,A
Female,Yes,43,No,Engineer,,Average,4.0,Cat_4,A
Female,Yes,63,No,Marketing,,Average,6.0,Cat_4,A
Female,Yes,37,Yes,Engineer,,Average,3.0,Cat_4,B
Male,Yes,37,No,Artist,0.0,Average,6.0,Cat_4,A
Female,Yes,31,Yes,Homemaker,9.0,Average,2.0,,B
Female,No,38,Yes,Artist,4.0,Low,1.0,Cat_6,A
Female,Yes,41,Yes,Entertainment,,High,6.0,Cat_6,C
Female,Yes,45,Yes,Artist,3.0,Average,3.0,Cat_6,B
Male,Yes,35,Yes,Doctor,,Average,4.0,Cat_6,D
Female,Yes,43,No,Engineer,1.0,Low,5.0,Cat_1,A
Female,No,33,No,Healthcare,,Low,3.0,Cat_4,B
Male,No,26,No,Homemaker,14.0,Low,3.0,Cat_3,D
Female,Yes,39,No,Artist,,Average,2.0,Cat_6,A
Male,Yes,49,No,Artist,1.0,High,2.0,Cat_6,A
Male,,47,No,,0.0,Average,2.0,Cat_6,A
Male,Yes,53,No,Entertainment,1.0,Average,4.0,Cat_4,B
Male,Yes,52,Yes,Executive,5.0,High,5.0,Cat_6,A
Female,Yes,66,No,Lawyer,0.0,Average,2.0,Cat_6,A
Male,No,26,No,Entertainment,6.0,Low,2.0,Cat_4,D
Male,Yes,38,Yes,Marketing,,Low,5.0,Cat_6,A
Female,No,25,No,Homemaker,,Low,4.0,Cat_6,C
Female,Yes,53,No,Artist,8.0,Average,2.0,Cat_6,D
Female,Yes,87,No,Lawyer,0.0,High,2.0,Cat_6,C
Male,No,28,No,Healthcare,1.0,Low,2.0,Cat_6,D
Female,Yes,37,Yes,Artist,7.0,High,3.0,Cat_6,A
Female,Yes,42,Yes,Artist,,Low,1.0,Cat_6,B
Female,Yes,25,No,Artist,1.0,Average,2.0,Cat_1,D
Female,Yes,33,No,Engineer,6.0,Low,3.0,Cat_6,D
Female,No,33,Yes,Healthcare,,Low,3.0,Cat_2,D
Male,Yes,46,Yes,Artist,1.0,Low,2.0,Cat_6,C
Male,No,33,No,Healthcare,2.0,Low,4.0,Cat_3,A
Male,No,26,No,Entertainment,1.0,Low,3.0,Cat_6,A
Male,No,32,No,Doctor,6.0,Low,4.0,Cat_6,D
Female,No,25,No,Healthcare,,Low,1.0,Cat_6,A
Female,No,18,No,Healthcare,1.0,Low,,Cat_6,D
Female,No,22,No,Engineer,0.0,Low,4.0,Cat_6,D
Male,No,19,No,Healthcare,2.0,Low,4.0,Cat_6,B
Male,Yes,46,Yes,Artist,0.0,High,4.0,Cat_6,D
Male,No,19,No,Healthcare,4.0,Low,4.0,Cat_6,A
Male,Yes,45,Yes,Artist,0.0,Average,3.0,Cat_6,C
Female,Yes,52,Yes,Engineer,1.0,Average,3.0,Cat_6,C
Female,Yes,42,Yes,Engineer,,Average,5.0,Cat_3,C
Male,Yes,47,No,Entertainment,1.0,Average,3.0,Cat_3,B
Male,Yes,45,No,Homemaker,,Average,4.0,Cat_6,C
Male,No,32,No,Healthcare,,Low,,Cat_5,A
Male,Yes,41,No,Executive,5.0,High,3.0,Cat_4,D
Female,No,28,Yes,Homemaker,,Low,1.0,Cat_6,C
Male,Yes,37,No,Executive,9.0,High,4.0,Cat_6,D
Female,Yes,20,No,Engineer,8.0,Average,2.0,Cat_5,A
Female,Yes,73,Yes,Lawyer,3.0,Low,1.0,Cat_6,C
Male,Yes,51,Yes,Artist,0.0,Average,3.0,Cat_6,C
Male,Yes,18,Yes,Engineer,,Average,4.0,Cat_6,D
Male,Yes,42,No,Engineer,1.0,Average,3.0,Cat_4,D
Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_3,B
Female,No,23,No,Doctor,0.0,Low,3.0,Cat_3,D
Male,Yes,31,Yes,Homemaker,2.0,Low,2.0,Cat_1,B
Female,Yes,33,Yes,Homemaker,1.0,Low,3.0,Cat_5,D
Male,No,21,No,Healthcare,9.0,Low,6.0,Cat_6,A
Male,Yes,51,Yes,Doctor,5.0,Average,7.0,Cat_6,A
Male,Yes,47,Yes,Artist,0.0,Average,4.0,Cat_6,C
Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,D
Male,No,21,No,Healthcare,0.0,Low,2.0,Cat_6,B
Male,No,22,No,Healthcare,1.0,Low,3.0,Cat_6,D
Female,No,32,Yes,Engineer,9.0,Low,4.0,Cat_6,A
Female,No,30,Yes,Healthcare,8.0,Low,1.0,Cat_6,D
Male,Yes,61,Yes,Doctor,1.0,Low,1.0,Cat_6,D
Male,Yes,43,No,Entertainment,0.0,Average,4.0,Cat_4,D
Male,No,25,Yes,Doctor,8.0,Low,1.0,Cat_6,A
Male,Yes,46,No,Entertainment,0.0,Average,3.0,Cat_6,D
Female,Yes,53,No,Engineer,12.0,Low,2.0,Cat_3,C
Male,Yes,55,Yes,Doctor,0.0,High,2.0,Cat_6,B
Female,Yes,42,No,Engineer,0.0,Low,3.0,Cat_6,D
Female,No,26,Yes,Marketing,11.0,Low,1.0,Cat_6,D
Male,No,29,No,Healthcare,0.0,Low,3.0,Cat_6,A
Male,Yes,39,Yes,Artist,4.0,Average,4.0,Cat_3,A
Male,Yes,38,Yes,Artist,1.0,Average,3.0,Cat_6,C
Male,Yes,69,Yes,Entertainment,,Average,2.0,Cat_6,A
Female,No,25,No,Artist,6.0,Low,3.0,Cat_6,A
Female,No,26,Yes,Artist,4.0,Low,4.0,Cat_6,D
Male,Yes,51,No,Executive,0.0,High,5.0,Cat_6,C
Male,Yes,30,No,Homemaker,8.0,Average,2.0,Cat_6,C
Female,Yes,28,No,Homemaker,,Average,2.0,Cat_3,B
Female,No,33,No,Homemaker,8.0,Low,2.0,Cat_6,D
Female,No,41,Yes,Engineer,,Low,1.0,Cat_6,C
Male,No,71,No,Lawyer,,Low,2.0,Cat_6,D
Male,Yes,42,Yes,Executive,5.0,High,3.0,Cat_6,C
Male,Yes,71,Yes,Lawyer,2.0,Low,1.0,Cat_6,B
Male,Yes,35,No,Artist,6.0,Average,5.0,Cat_6,C
Male,No,28,No,Marketing,0.0,Low,5.0,Cat_6,D
Male,Yes,31,Yes,Artist,1.0,Average,2.0,Cat_3,A
Male,Yes,43,Yes,Artist,2.0,Average,3.0,Cat_6,A
Female,Yes,77,No,Lawyer,0.0,High,2.0,Cat_6,A
Female,Yes,71,Yes,Engineer,0.0,Low,1.0,Cat_6,B
Female,Yes,47,Yes,Engineer,0.0,Average,2.0,Cat_6,C
Female,No,26,No,Homemaker,9.0,Low,1.0,Cat_6,D
Male,Yes,40,No,Doctor,4.0,Average,4.0,Cat_6,B
Female,Yes,72,Yes,Lawyer,0.0,High,2.0,Cat_6,B
Female,Yes,73,Yes,Artist,1.0,High,2.0,Cat_6,D
Male,No,26,Yes,Healthcare,1.0,Low,6.0,Cat_3,B
Female,Yes,57,Yes,Engineer,,High,3.0,Cat_3,C
Male,Yes,30,No,Artist,,Average,3.0,Cat_6,C
Female,Yes,36,No,Artist,,Average,3.0,Cat_6,A
Male,Yes,52,No,Entertainment,10.0,Average,4.0,Cat_6,B
Male,Yes,42,Yes,Artist,3.0,Average,2.0,Cat_6,A
Male,Yes,52,No,Engineer,,Low,1.0,Cat_6,C
Male,Yes,28,Yes,Artist,0.0,Average,3.0,Cat_1,B
Female,Yes,43,No,Homemaker,7.0,Low,1.0,Cat_6,B
Male,No,43,Yes,Artist,,Low,1.0,Cat_6,C
Male,No,25,No,Doctor,0.0,Low,4.0,Cat_6,D
Male,Yes,52,Yes,Executive,1.0,High,3.0,Cat_6,A
Female,No,28,Yes,Homemaker,9.0,Low,1.0,Cat_6,D
Male,Yes,56,Yes,Entertainment,0.0,Average,4.0,Cat_6,A
Male,Yes,38,No,Executive,12.0,High,7.0,Cat_6,A
Male,Yes,83,No,Lawyer,1.0,High,2.0,Cat_6,C
Male,Yes,82,Yes,Lawyer,,High,2.0,Cat_6,B
Male,Yes,32,Yes,Homemaker,8.0,Low,,Cat_6,D
