Id;Chart;Question
1478;e-commerce_correlation_heatmap.png;The variable Customer_rating can be discarded without risking losing information.
1479;e-commerce_correlation_heatmap.png;Variables Customer_care_calls and Cost_of_the_Product are redundant.
1480;e-commerce_correlation_heatmap.png;Variables Prior_purchases and Cost_of_the_Product are redundant.
1481;e-commerce_correlation_heatmap.png;From the correlation analysis alone, it is clear that there are relevant variables.
1482;e-commerce_correlation_heatmap.png;Variable Discount_offered seems to be relevant for the majority of mining tasks.
1483;e-commerce_correlation_heatmap.png;Variables Weight_in_gms and Prior_purchases seem to be useful for classification tasks.
1484;e-commerce_correlation_heatmap.png;Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.
1485;e-commerce_correlation_heatmap.png;Removing variable Cost_of_the_Product might improve the training of decision trees .
1486;e-commerce_correlation_heatmap.png;There is evidence in favour for sequential backward selection to select variable Discount_offered previously than variable Cost_of_the_Product.
1487;e-commerce_boxplots.png;Variable Discount_offered is balanced.
1488;e-commerce_boxplots.png;Those boxplots show that the data is not normalized.
1489;e-commerce_boxplots.png;It is clear that variable Customer_rating shows some outliers, but we can’t be sure of the same for variable Prior_purchases.
1490;e-commerce_boxplots.png;Outliers seem to be a problem in the dataset.
1491;e-commerce_boxplots.png;Variable Discount_offered shows some outlier values.
1492;e-commerce_boxplots.png;Variable Customer_rating doesn’t have any outliers.
1493;e-commerce_boxplots.png;Variable Prior_purchases presents some outliers.
1494;e-commerce_boxplots.png;At least 60 of the variables present outliers.
1495;e-commerce_boxplots.png;The histograms presented show a large number of outliers for most of the numeric variables.
1496;e-commerce_boxplots.png;The existence of outliers is one of the problems to tackle in this dataset.
1497;e-commerce_boxplots.png;A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.
1498;e-commerce_boxplots.png;Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.
1499;e-commerce_boxplots.png;Normalization of this dataset could not have impact on a KNN classifier.
1500;e-commerce_boxplots.png;Scaling this dataset would be mandatory to improve the results with distance-based methods.
1501;e-commerce_histograms_symbolic.png;All variables, but the class, should be dealt with as symbolic.
1502;e-commerce_histograms_symbolic.png;The variable Warehouse_block can be seen as ordinal.
1503;e-commerce_histograms_symbolic.png;The variable Product_importance can be seen as ordinal without losing information.
1504;e-commerce_histograms_symbolic.png;Considering the common semantics for Mode_of_Shipment and Warehouse_block variables, dummification if applied would increase the risk of facing the curse of dimensionality.
1505;e-commerce_histograms_symbolic.png;Considering the common semantics for Mode_of_Shipment variable, dummification would be the most adequate encoding.
1506;e-commerce_histograms_symbolic.png;The variable Product_importance can be coded as ordinal without losing information.
1507;e-commerce_histograms_symbolic.png;Feature generation based on variable Gender seems to be promising.
1508;e-commerce_histograms_symbolic.png;Feature generation based on the use of variable Warehouse_block wouldn’t be useful, but the use of Mode_of_Shipment seems to be promising.
1509;e-commerce_histograms_symbolic.png;Given the usual semantics of Warehouse_block variable, dummification would have been a better codification.
1510;e-commerce_histograms_symbolic.png;It is better to drop the variable Product_importance than removing all records with missing values.
1511;e-commerce_histograms_symbolic.png;Not knowing the semantics of Product_importance variable, dummification could have been a more adequate codification.
1512;e-commerce_class_histogram.png;Balancing this dataset would be mandatory to improve the results.
1513;e-commerce_nr_records_nr_variables.png;Given the number of records and that some variables are numeric, we might be facing the curse of dimensionality.
1514;e-commerce_nr_records_nr_variables.png;We face the curse of dimensionality when training a classifier with this dataset.
1515;e-commerce_nr_records_nr_variables.png;Balancing this dataset by SMOTE would most probably be preferable over undersampling.
1516;e-commerce_histograms_numeric.png;All variables, but the class, should be dealt with as date.
1517;e-commerce_histograms_numeric.png;The variable Weight_in_gms can be seen as ordinal.
1518;e-commerce_histograms_numeric.png;The variable Weight_in_gms can be seen as ordinal without losing information.
1519;e-commerce_histograms_numeric.png;Variable Customer_care_calls is balanced.
1520;e-commerce_histograms_numeric.png;It is clear that variable Discount_offered shows some outliers, but we can’t be sure of the same for variable Customer_care_calls.
1521;e-commerce_histograms_numeric.png;Outliers seem to be a problem in the dataset.
1522;e-commerce_histograms_numeric.png;Variable Prior_purchases shows a high number of outlier values.
1523;e-commerce_histograms_numeric.png;Variable Prior_purchases doesn’t have any outliers.
1524;e-commerce_histograms_numeric.png;Variable Discount_offered presents some outliers.
1525;e-commerce_histograms_numeric.png;At least 85 of the variables present outliers.
1526;e-commerce_histograms_numeric.png;The boxplots presented show a large number of outliers for most of the numeric variables.
1527;e-commerce_histograms_numeric.png;The existence of outliers is one of the problems to tackle in this dataset.
1528;e-commerce_histograms_numeric.png;Considering the common semantics for Prior_purchases and Customer_care_calls variables, dummification if applied would increase the risk of facing the curse of dimensionality.
1529;e-commerce_histograms_numeric.png;Considering the common semantics for Customer_care_calls variable, dummification would be the most adequate encoding.
1530;e-commerce_histograms_numeric.png;The variable Customer_care_calls can be coded as ordinal without losing information.
1531;e-commerce_histograms_numeric.png;Feature generation based on variable Discount_offered seems to be promising.
1532;e-commerce_histograms_numeric.png;Feature generation based on the use of variable Discount_offered wouldn’t be useful, but the use of Customer_care_calls seems to be promising.
1533;e-commerce_histograms_numeric.png;Given the usual semantics of Discount_offered variable, dummification would have been a better codification.
1534;e-commerce_histograms_numeric.png;It is better to drop the variable Discount_offered than removing all records with missing values.
1535;e-commerce_histograms_numeric.png;Not knowing the semantics of Cost_of_the_Product variable, dummification could have been a more adequate codification.
1536;maintenance_decision_tree.png;The variable Rotational speed [rpm] discriminates between the target values, as shown in the decision tree.
1537;maintenance_decision_tree.png;Variable Rotational speed [rpm] is one of the most relevant variables.
1538;maintenance_decision_tree.png;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 5%.
1539;maintenance_decision_tree.png;As reported in the tree, the number of False Positive is smaller than the number of False Negatives.
1540;maintenance_decision_tree.png;The precision for the presented tree is lower than 60%.
1541;maintenance_decision_tree.png;The number of False Positives is higher than the number of True Positives for the presented tree.
1542;maintenance_decision_tree.png;The number of True Negatives is higher than the number of False Negatives for the presented tree.
1543;maintenance_decision_tree.png;The number of True Negatives reported in the same tree is 50.
1544;maintenance_decision_tree.png;Considering that A=True<=>[Rotational speed [rpm] <= 1381.5] and B=True<=>[Torque [Nm] <= 65.05], it is possible to state that KNN algorithm classifies (A,B) as 1 for any k ≤ 5990.
1545;maintenance_decision_tree.png;Considering that A=True<=>[Rotational speed [rpm] <= 1381.5] and B=True<=>[Torque [Nm] <= 65.05], it is possible to state that KNN algorithm classifies (A, not B) as 1 for any k ≤ 46.
1546;maintenance_decision_tree.png;Considering that A=True<=>[Rotational speed [rpm] <= 1381.5] and B=True<=>[Torque [Nm] <= 65.05], it is possible to state that KNN algorithm classifies (not A, B) as 1 for any k ≤ 46.
1547;maintenance_overfitting_mlp.png;We are able to identify the existence of overfitting for MLP models trained longer than 500 episodes.
1548;maintenance_overfitting_gb.png;We are able to identify the existence of overfitting for gradient boosting models with more than 502 estimators.
1549;maintenance_overfitting_rf.png;Results for Random Forests identified as 2, may be explained by its estimators being in underfitting.
1550;maintenance_overfitting_rf.png;The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.
1551;maintenance_overfitting_rf.png;We are able to identify the existence of overfitting for random forest models with more than 502 estimators.
1552;maintenance_overfitting_knn.png;KNN is in overfitting for k larger than 13.
1553;maintenance_overfitting_knn.png;KNN with 11 neighbour is in overfitting.
1554;maintenance_overfitting_knn.png;KNN with more than 17 neighbours is in overfitting.
1555;maintenance_overfitting_knn.png;We are able to identify the existence of overfitting for KNN models with less than 3 neighbors.
1556;maintenance_overfitting_decision_tree.png;According to the decision tree overfitting chart, the tree with 20 nodes of depth is in overfitting.
1557;maintenance_overfitting_decision_tree.png;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 8.
1558;maintenance_overfitting_decision_tree.png;The decision tree is in overfitting for depths above 6.
1559;maintenance_overfitting_decision_tree.png;We are able to identify the existence of overfitting for decision tree models with more than 5 nodes of depth.
1560;maintenance_overfitting_dt_acc_rec.png;The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.
1561;maintenance_pca.png;The first 2 principal components are enough for explaining half the data variance.
1562;maintenance_pca.png;Using the first 2 principal components would imply an error between 10 and 25%.
1563;maintenance_correlation_heatmap.png;The intrinsic dimensionality of this dataset is 2.
1564;maintenance_correlation_heatmap.png;One of the variables Process temperature [K] or Torque [Nm] can be discarded without losing information.
1565;maintenance_correlation_heatmap.png;The variable Rotational speed [rpm] can be discarded without risking losing information.
1566;maintenance_correlation_heatmap.png;Variables Air temperature [K] and Tool wear [min] seem to be useful for classification tasks.
1567;maintenance_correlation_heatmap.png;Variables Rotational speed [rpm] and Process temperature [K] are redundant.
1568;maintenance_correlation_heatmap.png;From the correlation analysis alone, it is clear that there are relevant variables.
1569;maintenance_correlation_heatmap.png;Variable Tool wear [min] seems to be relevant for the majority of mining tasks.
1570;maintenance_correlation_heatmap.png;Variables Torque [Nm] and Tool wear [min] seem to be useful for classification tasks.
1571;maintenance_correlation_heatmap.png;Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.
1572;maintenance_correlation_heatmap.png;Removing variable Torque [Nm] might improve the training of decision trees .
1573;maintenance_correlation_heatmap.png;There is evidence in favour for sequential backward selection to select variable Rotational speed [rpm] previously than variable Torque [Nm].
1574;maintenance_boxplots.png;Variable Process temperature [K] is balanced.
1575;maintenance_boxplots.png;Those boxplots show that the data is not normalized.
1576;maintenance_boxplots.png;It is clear that variable Rotational speed [rpm] shows some outliers, but we can’t be sure of the same for variable Torque [Nm].
1577;maintenance_boxplots.png;Outliers seem to be a problem in the dataset.
1578;maintenance_boxplots.png;Variable Tool wear [min] shows a high number of outlier values.
1579;maintenance_boxplots.png;Variable Air temperature [K] doesn’t have any outliers.
1580;maintenance_boxplots.png;Variable Tool wear [min] presents some outliers.
1581;maintenance_boxplots.png;At least 85 of the variables present outliers.
1582;maintenance_boxplots.png;The histograms presented show a large number of outliers for most of the numeric variables.
1583;maintenance_boxplots.png;The existence of outliers is one of the problems to tackle in this dataset.
1584;maintenance_boxplots.png;A scaling transformation is mandatory, in order to improve the Naive Bayes performance in this dataset.
1585;maintenance_boxplots.png;Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.
1586;maintenance_boxplots.png;Normalization of this dataset could not have impact on a KNN classifier.
1587;maintenance_boxplots.png;Scaling this dataset would be mandatory to improve the results with distance-based methods.
1588;maintenance_histograms_symbolic.png;All variables, but the class, should be dealt with as date.
1589;maintenance_histograms_symbolic.png;The variable TWF can be seen as ordinal.
1590;maintenance_histograms_symbolic.png;The variable HDF can be seen as ordinal without losing information.
1591;maintenance_histograms_symbolic.png;Considering the common semantics for PWF and Type variables, dummification if applied would increase the risk of facing the curse of dimensionality.
1592;maintenance_histograms_symbolic.png;Considering the common semantics for Type variable, dummification would be the most adequate encoding.
1593;maintenance_histograms_symbolic.png;The variable Type can be coded as ordinal without losing information.
1594;maintenance_histograms_symbolic.png;Feature generation based on variable OSF seems to be promising.
1595;maintenance_histograms_symbolic.png;Feature generation based on the use of variable RNF wouldn’t be useful, but the use of Type seems to be promising.
1596;maintenance_histograms_symbolic.png;Given the usual semantics of OSF variable, dummification would have been a better codification.
1597;maintenance_histograms_symbolic.png;It is better to drop the variable PWF than removing all records with missing values.
1598;maintenance_histograms_symbolic.png;Not knowing the semantics of RNF variable, dummification could have been a more adequate codification.
1599;maintenance_class_histogram.png;Balancing this dataset would be mandatory to improve the results.
1600;maintenance_nr_records_nr_variables.png;Given the number of records and that some variables are symbolic, we might be facing the curse of dimensionality.
1601;maintenance_nr_records_nr_variables.png;We face the curse of dimensionality when training a classifier with this dataset.
1602;maintenance_nr_records_nr_variables.png;Balancing this dataset by SMOTE would most probably be preferable over undersampling.
1603;maintenance_histograms_numeric.png;All variables, but the class, should be dealt with as numeric.
1604;maintenance_histograms_numeric.png;The variable Rotational speed [rpm] can be seen as ordinal.
1605;maintenance_histograms_numeric.png;The variable Air temperature [K] can be seen as ordinal without losing information.
1606;maintenance_histograms_numeric.png;Variable Rotational speed [rpm] is balanced.
1607;maintenance_histograms_numeric.png;It is clear that variable Air temperature [K] shows some outliers, but we can’t be sure of the same for variable Torque [Nm].
1608;maintenance_histograms_numeric.png;Outliers seem to be a problem in the dataset.
1609;maintenance_histograms_numeric.png;Variable Torque [Nm] shows some outlier values.
1610;maintenance_histograms_numeric.png;Variable Air temperature [K] doesn’t have any outliers.
1611;maintenance_histograms_numeric.png;Variable Process temperature [K] presents some outliers.
1612;maintenance_histograms_numeric.png;At least 85 of the variables present outliers.
1613;maintenance_histograms_numeric.png;The boxplots presented show a large number of outliers for most of the numeric variables.
1614;maintenance_histograms_numeric.png;The existence of outliers is one of the problems to tackle in this dataset.
1615;maintenance_histograms_numeric.png;Considering the common semantics for Torque [Nm] and Air temperature [K] variables, dummification if applied would increase the risk of facing the curse of dimensionality.
1616;maintenance_histograms_numeric.png;Considering the common semantics for Torque [Nm] variable, dummification would be the most adequate encoding.
1617;maintenance_histograms_numeric.png;The variable Rotational speed [rpm] can be coded as ordinal without losing information.
1618;maintenance_histograms_numeric.png;Feature generation based on variable Rotational speed [rpm] seems to be promising.
1619;maintenance_histograms_numeric.png;Feature generation based on the use of variable Air temperature [K] wouldn’t be useful, but the use of Process temperature [K] seems to be promising.
1620;maintenance_histograms_numeric.png;Given the usual semantics of Rotational speed [rpm] variable, dummification would have been a better codification.
1621;maintenance_histograms_numeric.png;It is better to drop the variable Process temperature [K] than removing all records with missing values.
1622;maintenance_histograms_numeric.png;Not knowing the semantics of Tool wear [min] variable, dummification could have been a more adequate codification.
1623;Churn_Modelling_decision_tree.png;The variable NumOfProducts discriminates between the target values, as shown in the decision tree.
1624;Churn_Modelling_decision_tree.png;Variable Age is one of the most relevant variables.
1625;Churn_Modelling_decision_tree.png;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 10%.
1626;Churn_Modelling_decision_tree.png;As reported in the tree, the number of False Positive is smaller than the number of False Negatives.
1627;Churn_Modelling_decision_tree.png;The specificity for the presented tree is lower than 90%.
1628;Churn_Modelling_decision_tree.png;The number of True Positives reported in the same tree is 50.
1629;Churn_Modelling_decision_tree.png;The number of True Positives is lower than the number of False Negatives for the presented tree.
1630;Churn_Modelling_decision_tree.png;The number of True Negatives is lower than the number of False Positives for the presented tree.
1631;Churn_Modelling_decision_tree.png;Considering that A=True<=>[Age <= 42.5] and B=True<=>[NumOfProducts <= 2.5], it is possible to state that KNN algorithm classifies (A, not B) as 0 for any k ≤ 124.
1632;Churn_Modelling_decision_tree.png;Considering that A=True<=>[Age <= 42.5] and B=True<=>[NumOfProducts <= 2.5], it is possible to state that Naive Bayes algorithm classifies (A, not B), as 0.
1633;Churn_Modelling_decision_tree.png;Considering that A=True<=>[Age <= 42.5] and B=True<=>[NumOfProducts <= 2.5], it is possible to state that Naive Bayes algorithm classifies (not A, not B), as 1.
1634;Churn_Modelling_overfitting_mlp.png;We are able to identify the existence of overfitting for MLP models trained longer than 500 episodes.
1635;Churn_Modelling_overfitting_gb.png;We are able to identify the existence of overfitting for gradient boosting models with more than 502 estimators.
1636;Churn_Modelling_overfitting_rf.png;Results for Random Forests identified as 10, may be explained by its estimators being in underfitting.
1637;Churn_Modelling_overfitting_rf.png;The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.
1638;Churn_Modelling_overfitting_rf.png;We are able to identify the existence of overfitting for random forest models with more than 1002 estimators.
1639;Churn_Modelling_overfitting_knn.png;KNN is in overfitting for k larger than 13.
1640;Churn_Modelling_overfitting_knn.png;KNN with 5 neighbour is in overfitting.
1641;Churn_Modelling_overfitting_knn.png;KNN with less than 7 neighbours is in overfitting.
1642;Churn_Modelling_overfitting_knn.png;We are able to identify the existence of overfitting for KNN models with less than 2 neighbors.
1643;Churn_Modelling_overfitting_decision_tree.png;According to the decision tree overfitting chart, the tree with 16 nodes of depth is in overfitting.
1644;Churn_Modelling_overfitting_decision_tree.png;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 8.
1645;Churn_Modelling_overfitting_decision_tree.png;The decision tree is in overfitting for depths above 6.
1646;Churn_Modelling_overfitting_decision_tree.png;We are able to identify the existence of overfitting for decision tree models with more than 4 nodes of depth.
1647;Churn_Modelling_overfitting_dt_acc_rec.png;The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.
1648;Churn_Modelling_pca.png;The first 5 principal components are enough for explaining half the data variance.
1649;Churn_Modelling_pca.png;Using the first 5 principal components would imply an error between 10 and 25%.
1650;Churn_Modelling_correlation_heatmap.png;The intrinsic dimensionality of this dataset is 4.
1651;Churn_Modelling_correlation_heatmap.png;One of the variables EstimatedSalary or NumOfProducts can be discarded without losing information.
1652;Churn_Modelling_correlation_heatmap.png;The variable EstimatedSalary can be discarded without risking losing information.
1653;Churn_Modelling_correlation_heatmap.png;Variables Age and CreditScore are redundant, but we can’t say the same for the pair Tenure and NumOfProducts.
1654;Churn_Modelling_correlation_heatmap.png;Variables NumOfProducts and CreditScore are redundant.
1655;Churn_Modelling_correlation_heatmap.png;From the correlation analysis alone, it is clear that there are relevant variables.
1656;Churn_Modelling_correlation_heatmap.png;Variable EstimatedSalary seems to be relevant for the majority of mining tasks.
1657;Churn_Modelling_correlation_heatmap.png;Variables NumOfProducts and CreditScore seem to be useful for classification tasks.
1658;Churn_Modelling_correlation_heatmap.png;Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.
1659;Churn_Modelling_correlation_heatmap.png;Removing variable Balance might improve the training of decision trees .
1660;Churn_Modelling_correlation_heatmap.png;There is evidence in favour for sequential backward selection to select variable Tenure previously than variable CreditScore.
1661;Churn_Modelling_boxplots.png;Variable Tenure is balanced.
1662;Churn_Modelling_boxplots.png;Those boxplots show that the data is not normalized.
1663;Churn_Modelling_boxplots.png;It is clear that variable Tenure shows some outliers, but we can’t be sure of the same for variable NumOfProducts.
1664;Churn_Modelling_boxplots.png;Outliers seem to be a problem in the dataset.
1665;Churn_Modelling_boxplots.png;Variable EstimatedSalary shows some outlier values.
1666;Churn_Modelling_boxplots.png;Variable EstimatedSalary doesn’t have any outliers.
1667;Churn_Modelling_boxplots.png;Variable Age presents some outliers.
1668;Churn_Modelling_boxplots.png;At least 60 of the variables present outliers.
1669;Churn_Modelling_boxplots.png;The histograms presented show a large number of outliers for most of the numeric variables.
1670;Churn_Modelling_boxplots.png;The existence of outliers is one of the problems to tackle in this dataset.
1671;Churn_Modelling_boxplots.png;A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.
1672;Churn_Modelling_boxplots.png;Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.
1673;Churn_Modelling_boxplots.png;Normalization of this dataset could not have impact on a KNN classifier.
1674;Churn_Modelling_boxplots.png;Scaling this dataset would be mandatory to improve the results with distance-based methods.
1675;Churn_Modelling_histograms_symbolic.png;All variables, but the class, should be dealt with as binary.
1676;Churn_Modelling_histograms_symbolic.png;The variable IsActiveMember can be seen as ordinal.
1677;Churn_Modelling_histograms_symbolic.png;The variable Gender can be seen as ordinal without losing information.
1678;Churn_Modelling_histograms_symbolic.png;Considering the common semantics for Gender and Geography variables, dummification if applied would increase the risk of facing the curse of dimensionality.
1679;Churn_Modelling_histograms_symbolic.png;Considering the common semantics for IsActiveMember variable, dummification would be the most adequate encoding.
1680;Churn_Modelling_histograms_symbolic.png;The variable IsActiveMember can be coded as ordinal without losing information.
1681;Churn_Modelling_histograms_symbolic.png;Feature generation based on variable IsActiveMember seems to be promising.
1682;Churn_Modelling_histograms_symbolic.png;Feature generation based on the use of variable Gender wouldn’t be useful, but the use of Geography seems to be promising.
1683;Churn_Modelling_histograms_symbolic.png;Given the usual semantics of Geography variable, dummification would have been a better codification.
1684;Churn_Modelling_histograms_symbolic.png;It is better to drop the variable Gender than removing all records with missing values.
1685;Churn_Modelling_histograms_symbolic.png;Not knowing the semantics of Gender variable, dummification could have been a more adequate codification.
1686;Churn_Modelling_class_histogram.png;Balancing this dataset would be mandatory to improve the results.
1687;Churn_Modelling_nr_records_nr_variables.png;Given the number of records and that some variables are symbolic, we might be facing the curse of dimensionality.
1688;Churn_Modelling_nr_records_nr_variables.png;We face the curse of dimensionality when training a classifier with this dataset.
1689;Churn_Modelling_nr_records_nr_variables.png;Balancing this dataset by SMOTE would most probably be preferable over undersampling.
1690;Churn_Modelling_histograms_numeric.png;All variables, but the class, should be dealt with as numeric.
1691;Churn_Modelling_histograms_numeric.png;The variable Age can be seen as ordinal.
1692;Churn_Modelling_histograms_numeric.png;The variable EstimatedSalary can be seen as ordinal without losing information.
1693;Churn_Modelling_histograms_numeric.png;Variable Age is balanced.
1694;Churn_Modelling_histograms_numeric.png;It is clear that variable NumOfProducts shows some outliers, but we can’t be sure of the same for variable Tenure.
1695;Churn_Modelling_histograms_numeric.png;Outliers seem to be a problem in the dataset.
1696;Churn_Modelling_histograms_numeric.png;Variable EstimatedSalary shows some outlier values.
1697;Churn_Modelling_histograms_numeric.png;Variable Age doesn’t have any outliers.
1698;Churn_Modelling_histograms_numeric.png;Variable NumOfProducts presents some outliers.
1699;Churn_Modelling_histograms_numeric.png;At least 85 of the variables present outliers.
1700;Churn_Modelling_histograms_numeric.png;The boxplots presented show a large number of outliers for most of the numeric variables.
1701;Churn_Modelling_histograms_numeric.png;The existence of outliers is one of the problems to tackle in this dataset.
1702;Churn_Modelling_histograms_numeric.png;Considering the common semantics for NumOfProducts and CreditScore variables, dummification if applied would increase the risk of facing the curse of dimensionality.
1703;Churn_Modelling_histograms_numeric.png;Considering the common semantics for Balance variable, dummification would be the most adequate encoding.
1704;Churn_Modelling_histograms_numeric.png;The variable CreditScore can be coded as ordinal without losing information.
1705;Churn_Modelling_histograms_numeric.png;Feature generation based on variable Age seems to be promising.
1706;Churn_Modelling_histograms_numeric.png;Feature generation based on the use of variable EstimatedSalary wouldn’t be useful, but the use of CreditScore seems to be promising.
1707;Churn_Modelling_histograms_numeric.png;Given the usual semantics of CreditScore variable, dummification would have been a better codification.
1708;Churn_Modelling_histograms_numeric.png;It is better to drop the variable EstimatedSalary than removing all records with missing values.
1709;Churn_Modelling_histograms_numeric.png;Not knowing the semantics of CreditScore variable, dummification could have been a more adequate codification.
1710;vehicle_decision_tree.png;The variable MAJORSKEWNESS discriminates between the target values, as shown in the decision tree.
1711;vehicle_decision_tree.png;Variable MAJORSKEWNESS is one of the most relevant variables.
1712;vehicle_decision_tree.png;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 10%.
1713;vehicle_decision_tree.png;As reported in the tree, the number of False Positive is smaller than the number of False Negatives.
1714;vehicle_decision_tree.png;The accuracy for the presented tree is lower than 90%.
1715;vehicle_decision_tree.png;The number of False Negatives is lower than the number of True Positives for the presented tree.
1716;vehicle_decision_tree.png;The number of True Positives is lower than the number of False Negatives for the presented tree.
1717;vehicle_decision_tree.png;The variable MAJORSKEWNESS seems to be one of the five most relevant features.
1718;vehicle_decision_tree.png;Considering that A=True<=>[MAJORSKEWNESS <= 74.5] and B=True<=>[CIRCULARITY <= 49.5], it is possible to state that Naive Bayes algorithm classifies (A,B), as 4.
1719;vehicle_decision_tree.png;Considering that A=True<=>[MAJORSKEWNESS <= 74.5] and B=True<=>[CIRCULARITY <= 49.5], it is possible to state that KNN algorithm classifies (A, not B) as 2 for any k ≤ 3.
1720;vehicle_decision_tree.png;Considering that A=True<=>[MAJORSKEWNESS <= 74.5] and B=True<=>[CIRCULARITY <= 49.5], it is possible to state that KNN algorithm classifies (A,B) as 4 for any k ≤ 3.
1721;vehicle_overfitting_mlp.png;We are able to identify the existence of overfitting for MLP models trained longer than 500 episodes.
1722;vehicle_overfitting_gb.png;We are able to identify the existence of overfitting for gradient boosting models with more than 502 estimators.
1723;vehicle_overfitting_rf.png;Results for Random Forests identified as 2, may be explained by its estimators being in underfitting.
1724;vehicle_overfitting_rf.png;The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.
1725;vehicle_overfitting_rf.png;We are able to identify the existence of overfitting for random forest models with more than 502 estimators.
1726;vehicle_overfitting_knn.png;KNN is in overfitting for k larger than 17.
1727;vehicle_overfitting_knn.png;KNN with 5 neighbour is in overfitting.
1728;vehicle_overfitting_knn.png;KNN with more than 7 neighbours is in overfitting.
1729;vehicle_overfitting_knn.png;We are able to identify the existence of overfitting for KNN models with less than 5 neighbors.
1730;vehicle_overfitting_decision_tree.png;According to the decision tree overfitting chart, the tree with 9 nodes of depth is in overfitting.
1731;vehicle_overfitting_decision_tree.png;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 6.
1732;vehicle_overfitting_decision_tree.png;The decision tree is in overfitting for depths above 9.
1733;vehicle_overfitting_decision_tree.png;We are able to identify the existence of overfitting for decision tree models with more than 6 nodes of depth.
1734;vehicle_pca.png;The first 10 principal components are enough for explaining half the data variance.
1735;vehicle_pca.png;Using the first 8 principal components would imply an error between 5 and 20%.
1736;vehicle_correlation_heatmap.png;The intrinsic dimensionality of this dataset is 3.
1737;vehicle_correlation_heatmap.png;One of the variables MAJORSKEWNESS or CIRCULARITY can be discarded without losing information.
1738;vehicle_correlation_heatmap.png;The variable GYRATIONRADIUS can be discarded without risking losing information.
1739;vehicle_correlation_heatmap.png;Variables CIRCULARITY and COMPACTNESS are redundant, but we can’t say the same for the pair MINORVARIANCE and MAJORVARIANCE.
1740;vehicle_correlation_heatmap.png;Variables MINORVARIANCE and MINORKURTOSIS are redundant.
1741;vehicle_correlation_heatmap.png;From the correlation analysis alone, it is clear that there are relevant variables.
1742;vehicle_correlation_heatmap.png;Variable MAJORVARIANCE seems to be relevant for the majority of mining tasks.
1743;vehicle_correlation_heatmap.png;Variables MINORKURTOSIS and MINORSKEWNESS seem to be useful for classification tasks.
1744;vehicle_correlation_heatmap.png;Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.
1745;vehicle_correlation_heatmap.png;Removing variable MAJORKURTOSIS might improve the training of decision trees .
1746;vehicle_correlation_heatmap.png;There is evidence in favour for sequential backward selection to select variable MINORKURTOSIS previously than variable MAJORSKEWNESS.
1747;vehicle_boxplots.png;Variable COMPACTNESS is balanced.
1748;vehicle_boxplots.png;Those boxplots show that the data is not normalized.
1749;vehicle_boxplots.png;It is clear that variable MINORSKEWNESS shows some outliers, but we can’t be sure of the same for variable MINORVARIANCE.
1750;vehicle_boxplots.png;Outliers seem to be a problem in the dataset.
1751;vehicle_boxplots.png;Variable MINORKURTOSIS shows some outlier values.
1752;vehicle_boxplots.png;Variable COMPACTNESS doesn’t have any outliers.
1753;vehicle_boxplots.png;Variable CIRCULARITY presents some outliers.
1754;vehicle_boxplots.png;At least 75 of the variables present outliers.
1755;vehicle_boxplots.png;The histograms presented show a large number of outliers for most of the numeric variables.
1756;vehicle_boxplots.png;The existence of outliers is one of the problems to tackle in this dataset.
1757;vehicle_boxplots.png;A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.
1758;vehicle_boxplots.png;Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.
1759;vehicle_boxplots.png;Normalization of this dataset could not have impact on a KNN classifier.
1760;vehicle_boxplots.png;Scaling this dataset would be mandatory to improve the results with distance-based methods.
1761;vehicle_class_histogram.png;Balancing this dataset would be mandatory to improve the results.
1762;vehicle_nr_records_nr_variables.png;Given the number of records and that some variables are date, we might be facing the curse of dimensionality.
1763;vehicle_nr_records_nr_variables.png;We face the curse of dimensionality when training a classifier with this dataset.
