CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Exited
660.0,35.0,8.0,58641.43,1.0,198674.08,0
644.0,40.0,9.0,137285.26,4.0,77063.63,1
689.0,55.0,1.0,76296.81,1.0,42364.75,1
639.0,34.0,7.0,149940.04,2.0,156648.81,0
675.0,21.0,8.0,98373.26,1.0,18203.0,0
629.0,39.0,10.0,0.0,2.0,43174.49,1
528.0,39.0,0.0,127631.62,1.0,22197.8,1
637.0,27.0,7.0,135842.89,1.0,101418.05,0
823.0,34.0,3.0,105057.33,1.0,9217.92,0
801.0,58.0,1.0,79954.61,2.0,30484.19,0
747.0,45.0,1.0,114959.12,1.0,189362.39,1
660.0,38.0,5.0,110570.78,2.0,195906.59,0
517.0,56.0,9.0,142147.32,1.0,39488.04,1
775.0,36.0,2.0,109949.05,2.0,71682.54,0
693.0,46.0,2.0,104763.41,1.0,62368.33,0
483.0,27.0,1.0,77805.66,1.0,2101.89,0
662.0,32.0,9.0,0.0,2.0,65089.38,0
621.0,51.0,4.0,109978.83,1.0,177740.58,1
617.0,42.0,0.0,70105.87,1.0,120830.73,0
721.0,35.0,10.0,0.0,2.0,71594.26,0
828.0,25.0,7.0,144351.86,1.0,116613.26,0
682.0,61.0,10.0,73688.2,1.0,172141.33,0
579.0,33.0,1.0,118392.75,1.0,157564.75,0
726.0,26.0,1.0,80780.16,1.0,19225.85,0
568.0,47.0,7.0,0.0,2.0,45978.39,0
578.0,38.0,4.0,113150.44,2.0,176712.59,1
561.0,28.0,7.0,0.0,2.0,7797.01,0
575.0,41.0,2.0,100062.39,1.0,126307.25,0
638.0,41.0,7.0,0.0,2.0,43889.41,0
472.0,32.0,1.0,159397.75,1.0,57323.18,0
769.0,39.0,9.0,0.0,1.0,47722.79,0
762.0,69.0,9.0,183744.98,1.0,196993.69,0
716.0,40.0,3.0,0.0,2.0,167636.15,0
650.0,71.0,0.0,0.0,1.0,175380.77,0
755.0,23.0,5.0,84284.48,2.0,62851.6,0
525.0,23.0,5.0,0.0,2.0,160249.1,0
745.0,44.0,0.0,119638.21,1.0,34265.08,1
612.0,58.0,1.0,149641.53,1.0,115161.28,0
743.0,71.0,0.0,0.0,2.0,29837.65,0
637.0,33.0,2.0,145731.83,1.0,109219.43,0
621.0,46.0,6.0,141078.37,1.0,34580.8,1
745.0,35.0,9.0,92566.53,2.0,161519.77,0
840.0,39.0,1.0,94968.97,1.0,84487.62,0
520.0,39.0,6.0,145644.05,1.0,104118.93,0
674.0,46.0,2.0,174701.05,1.0,90189.72,1
571.0,30.0,4.0,85755.86,1.0,145115.95,0
627.0,25.0,4.0,0.0,1.0,194313.93,0
748.0,41.0,2.0,91621.69,1.0,71139.31,0
689.0,40.0,2.0,0.0,2.0,164768.82,0
732.0,54.0,0.0,134249.7,1.0,13404.4,0
571.0,41.0,8.0,0.0,1.0,63736.17,0
537.0,30.0,1.0,103138.17,1.0,96555.42,0
718.0,37.0,8.0,0.0,2.0,142.81,0
686.0,39.0,3.0,129626.19,2.0,103220.56,0
738.0,35.0,8.0,127290.61,1.0,16081.62,0
693.0,40.0,4.0,130661.96,1.0,101918.96,0
748.0,40.0,0.0,0.0,1.0,60416.76,0
674.0,39.0,6.0,120193.42,1.0,100130.95,0
605.0,48.0,10.0,150315.92,1.0,133486.36,0
644.0,38.0,3.0,0.0,2.0,79928.41,0
708.0,43.0,0.0,118994.84,1.0,181499.77,1
617.0,41.0,7.0,0.0,2.0,14496.67,0
734.0,37.0,0.0,152760.24,1.0,48990.5,0
605.0,57.0,2.0,0.0,3.0,66652.75,1
686.0,38.0,0.0,138131.34,1.0,115927.85,0
601.0,44.0,4.0,0.0,2.0,58561.31,0
664.0,24.0,7.0,0.0,1.0,35611.35,0
705.0,39.0,6.0,133261.13,1.0,78065.9,0
715.0,21.0,8.0,0.0,2.0,68666.63,0
732.0,36.0,5.0,0.0,2.0,161428.25,0
658.0,37.0,3.0,168735.74,2.0,70370.24,0
524.0,52.0,2.0,87894.26,1.0,173899.42,1
538.0,43.0,5.0,0.0,2.0,126933.73,0
609.0,26.0,10.0,126392.18,1.0,43651.49,0
521.0,37.0,5.0,105843.26,2.0,84908.2,0
625.0,38.0,7.0,0.0,1.0,164804.02,0
646.0,52.0,8.0,59669.43,1.0,172495.81,1
622.0,27.0,9.0,139834.93,1.0,152733.89,0
621.0,43.0,5.0,0.0,1.0,47578.45,0
537.0,45.0,7.0,158621.04,1.0,120892.96,1
610.0,37.0,10.0,140363.95,2.0,129563.86,0
655.0,38.0,3.0,250898.09,3.0,81054.0,1
567.0,41.0,0.0,134378.89,1.0,105746.94,0
661.0,38.0,7.0,143006.7,1.0,15650.89,0
634.0,53.0,3.0,113781.5,2.0,106345.05,1
755.0,38.0,1.0,0.0,2.0,20734.81,0
620.0,22.0,0.0,0.0,1.0,32589.45,0
544.0,44.0,2.0,108895.93,1.0,69228.2,1
503.0,42.0,9.0,153279.39,1.0,151336.96,0
596.0,29.0,6.0,0.0,2.0,116696.77,0
544.0,64.0,3.0,124043.8,1.0,111402.97,1
540.0,22.0,4.0,0.0,3.0,186233.26,1
505.0,25.0,5.0,114268.85,2.0,126728.27,0
625.0,31.0,5.0,0.0,2.0,90.07,0
721.0,68.0,4.0,136525.99,1.0,175399.14,0
544.0,39.0,4.0,142406.43,2.0,146637.45,0
850.0,31.0,4.0,146587.3,1.0,89874.82,0
750.0,35.0,3.0,0.0,1.0,191520.5,0
663.0,36.0,6.0,77253.5,1.0,35817.97,1
669.0,38.0,9.0,121858.98,1.0,130755.34,0
553.0,33.0,4.0,118082.89,1.0,94440.45,0
610.0,33.0,4.0,111582.11,1.0,113943.17,0
779.0,29.0,3.0,46388.16,3.0,127939.26,1
775.0,45.0,8.0,0.0,1.0,130376.68,0
622.0,30.0,2.0,158584.82,3.0,142342.55,1
450.0,34.0,2.0,0.0,2.0,175480.93,0
611.0,28.0,2.0,0.0,2.0,25395.83,0
710.0,33.0,2.0,0.0,2.0,72945.32,0
631.0,23.0,3.0,0.0,2.0,13813.24,0
592.0,31.0,2.0,84102.11,2.0,116385.24,0
807.0,28.0,7.0,165969.26,3.0,156122.13,1
677.0,18.0,8.0,134796.87,2.0,114858.9,0
625.0,49.0,2.0,80816.45,1.0,20018.79,0
577.0,39.0,10.0,0.0,2.0,10553.31,0
664.0,44.0,8.0,142989.69,1.0,115452.51,1
613.0,27.0,5.0,125167.74,1.0,199104.52,0
782.0,36.0,1.0,148795.17,2.0,195681.43,0
680.0,27.0,3.0,0.0,1.0,32454.26,0
748.0,40.0,3.0,95297.11,1.0,171515.84,0
757.0,34.0,9.0,101861.36,2.0,187011.96,0
581.0,31.0,3.0,0.0,2.0,89040.61,0
616.0,31.0,8.0,0.0,1.0,76456.17,0
699.0,31.0,10.0,125837.86,2.0,189392.66,0
754.0,27.0,7.0,0.0,2.0,144134.64,0
615.0,41.0,4.0,0.0,1.0,149278.96,0
659.0,38.0,9.0,0.0,2.0,132809.18,0
591.0,29.0,6.0,0.0,2.0,108684.65,0
758.0,33.0,7.0,0.0,1.0,188156.34,0
651.0,28.0,10.0,79562.98,1.0,74687.37,0
541.0,46.0,4.0,124547.13,2.0,94499.06,0
637.0,39.0,9.0,137843.8,1.0,117622.8,1
734.0,45.0,2.0,0.0,2.0,99593.28,0
649.0,50.0,5.0,155393.32,1.0,87351.42,1
676.0,36.0,4.0,0.0,2.0,3173.31,0
649.0,46.0,2.0,0.0,2.0,66602.7,0
486.0,62.0,9.0,118356.89,2.0,168034.83,1
586.0,56.0,9.0,100781.75,2.0,54448.41,0
694.0,35.0,7.0,0.0,1.0,133570.43,1
535.0,40.0,8.0,0.0,1.0,27689.77,0
642.0,36.0,6.0,0.0,2.0,97938.59,0
647.0,41.0,4.0,138937.35,1.0,101617.64,1
658.0,32.0,9.0,0.0,2.0,156774.75,0
775.0,77.0,6.0,135120.56,1.0,37836.64,0
762.0,43.0,5.0,134204.67,1.0,139971.01,0
620.0,25.0,1.0,137712.01,1.0,76197.05,0
621.0,34.0,2.0,91258.52,2.0,44857.4,0
764.0,24.0,7.0,106234.02,1.0,115676.38,0
645.0,41.0,2.0,138881.04,1.0,129936.53,1
627.0,27.0,1.0,62092.9,1.0,105887.04,0
503.0,38.0,1.0,0.0,2.0,95153.24,0
625.0,37.0,1.0,177069.24,2.0,96088.54,0
678.0,40.0,1.0,0.0,2.0,187343.4,0
485.0,27.0,3.0,0.0,2.0,141449.86,0
573.0,47.0,4.0,152522.47,1.0,164038.07,1
850.0,41.0,3.0,0.0,2.0,128892.36,0
411.0,54.0,9.0,0.0,1.0,76621.49,0
710.0,41.0,2.0,156067.05,1.0,9983.88,0
582.0,33.0,2.0,122394.0,1.0,22113.93,0
796.0,40.0,1.0,99745.95,1.0,177524.19,0
691.0,38.0,1.0,0.0,2.0,44653.5,0
560.0,27.0,7.0,124995.98,1.0,114669.79,0
714.0,72.0,3.0,0.0,1.0,86733.61,0
766.0,32.0,6.0,185714.28,1.0,102502.5,0
661.0,20.0,8.0,0.0,1.0,110252.53,0
555.0,62.0,10.0,114822.64,1.0,8444.5,0
640.0,28.0,7.0,0.0,2.0,131097.9,0
748.0,26.0,1.0,77780.29,1.0,183049.41,0
728.0,43.0,7.0,0.0,2.0,40023.7,0
689.0,40.0,5.0,154251.67,1.0,118319.5,0
615.0,33.0,3.0,137657.25,2.0,171657.57,0
755.0,78.0,5.0,121206.96,1.0,76016.49,0
793.0,36.0,0.0,0.0,1.0,148993.47,0
684.0,36.0,5.0,174180.39,1.0,119830.08,0
694.0,39.0,5.0,77652.4,1.0,25407.59,0
686.0,27.0,1.0,115095.88,2.0,78622.46,0
750.0,26.0,1.0,151510.17,2.0,19921.72,0
722.0,29.0,9.0,0.0,2.0,142033.07,0
627.0,32.0,10.0,0.0,2.0,103287.62,0
535.0,30.0,6.0,103804.97,1.0,125710.53,0
643.0,30.0,5.0,94443.77,1.0,165614.4,0
761.0,36.0,9.0,127637.92,1.0,81062.93,0
584.0,37.0,10.0,134171.8,4.0,70927.11,1
709.0,37.0,7.0,0.0,1.0,159486.76,0
630.0,30.0,3.0,0.0,2.0,10486.69,0
733.0,42.0,9.0,120094.93,1.0,184056.45,0
748.0,23.0,8.0,85600.08,1.0,134077.71,0
543.0,41.0,6.0,143350.41,1.0,192070.16,1
586.0,28.0,5.0,0.0,3.0,170487.4,1
772.0,48.0,6.0,108736.52,1.0,184564.67,1
712.0,40.0,3.0,109308.79,2.0,120158.72,1
504.0,32.0,8.0,206663.75,1.0,16281.94,0
461.0,25.0,6.0,0.0,2.0,15306.29,0
661.0,51.0,6.0,146606.6,1.0,68021.9,0
771.0,67.0,8.0,0.0,2.0,51219.8,0
699.0,50.0,0.0,158633.61,1.0,193785.87,0
753.0,47.0,1.0,131160.85,1.0,197444.69,0
850.0,38.0,3.0,54901.01,1.0,140075.55,0
682.0,33.0,8.0,74963.5,1.0,32770.56,0
806.0,34.0,2.0,96152.68,2.0,143711.02,0
825.0,37.0,6.0,118050.79,1.0,52301.15,0
535.0,53.0,5.0,141616.55,2.0,75888.65,0
592.0,36.0,2.0,104702.65,2.0,107948.72,0
521.0,35.0,6.0,96423.84,1.0,10488.44,0
721.0,45.0,7.0,138523.2,1.0,59604.45,1
664.0,39.0,7.0,60263.23,1.0,170835.32,0
787.0,42.0,2.0,74483.97,2.0,44273.91,0
492.0,28.0,9.0,0.0,2.0,95957.09,0
785.0,36.0,2.0,99806.85,1.0,36976.52,0
780.0,43.0,0.0,0.0,1.0,15705.27,0
661.0,39.0,5.0,0.0,2.0,181461.46,0
606.0,47.0,3.0,93578.68,2.0,137720.56,1
746.0,37.0,2.0,0.0,2.0,143194.05,0
738.0,18.0,4.0,0.0,2.0,47799.15,0
693.0,21.0,1.0,0.0,2.0,3494.02,0
805.0,31.0,4.0,0.0,2.0,4798.12,0
624.0,23.0,5.0,0.0,2.0,132418.59,0
579.0,31.0,2.0,90547.48,2.0,18800.13,0
706.0,47.0,10.0,144090.42,1.0,140938.95,1
500.0,37.0,9.0,125822.21,1.0,111698.0,0
850.0,45.0,4.0,114347.85,2.0,109089.04,0
527.0,58.0,3.0,137318.42,1.0,126144.96,0
605.0,64.0,2.0,129555.7,1.0,13601.79,0
602.0,72.0,3.0,0.0,2.0,171260.66,0
729.0,32.0,7.0,38550.06,1.0,179230.23,0
431.0,44.0,2.0,138843.7,1.0,37688.31,1
643.0,25.0,4.0,115142.9,1.0,148098.95,0
792.0,42.0,0.0,99045.93,2.0,47160.01,0
611.0,68.0,5.0,82547.11,2.0,146448.01,0
775.0,48.0,4.0,178144.91,2.0,50168.41,1
803.0,40.0,6.0,165526.71,1.0,12328.08,0
535.0,49.0,7.0,115309.75,1.0,111421.77,0
580.0,67.0,3.0,153946.14,1.0,7418.92,0
598.0,46.0,7.0,131769.04,1.0,184980.23,1
544.0,38.0,8.0,0.0,1.0,98208.62,0
581.0,37.0,10.0,104255.03,1.0,86609.37,0
642.0,39.0,8.0,128264.03,1.0,61792.76,1
674.0,42.0,9.0,0.0,2.0,4292.72,0
663.0,58.0,5.0,216109.88,1.0,74176.71,1
441.0,60.0,1.0,140614.15,1.0,174381.23,0
569.0,34.0,0.0,151839.26,1.0,102299.81,1
585.0,50.0,2.0,125845.66,1.0,9439.31,1
657.0,39.0,4.0,80293.81,1.0,97192.76,0
538.0,42.0,4.0,80380.24,1.0,119216.46,0
533.0,38.0,1.0,135289.33,2.0,152956.33,0
816.0,31.0,8.0,0.0,2.0,28407.4,0
649.0,41.0,3.0,130931.83,1.0,144808.37,0
595.0,44.0,4.0,96553.52,2.0,143952.24,1
501.0,34.0,5.0,0.0,1.0,27380.99,0
462.0,39.0,4.0,140133.08,2.0,131304.45,0
528.0,40.0,4.0,0.0,2.0,25399.7,0
587.0,62.0,7.0,121286.27,1.0,6776.92,0
685.0,31.0,7.0,122449.31,2.0,180769.55,0
697.0,34.0,2.0,126558.92,1.0,73334.43,0
580.0,50.0,0.0,125647.36,1.0,57541.08,1
633.0,29.0,6.0,117412.35,1.0,30338.94,0
535.0,29.0,2.0,112367.34,1.0,185630.76,0
744.0,34.0,3.0,0.0,2.0,27244.35,0
728.0,69.0,1.0,0.0,2.0,131804.86,0
683.0,40.0,1.0,0.0,2.0,75762.0,0
850.0,28.0,9.0,97408.03,1.0,175853.64,0
597.0,43.0,2.0,85162.26,1.0,5104.08,1
410.0,35.0,7.0,117183.74,1.0,109733.73,0
605.0,39.0,7.0,0.0,1.0,119348.28,0
536.0,39.0,4.0,0.0,2.0,27150.35,0
755.0,34.0,3.0,0.0,2.0,158816.03,0
624.0,35.0,2.0,0.0,2.0,87310.59,0
680.0,34.0,3.0,143292.95,1.0,66526.01,0
687.0,63.0,1.0,137715.66,1.0,37938.74,0
711.0,21.0,0.0,82844.33,2.0,1408.68,0
717.0,53.0,6.0,0.0,2.0,97614.87,0
576.0,30.0,7.0,132174.41,2.0,93767.03,0
709.0,24.0,3.0,110949.41,1.0,168515.61,0
743.0,46.0,9.0,0.0,1.0,113436.08,0
675.0,54.0,6.0,0.0,1.0,110273.84,1
664.0,32.0,5.0,133705.74,1.0,134455.84,0
693.0,43.0,4.0,152341.55,1.0,9241.78,0
567.0,35.0,8.0,153137.74,1.0,88659.07,0
696.0,31.0,3.0,150604.52,1.0,5566.6,0
736.0,54.0,7.0,111729.47,2.0,84920.49,0
598.0,23.0,6.0,0.0,2.0,153229.19,0
610.0,29.0,9.0,0.0,3.0,83912.24,0
521.0,29.0,2.0,87212.8,1.0,994.86,0
807.0,42.0,5.0,0.0,2.0,74900.9,0
596.0,32.0,4.0,0.0,2.0,146504.35,0
666.0,38.0,6.0,127043.09,1.0,8247.0,0
551.0,31.0,9.0,82293.82,2.0,91565.25,0
603.0,48.0,5.0,0.0,1.0,100478.6,1
705.0,23.0,5.0,0.0,2.0,73131.73,0
550.0,49.0,0.0,108806.96,3.0,61446.92,1
771.0,32.0,5.0,62321.62,1.0,40920.59,0
634.0,24.0,8.0,103097.85,1.0,157577.29,0
738.0,49.0,6.0,106770.82,1.0,123499.27,0
452.0,30.0,7.0,112935.87,1.0,99017.34,0
574.0,36.0,4.0,77967.5,1.0,167066.95,1
520.0,38.0,5.0,0.0,2.0,163185.76,0
663.0,43.0,4.0,87624.03,2.0,149401.33,0
701.0,42.0,6.0,86167.82,1.0,153342.38,0
653.0,37.0,3.0,125734.2,2.0,134625.09,1
749.0,32.0,7.0,79523.13,1.0,157648.12,0
478.0,43.0,1.0,0.0,2.0,197916.43,0
709.0,40.0,9.0,131569.63,1.0,103970.58,0
606.0,35.0,2.0,132164.26,1.0,164815.59,0
762.0,34.0,8.0,98592.88,1.0,191790.29,1
770.0,45.0,4.0,110765.68,1.0,26163.74,1
654.0,29.0,1.0,0.0,1.0,180345.44,0
553.0,41.0,1.0,0.0,2.0,90607.31,0
549.0,50.0,9.0,94748.76,2.0,13608.18,0
608.0,41.0,5.0,0.0,2.0,72462.25,0
566.0,36.0,1.0,142120.91,1.0,79616.37,0
588.0,35.0,3.0,104356.38,1.0,94498.82,0
707.0,42.0,2.0,16893.59,1.0,77502.56,0
581.0,34.0,1.0,0.0,2.0,81175.25,0
597.0,29.0,5.0,0.0,2.0,174825.57,0
753.0,32.0,6.0,177729.13,1.0,161642.08,0
727.0,30.0,8.0,119027.28,2.0,137903.54,0
487.0,36.0,1.0,140137.15,1.0,194073.33,0
678.0,83.0,6.0,123356.63,1.0,92934.41,0
758.0,47.0,9.0,95523.16,1.0,73294.48,0
657.0,40.0,7.0,99165.84,1.0,119333.95,1
573.0,32.0,9.0,125321.84,2.0,130234.63,0
526.0,32.0,6.0,131938.92,2.0,1795.93,0
517.0,59.0,8.0,154110.99,2.0,101240.08,1
667.0,36.0,9.0,0.0,2.0,40062.29,0
561.0,49.0,1.0,102025.32,1.0,133051.64,1
564.0,28.0,1.0,0.0,1.0,162428.05,0
545.0,36.0,8.0,73211.12,2.0,89587.34,1
692.0,30.0,7.0,0.0,2.0,18826.34,0
587.0,33.0,8.0,148163.57,1.0,122925.4,0
726.0,34.0,0.0,185734.75,1.0,102036.82,0
569.0,35.0,10.0,124525.52,1.0,193793.78,0
515.0,48.0,5.0,129387.94,1.0,147955.91,1
671.0,38.0,6.0,132129.72,1.0,76068.95,0
633.0,31.0,1.0,0.0,1.0,48606.71,0
633.0,26.0,8.0,124281.84,1.0,60116.57,0
590.0,40.0,8.0,0.0,2.0,62933.03,0
735.0,46.0,2.0,106344.95,1.0,114371.33,1
493.0,37.0,8.0,142987.46,2.0,158840.99,0
617.0,37.0,9.0,101707.8,1.0,123866.28,0
695.0,40.0,7.0,139022.24,1.0,193383.13,0
850.0,35.0,9.0,0.0,2.0,25329.48,0
621.0,50.0,5.0,0.0,2.0,191756.54,1
548.0,36.0,2.0,108913.84,2.0,140460.01,0
673.0,35.0,6.0,0.0,2.0,98618.79,0
790.0,37.0,8.0,0.0,2.0,149418.41,0
765.0,46.0,8.0,119492.88,2.0,166896.01,1
571.0,40.0,5.0,0.0,2.0,72849.29,0
850.0,43.0,0.0,108508.82,3.0,184044.8,1
592.0,31.0,7.0,124593.23,1.0,86079.67,0
636.0,52.0,4.0,111284.53,1.0,32936.44,1
726.0,56.0,8.0,123110.9,3.0,130113.78,1
669.0,37.0,1.0,125529.55,1.0,162260.93,0
489.0,40.0,3.0,221532.8,1.0,171867.08,0
491.0,61.0,8.0,0.0,2.0,139861.53,0
530.0,25.0,9.0,162560.32,1.0,64129.03,0
726.0,31.0,9.0,114722.05,2.0,98178.57,0
769.0,38.0,2.0,0.0,2.0,75578.67,0
660.0,35.0,6.0,100768.77,1.0,19199.61,0
614.0,49.0,1.0,0.0,2.0,192440.54,0
644.0,33.0,9.0,141234.98,1.0,95673.05,0
689.0,31.0,4.0,0.0,2.0,136610.02,0
751.0,29.0,3.0,159597.45,1.0,39934.41,0
579.0,28.0,4.0,0.0,2.0,176925.69,0
644.0,40.0,8.0,93183.19,1.0,73882.49,0
831.0,44.0,10.0,0.0,1.0,47729.33,0
745.0,46.0,7.0,0.0,2.0,67769.94,0
586.0,34.0,9.0,74309.81,1.0,15034.93,0
500.0,47.0,8.0,128486.11,1.0,179227.12,0
584.0,50.0,1.0,0.0,1.0,152567.75,1
758.0,26.0,4.0,155739.76,1.0,171552.02,0
715.0,37.0,9.0,105489.31,1.0,143096.49,1
681.0,41.0,0.0,120549.29,2.0,175722.31,0
465.0,51.0,8.0,122522.32,1.0,181297.65,1
584.0,66.0,5.0,0.0,1.0,49553.38,1
702.0,28.0,1.0,103033.83,1.0,40321.87,0
589.0,29.0,2.0,0.0,2.0,98320.27,0
553.0,38.0,3.0,99844.68,1.0,187915.7,0
532.0,24.0,8.0,142755.25,1.0,34231.48,0
520.0,34.0,4.0,134007.9,1.0,193209.11,0
559.0,43.0,1.0,0.0,2.0,196645.87,0
718.0,33.0,7.0,102874.28,1.0,117841.06,0
799.0,31.0,9.0,154586.92,1.0,88604.89,1
527.0,31.0,1.0,112203.25,1.0,182266.01,0
659.0,67.0,6.0,117411.6,1.0,45071.09,1
753.0,46.0,9.0,113909.69,3.0,92320.37,1
601.0,40.0,3.0,92055.36,1.0,164652.02,1
650.0,35.0,3.0,165982.43,2.0,24482.16,0
671.0,34.0,5.0,164757.56,1.0,110748.88,0
645.0,40.0,3.0,129596.77,1.0,103232.6,0
811.0,42.0,10.0,0.0,2.0,3797.79,0
605.0,51.0,3.0,136188.78,1.0,67110.59,1
695.0,42.0,7.0,121453.63,1.0,46374.64,0
760.0,51.0,2.0,100946.71,1.0,179614.8,1
749.0,42.0,1.0,129776.72,2.0,143538.51,0
796.0,24.0,8.0,0.0,2.0,61349.37,0
487.0,33.0,8.0,145729.71,1.0,41365.85,0
654.0,42.0,7.0,99263.09,1.0,67607.9,0
670.0,41.0,10.0,0.0,3.0,81602.02,0
803.0,32.0,9.0,192122.84,1.0,54277.45,1
850.0,36.0,3.0,0.0,2.0,195033.07,0
640.0,47.0,6.0,89047.14,1.0,116286.25,0
551.0,27.0,2.0,113873.22,1.0,85129.77,1
602.0,34.0,8.0,98382.72,1.0,39542.0,0
850.0,37.0,4.0,137204.77,1.0,28865.59,0
781.0,35.0,4.0,80790.74,1.0,116429.51,0
652.0,32.0,2.0,0.0,2.0,54628.11,0
850.0,31.0,8.0,0.0,2.0,178667.7,0
494.0,30.0,3.0,85704.95,1.0,27886.06,0
766.0,47.0,9.0,129289.98,1.0,169935.46,1
619.0,58.0,5.0,152199.33,1.0,86022.09,0
673.0,40.0,5.0,137494.28,1.0,81753.92,0
666.0,40.0,2.0,0.0,2.0,36371.27,0
642.0,33.0,9.0,0.0,2.0,150475.14,0
736.0,28.0,2.0,0.0,2.0,117431.1,0
497.0,27.0,7.0,149400.27,1.0,167522.19,0
829.0,22.0,7.0,150126.44,1.0,152107.93,1
616.0,45.0,6.0,128352.59,3.0,144000.59,1
642.0,30.0,8.0,117494.27,1.0,61977.82,0
769.0,31.0,6.0,117852.26,2.0,147668.64,0
581.0,24.0,3.0,95508.2,1.0,45755.0,0
645.0,29.0,4.0,0.0,2.0,74346.11,0
716.0,39.0,10.0,115301.31,1.0,43527.4,1
749.0,35.0,3.0,0.0,3.0,132649.85,0
846.0,38.0,5.0,0.0,1.0,187616.16,0
697.0,30.0,1.0,0.0,2.0,735.79,0
751.0,54.0,9.0,156367.6,2.0,116179.92,0
679.0,40.0,7.0,0.0,2.0,163757.29,0
771.0,32.0,9.0,77487.2,1.0,33143.04,0
732.0,62.0,2.0,0.0,2.0,25438.87,0
730.0,41.0,4.0,167545.32,1.0,128246.81,0
610.0,45.0,1.0,0.0,2.0,199657.46,0
706.0,23.0,5.0,0.0,1.0,164128.41,1
545.0,47.0,5.0,0.0,2.0,38970.14,0
693.0,43.0,1.0,121927.92,1.0,87994.95,1
714.0,24.0,7.0,0.0,2.0,166335.0,0
774.0,28.0,1.0,71264.02,2.0,68759.57,0
722.0,32.0,5.0,106807.64,1.0,76998.69,0
689.0,57.0,4.0,0.0,2.0,136649.8,1
604.0,47.0,4.0,118907.6,1.0,47777.15,1
757.0,31.0,10.0,39539.39,2.0,192519.39,0
485.0,51.0,7.0,144244.59,2.0,51113.14,0
832.0,40.0,9.0,107648.94,2.0,134638.97,0
498.0,46.0,1.0,91857.66,1.0,101954.78,1
550.0,33.0,9.0,72788.03,1.0,103608.06,0
745.0,46.0,2.0,122220.19,1.0,118024.1,0
430.0,66.0,6.0,135392.31,2.0,172852.06,1
733.0,45.0,2.0,113939.36,2.0,3218.71,0
716.0,22.0,8.0,0.0,2.0,92606.98,0
619.0,52.0,8.0,124099.13,1.0,23904.52,0
722.0,48.0,10.0,138311.76,1.0,3472.63,1
738.0,44.0,2.0,0.0,2.0,43018.82,1
756.0,38.0,6.0,119208.85,1.0,169763.89,1
693.0,37.0,6.0,95900.04,1.0,38196.24,0
613.0,45.0,9.0,142765.24,2.0,34749.65,0
676.0,30.0,5.0,0.0,2.0,157888.5,0
710.0,43.0,2.0,140080.32,3.0,157908.19,1
714.0,39.0,3.0,149887.49,2.0,63846.36,0
624.0,27.0,9.0,94667.29,2.0,4470.52,0
707.0,34.0,9.0,162691.16,2.0,94912.78,0
537.0,47.0,6.0,103163.35,1.0,16259.64,1
678.0,26.0,3.0,0.0,2.0,4989.33,0
677.0,58.0,9.0,0.0,1.0,168650.4,0
639.0,29.0,4.0,133434.57,2.0,97983.44,0
818.0,36.0,4.0,0.0,2.0,8037.03,0
677.0,29.0,3.0,86616.35,1.0,91903.9,1
662.0,26.0,0.0,0.0,2.0,72929.96,0
445.0,64.0,2.0,136770.67,1.0,43678.06,0
699.0,25.0,8.0,0.0,2.0,52404.47,0
672.0,21.0,1.0,35741.69,1.0,28789.94,0
635.0,42.0,1.0,146766.72,2.0,164357.1,0
620.0,28.0,8.0,0.0,2.0,199909.32,0
750.0,42.0,8.0,151836.36,2.0,68695.38,0
771.0,50.0,3.0,105229.72,1.0,16281.68,1
460.0,27.0,7.0,0.0,2.0,156150.08,1
518.0,28.0,9.0,85146.36,1.0,2803.89,0
703.0,39.0,1.0,141559.5,1.0,31257.1,1
566.0,42.0,3.0,108010.78,1.0,157486.1,0
680.0,31.0,3.0,127331.46,3.0,176433.6,0
581.0,28.0,3.0,104367.5,1.0,29937.75,0
850.0,40.0,9.0,0.0,2.0,119232.33,0
699.0,39.0,9.0,0.0,1.0,80963.92,0
639.0,32.0,9.0,0.0,2.0,111340.36,0
663.0,26.0,5.0,141462.13,1.0,440.2,0
477.0,27.0,1.0,128554.98,1.0,133173.19,0
703.0,45.0,1.0,0.0,1.0,182784.11,1
476.0,34.0,10.0,0.0,2.0,26260.98,0
604.0,43.0,2.0,145081.72,1.0,23881.62,0
584.0,38.0,1.0,115341.55,1.0,173632.92,0
672.0,33.0,2.0,0.0,2.0,182738.0,0
596.0,33.0,1.0,138162.81,1.0,85412.54,0
590.0,60.0,6.0,147751.75,1.0,88206.04,1
642.0,40.0,6.0,129502.49,2.0,86099.23,1
723.0,40.0,7.0,142856.95,2.0,38019.74,0
497.0,34.0,2.0,0.0,2.0,83087.13,0
738.0,49.0,3.0,0.0,3.0,65066.48,1
638.0,34.0,6.0,114543.27,1.0,97755.29,0
512.0,36.0,0.0,129804.17,1.0,53020.9,0
430.0,38.0,8.0,153058.64,1.0,99377.27,0
608.0,38.0,8.0,103653.51,2.0,137079.86,0
652.0,30.0,2.0,176166.56,2.0,152210.81,0
507.0,29.0,4.0,89349.47,2.0,180626.68,0
844.0,40.0,7.0,113348.14,1.0,31904.31,1
799.0,28.0,3.0,142253.65,1.0,45042.56,0
789.0,33.0,8.0,151607.56,1.0,4389.4,0
494.0,27.0,2.0,0.0,2.0,22404.64,0
