Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,ReachedOnTime
5,3,145,3,3,4077,Yes
7,5,278,4,5,1126,Yes
3,4,210,2,35,2741,Yes
3,1,147,4,18,1613,Yes
4,4,254,3,7,5637,No
2,1,185,6,7,4138,Yes
3,2,134,3,6,4778,Yes
3,1,139,2,47,1241,Yes
3,1,207,2,7,4639,No
6,1,303,4,10,1003,No
4,5,210,4,3,5432,Yes
3,2,219,3,1,4918,Yes
5,4,243,5,5,1118,No
5,4,248,3,7,5335,Yes
4,4,141,2,30,1130,Yes
4,1,179,3,5,4129,No
5,1,270,4,7,5149,No
5,2,249,3,2,4696,No
5,4,142,2,7,5341,No
6,2,213,2,7,5415,No
3,1,145,2,25,1851,Yes
5,1,233,3,9,5039,No
3,2,252,3,7,4507,No
3,3,186,3,24,3262,Yes
5,2,248,5,9,1973,No
4,3,272,2,5,4681,Yes
2,3,257,2,1,5331,Yes
4,4,266,3,4,5905,No
5,1,236,3,10,1347,Yes
4,5,144,8,2,4956,Yes
4,4,161,4,14,1194,Yes
5,4,222,3,3,5555,No
4,4,266,3,3,5531,Yes
3,1,156,3,1,1517,Yes
4,2,274,2,10,4361,No
5,5,221,6,6,1429,No
5,4,260,5,10,1708,Yes
2,5,130,3,16,1092,Yes
7,2,297,4,7,1383,Yes
2,5,189,5,3,5292,No
4,3,233,2,45,2732,Yes
4,4,191,6,60,3425,Yes
4,5,176,4,6,5061,No
4,5,189,3,3,5193,No
4,3,185,2,3,5914,Yes
4,3,142,2,5,5502,Yes
4,5,160,3,33,1837,Yes
4,3,242,3,1,2808,Yes
3,1,267,2,9,5744,No
5,3,235,4,10,4011,No
4,1,177,4,33,1049,Yes
4,3,140,8,8,4065,Yes
4,5,211,4,10,4004,No
3,5,193,3,1,5810,Yes
5,1,156,2,10,5086,No
5,2,178,5,5,5167,No
4,1,230,3,40,2225,Yes
5,5,263,8,9,2236,Yes
5,5,234,5,9,1812,No
4,3,239,2,7,5384,No
2,3,264,2,63,2896,Yes
3,1,250,3,6,5832,No
4,1,260,4,2,4091,Yes
5,3,210,7,4,4362,No
6,4,246,4,3,1852,No
3,2,275,2,5,5393,Yes
4,5,258,3,3,5422,Yes
5,3,165,2,51,1429,Yes
7,5,301,4,9,1660,Yes
2,5,277,3,6,1057,No
6,3,219,5,9,1483,Yes
3,5,226,2,2,1043,Yes
4,5,188,2,4,4433,No
2,2,181,2,6,1324,Yes
4,5,231,4,9,5528,No
4,4,263,3,5,4193,No
3,2,263,3,41,2817,Yes
4,2,150,3,6,5787,Yes
4,5,236,4,1,4082,No
5,2,251,3,9,4298,Yes
4,5,235,5,6,1460,No
2,3,141,2,28,1624,Yes
4,3,254,2,3,4930,No
6,4,138,5,15,1181,Yes
3,5,180,4,59,1481,Yes
6,5,285,4,5,1631,Yes
2,5,151,3,34,1652,Yes
5,1,143,3,3,4907,Yes
5,3,236,3,47,3519,Yes
3,5,169,2,4,4466,Yes
5,5,249,4,2,1727,Yes
4,4,173,3,10,4616,No
6,1,303,4,9,1080,No
2,1,232,6,2,5281,Yes
2,2,249,3,3,4129,Yes
2,5,272,2,24,3638,Yes
2,2,193,3,64,2867,Yes
3,4,269,2,6,5951,No
4,1,207,5,48,2399,Yes
3,5,243,3,4,4130,Yes
5,3,255,5,10,1886,No
3,1,152,2,25,1848,Yes
3,4,189,3,37,3492,Yes
4,3,243,2,6,5892,No
4,2,227,5,6,4618,No
4,2,200,3,45,2486,Yes
4,1,252,3,4,5540,No
4,3,225,2,2,4169,Yes
3,4,198,3,3,5322,No
4,2,173,2,30,1336,Yes
3,1,273,6,1,1293,No
5,1,236,6,4,1123,Yes
4,3,194,3,3,5916,Yes
4,5,156,3,39,1483,Yes
3,4,244,8,1,2703,Yes
3,3,260,4,8,5595,Yes
5,4,191,4,8,4566,Yes
4,1,182,3,28,2005,Yes
5,5,246,5,6,1911,No
3,2,178,2,2,4122,No
4,2,265,2,2,5649,No
4,1,132,4,10,1343,Yes
5,4,260,3,43,2143,Yes
5,1,249,4,5,1027,Yes
4,1,137,3,3,4962,Yes
6,2,309,4,6,1335,No
5,4,136,4,9,5469,No
4,5,224,6,5,5659,Yes
4,2,147,3,3,4152,Yes
4,4,260,3,9,4224,No
5,2,176,4,10,5532,No
4,3,127,5,5,1205,Yes
3,4,191,2,8,5667,Yes
4,2,209,4,10,3370,Yes
4,3,223,10,21,2943,Yes
3,3,223,3,10,5243,Yes
4,3,171,3,8,4826,No
5,3,218,6,6,1519,Yes
4,1,164,3,1,5492,No
3,4,165,2,48,1706,Yes
3,3,249,3,51,2173,Yes
3,3,152,3,6,5749,Yes
7,4,282,4,6,1800,No
3,5,247,3,10,4286,Yes
4,3,134,3,21,1955,Yes
5,1,215,2,3,4700,No
5,2,197,5,4,4196,Yes
4,4,229,6,8,1175,No
5,4,221,5,8,1927,Yes
3,3,250,3,5,4625,No
7,2,248,4,1,1163,Yes
6,4,256,4,2,1752,Yes
7,1,296,4,10,1230,Yes
3,5,162,3,1,4432,No
3,5,119,3,7,1021,Yes
4,2,155,5,48,1043,Yes
4,3,255,5,1,1192,No
3,3,148,2,42,1950,Yes
2,5,209,5,9,5565,No
4,3,159,2,3,5731,Yes
3,2,134,3,3,5232,No
3,3,253,3,1,4263,Yes
4,1,178,8,6,4872,No
3,5,268,3,6,5603,No
3,4,180,7,4,5500,No
6,5,206,6,2,4014,Yes
4,5,143,2,20,1360,Yes
3,4,185,2,8,5449,Yes
5,2,249,6,8,5633,No
3,1,148,2,5,4082,Yes
5,5,132,3,2,5552,No
4,2,182,2,54,3261,Yes
5,5,135,4,8,5029,No
4,3,260,3,4,5770,Yes
4,1,255,5,1,1918,Yes
3,3,123,5,5,4292,No
4,4,207,10,1,4602,No
3,3,179,3,12,1125,Yes
6,4,294,4,5,1174,No
5,3,270,5,7,1303,Yes
4,3,279,6,2,5405,No
6,5,301,5,3,1628,No
4,2,150,4,1,5922,Yes
3,4,148,2,5,4693,Yes
3,1,249,2,2,5572,Yes
4,4,204,3,8,5614,No
4,4,133,4,7,5973,Yes
3,5,154,3,2,4219,No
5,1,176,3,3,5919,No
2,2,101,5,6,4196,No
3,2,139,3,4,5531,No
3,2,262,3,54,3150,Yes
2,5,286,6,3,4497,Yes
4,1,261,4,6,4888,No
3,3,187,3,63,2481,Yes
3,4,188,4,5,5216,Yes
5,1,194,7,8,4770,No
5,1,185,2,10,5973,Yes
3,3,194,3,6,5721,Yes
2,4,172,5,4,4668,No
3,1,137,5,8,4980,Yes
5,1,271,5,4,1353,No
4,4,166,5,54,1203,Yes
5,4,234,3,2,4269,No
5,5,185,3,5,4520,Yes
3,3,205,2,6,4989,Yes
4,5,254,3,10,4148,No
4,4,157,2,9,4491,Yes
3,3,259,3,4,4259,No
6,5,304,4,6,1864,Yes
3,5,209,3,8,5591,No
2,2,160,3,9,4613,No
6,4,276,4,4,1662,Yes
5,5,196,4,8,4604,Yes
7,1,264,4,9,1829,Yes
7,2,284,4,1,1085,Yes
4,2,160,2,5,4343,No
6,4,218,6,1,4625,Yes
5,5,232,5,1,1127,No
4,4,228,3,12,3359,Yes
4,5,222,3,5,5584,No
5,1,181,2,4,5578,Yes
5,4,188,7,48,2466,Yes
5,5,239,6,9,1417,Yes
3,2,122,4,9,5299,Yes
4,1,181,3,38,3258,Yes
5,5,232,3,33,2998,Yes
3,1,258,2,4,5262,No
5,3,96,4,12,1655,Yes
3,1,156,3,9,4278,No
3,4,222,3,57,2714,Yes
2,1,274,10,1,5622,No
4,5,229,3,21,2688,Yes
4,5,142,10,5,4147,Yes
4,1,140,5,6,4001,Yes
4,1,242,6,8,1419,Yes
4,1,257,3,47,1308,Yes
3,4,247,4,59,2939,Yes
4,5,160,6,4,4684,Yes
7,2,255,4,10,1372,No
4,4,174,3,8,4348,No
6,4,171,5,9,4376,Yes
7,3,306,4,4,1630,No
6,4,285,4,10,1422,No
5,1,231,5,10,1418,No
5,1,249,3,8,5940,No
4,3,256,3,3,4480,No
4,3,160,2,38,1961,Yes
3,2,209,2,6,5095,Yes
4,5,155,4,48,1972,Yes
5,3,274,5,7,1696,Yes
4,5,250,5,6,1662,No
2,1,235,3,8,4522,Yes
4,4,186,7,9,5418,No
2,1,177,4,63,1058,Yes
4,4,186,3,8,4969,Yes
3,1,194,4,8,4308,No
3,3,139,3,7,5199,Yes
5,3,215,2,10,5194,Yes
4,5,201,3,1,5898,Yes
7,5,133,5,7,1239,Yes
3,5,233,3,52,3519,Yes
6,1,265,4,7,1644,Yes
4,3,270,5,3,1786,Yes
3,2,196,5,6,5692,No
5,5,162,3,41,1462,Yes
4,4,199,4,5,4194,No
3,4,254,2,44,3786,Yes
3,5,212,3,19,2703,Yes
5,4,172,3,3,5064,Yes
5,5,184,3,5,5045,No
4,3,169,3,8,4613,No
5,3,245,5,3,1409,No
6,4,260,5,2,4687,Yes
5,3,190,3,45,2628,Yes
5,5,184,2,9,4649,Yes
3,5,107,5,4,5624,No
4,5,253,2,8,5652,No
5,1,163,3,4,4200,No
4,2,137,2,3,4622,Yes
4,3,141,4,38,1599,Yes
3,2,248,3,8,5171,No
3,3,160,3,1,4769,No
5,3,209,4,7,2675,Yes
5,4,228,3,20,3382,Yes
3,5,196,3,5,4891,No
4,4,172,3,7,5098,No
2,1,222,2,5,3778,Yes
3,2,189,3,2,4718,No
2,4,189,3,3,5897,Yes
3,1,252,2,4,5559,No
6,3,254,4,6,1335,No
2,2,190,2,7,4075,No
5,5,275,5,3,1145,No
3,2,208,2,6,5344,No
5,5,191,2,34,2708,Yes
4,2,184,3,5,5931,Yes
5,5,169,4,2,4188,No
5,4,266,2,1,5494,No
3,4,164,2,1,4067,Yes
6,2,260,4,8,1522,No
3,2,253,2,2,4567,No
4,1,209,3,7,4808,Yes
4,4,231,3,9,4305,Yes
2,3,192,3,4,5524,No
5,1,162,3,31,1435,Yes
3,3,178,3,43,1517,Yes
5,5,128,3,9,5143,Yes
6,4,292,4,1,1372,Yes
3,1,230,3,6,4392,No
3,3,140,4,47,1207,Yes
4,5,223,5,6,1579,Yes
3,5,147,3,4,5042,No
5,5,244,5,5,1787,No
4,3,255,2,47,2956,Yes
2,2,221,2,3,4500,Yes
3,4,274,3,7,5036,Yes
3,2,173,3,60,1582,Yes
6,4,247,4,7,1831,No
3,2,147,4,13,1657,Yes
5,2,191,4,3,5578,No
5,1,136,3,10,5308,No
3,4,231,2,6,4452,No
3,4,273,2,2,4219,Yes
3,2,204,2,2,5033,Yes
4,5,189,2,15,2457,Yes
4,3,266,3,2,5298,No
5,4,187,2,10,3549,Yes
5,5,179,5,38,1437,Yes
5,2,157,3,1,1798,Yes
2,3,110,5,3,4124,No
4,3,150,3,2,4383,No
2,5,264,3,3,4320,Yes
3,2,253,2,8,5608,No
4,3,170,6,6,4998,No
3,3,226,3,4,5048,No
5,1,252,4,4,1837,No
3,2,157,2,7,5228,No
7,5,288,4,1,1269,Yes
3,5,203,3,58,3231,Yes
3,4,236,3,1,5851,No
4,2,247,4,9,4588,Yes
6,1,272,4,2,1018,No
3,3,240,3,5,4888,Yes
3,1,200,2,8,4337,No
4,4,224,3,60,3145,Yes
4,1,218,2,7,4597,No
3,1,140,2,8,5253,Yes
4,2,179,4,1,1063,Yes
6,5,215,4,5,5409,Yes
4,3,261,3,9,5994,Yes
2,1,164,5,8,1886,No
3,2,140,3,42,1465,Yes
3,2,264,2,6,5702,Yes
5,4,140,4,10,4528,No
4,2,248,3,2,5028,Yes
3,2,145,2,44,1212,Yes
5,5,167,8,44,1547,Yes
3,1,155,3,6,5113,Yes
4,5,208,2,4,5831,No
4,2,192,3,3,4922,No
4,5,170,2,57,1533,Yes
3,4,269,3,8,5364,Yes
5,1,139,3,2,5632,No
3,5,256,3,7,4366,Yes
3,1,162,3,7,5971,No
5,1,256,7,50,3837,Yes
3,3,179,8,3,5429,Yes
4,5,274,3,5,4773,No
2,1,229,4,6,3757,Yes
5,3,236,6,9,3715,Yes
3,1,173,3,3,4453,Yes
5,4,236,5,7,1017,No
3,1,104,2,1,1021,Yes
5,2,246,3,10,5110,No
4,4,164,4,1,4365,Yes
4,3,158,5,7,4344,Yes
5,4,222,3,1,4834,Yes
4,4,248,3,10,4532,No
4,5,225,4,48,2767,Yes
3,3,149,2,7,1145,Yes
4,5,238,10,44,3860,Yes
3,3,177,3,10,5374,Yes
5,2,256,3,6,5604,Yes
3,2,263,3,3,4181,No
4,2,219,3,9,5703,No
5,4,208,2,9,4569,No
6,1,263,6,10,5826,No
6,1,300,5,10,1787,No
4,1,155,3,5,4283,Yes
3,2,239,2,3,5099,Yes
3,3,274,3,5,5981,Yes
3,2,204,3,8,4586,Yes
4,3,259,5,6,1867,Yes
4,5,260,3,14,2071,Yes
5,3,255,4,5,5870,No
4,2,194,8,10,5995,No
5,3,236,4,7,4308,No
3,1,202,3,1,3738,Yes
4,2,192,4,61,2256,Yes
5,2,233,7,8,5519,Yes
4,4,121,5,8,4233,Yes
4,5,156,5,55,1619,Yes
4,2,136,3,65,1962,Yes
4,2,211,3,4,5989,No
5,2,253,2,9,5530,No
5,1,251,4,1,5011,Yes
6,1,206,6,8,4243,Yes
3,1,226,3,8,5000,No
5,1,169,4,6,4253,Yes
4,3,222,4,49,3697,Yes
3,2,234,3,39,2099,Yes
2,5,271,3,9,4185,No
3,3,169,3,1,4647,No
6,3,100,4,3,5756,No
5,1,158,2,4,5736,Yes
7,2,272,4,9,1188,Yes
3,1,186,3,1,5694,Yes
3,4,154,2,5,5735,Yes
3,1,224,3,45,3624,Yes
3,5,245,4,4,2769,Yes
4,1,243,3,10,5832,No
2,2,159,6,6,4044,No
5,3,167,3,9,5026,No
4,3,246,2,60,2086,Yes
6,2,159,5,22,1247,Yes
3,5,186,2,8,5924,No
5,1,258,6,7,4344,No
4,5,295,3,2,1693,No
3,2,154,3,56,1136,Yes
3,5,275,4,10,5066,No
5,4,199,4,7,5740,No
3,2,184,5,26,3336,Yes
4,3,134,4,8,4879,Yes
4,1,134,3,2,4983,No
3,1,245,3,4,5449,No
5,1,269,6,8,1341,No
4,4,137,4,5,5095,No
5,2,183,5,8,4820,No
2,3,255,3,27,3484,Yes
3,3,167,2,6,5101,No
4,2,197,3,2,4113,Yes
4,5,159,2,3,5704,No
6,5,118,2,6,1726,Yes
5,3,263,3,2,4688,No
3,2,199,3,8,4164,Yes
5,3,241,3,2,5587,Yes
4,5,144,2,2,4978,No
6,4,299,4,9,1527,No
4,3,258,2,2,4308,No
4,2,200,2,8,4222,No
3,5,211,2,5,5877,Yes
2,4,191,3,58,2586,Yes
3,5,142,3,2,4619,No
5,5,226,3,65,3840,Yes
5,2,229,2,1,5724,No
4,1,136,3,4,5060,Yes
5,4,263,5,8,1548,No
5,1,274,3,58,2098,Yes
4,4,208,2,20,2759,Yes
4,1,202,3,59,2563,Yes
4,4,184,3,10,5705,Yes
6,5,249,4,8,1274,No
4,5,270,3,20,3185,Yes
3,5,191,4,4,4008,Yes
4,2,231,6,8,5227,No
3,4,168,3,5,5964,No
2,4,180,2,5,4010,Yes
4,1,112,6,9,5248,Yes
3,5,203,2,61,3642,Yes
4,3,185,10,7,4818,Yes
3,2,188,3,3,3837,Yes
5,3,197,3,2,4678,Yes
4,2,272,3,1,4933,Yes
3,4,252,2,6,4630,Yes
4,3,236,2,23,3123,Yes
4,3,228,3,1,5129,Yes
3,1,163,3,59,1005,Yes
4,4,209,3,8,5884,Yes
4,1,146,3,1,4831,Yes
3,3,172,3,58,1269,Yes
4,5,198,2,51,2820,Yes
2,1,198,2,8,4323,No
3,2,236,2,2,4239,Yes
4,2,255,3,8,5865,No
3,3,148,3,1,5700,No
5,2,208,3,8,3442,Yes
5,5,142,4,8,5372,No
2,3,141,4,8,4702,No
3,5,272,10,59,2182,Yes
4,5,153,3,10,1183,Yes
3,4,238,2,5,4349,Yes
3,4,180,3,2,5659,Yes
3,3,154,4,62,1616,Yes
4,4,203,2,4,4793,No
4,3,137,3,46,1299,Yes
6,3,250,2,1,4747,No
2,1,226,2,1,5576,No
5,2,275,5,9,1373,No
3,2,185,3,47,2467,Yes
6,4,269,4,1,1872,No
6,3,171,5,61,1947,Yes
3,2,204,4,7,4768,No
3,1,237,3,4,5860,No
5,5,243,5,2,1817,No
7,5,256,4,4,1139,Yes
4,5,228,5,2,1996,No
4,1,168,2,8,5276,Yes
3,2,231,4,48,3370,Yes
5,3,252,5,3,1474,No
5,3,273,4,2,4186,Yes
4,4,218,2,4,4104,Yes
6,2,260,3,2,4071,No
3,5,241,10,41,3015,Yes
5,1,226,6,5,1078,No
2,1,98,3,29,1806,Yes
4,5,137,4,29,1262,Yes
6,2,261,4,8,1891,No
5,5,239,3,8,4975,No
4,3,225,5,1,1755,No
5,3,199,3,3,4885,Yes
6,4,195,5,10,4225,No
6,4,275,4,5,1989,No
5,4,226,5,4,1518,No
4,5,233,4,6,1495,No
4,2,209,2,3,5607,No
4,4,153,2,8,4248,No
4,4,207,3,20,2637,Yes
5,5,256,5,2,1693,Yes
3,3,179,3,41,1892,Yes
4,4,134,5,2,5865,Yes
3,2,274,2,2,5029,No
3,4,215,2,8,5683,No
4,3,173,3,5,5331,Yes
4,2,133,3,5,5950,No
3,5,143,3,10,5021,No
3,2,254,2,2,3239,Yes
4,2,219,2,1,5071,Yes
4,2,259,5,6,1827,Yes
5,4,250,3,11,3373,Yes
6,3,136,3,10,1826,No
4,2,257,2,7,5325,Yes
3,2,214,2,9,4512,No
6,1,286,4,10,1177,Yes
3,4,211,3,56,3654,Yes
2,5,168,3,37,1717,Yes
3,4,218,3,4,3534,Yes
5,2,150,3,7,5980,No
4,3,207,3,5,4847,Yes
2,2,287,4,10,5972,No
3,4,121,3,63,1611,Yes
3,4,204,3,27,2772,Yes
4,4,269,5,2,1473,No
2,5,135,6,9,5777,Yes
4,3,96,4,1,4984,Yes
3,5,150,2,10,5187,No
4,3,248,3,5,4667,No
5,1,222,4,63,3506,Yes
3,1,242,8,4,4943,No
3,1,202,2,62,3398,Yes
3,1,153,3,10,5121,Yes
4,4,239,2,4,4304,Yes
3,3,145,3,1,5709,No
3,5,271,4,10,1679,Yes
3,5,143,2,8,4754,Yes
3,4,199,3,7,5089,No
5,4,260,4,4,5911,Yes
5,4,280,4,19,3298,Yes
4,2,240,3,9,5170,Yes
3,2,148,3,64,1280,Yes
5,2,239,2,59,2897,Yes
5,1,267,4,5,5792,No
6,5,264,4,1,1039,Yes
4,1,161,2,41,1992,Yes
5,5,231,3,10,5361,No
3,4,175,3,4,1519,Yes
4,1,139,3,7,4275,No
4,3,185,10,1,4973,No
4,4,220,3,4,5622,No
5,2,223,3,51,3687,Yes
6,5,286,4,4,4889,No
3,4,174,3,10,4998,Yes
3,3,151,6,6,4279,No
5,1,181,3,6,5423,No
5,2,258,5,6,1059,No
5,4,226,3,46,3149,Yes
3,2,180,2,6,1811,Yes
3,3,169,3,10,5147,No
7,5,278,4,1,1210,No
5,1,257,3,5,4355,No
4,5,233,5,8,1040,Yes
4,4,208,3,10,4919,No
4,3,247,10,10,5644,No
4,4,270,2,1,5148,Yes
5,2,265,2,7,5464,Yes
5,3,224,2,52,3824,Yes
4,4,224,2,31,2084,Yes
4,1,251,2,2,4839,Yes
2,2,270,4,6,5585,No
5,3,252,2,9,1809,No
2,4,151,4,6,1803,No
3,3,173,5,10,5840,No
3,5,135,3,20,1772,Yes
4,2,278,6,36,2330,Yes
4,3,154,10,7,5317,No
6,4,278,5,5,1180,No
4,5,263,5,9,5731,Yes
4,5,186,3,16,2693,Yes
6,3,166,4,10,5783,Yes
6,4,256,4,2,5021,No
3,5,156,4,6,1015,No
6,3,260,5,8,1324,Yes
6,4,129,5,58,1463,Yes
4,2,170,2,3,4299,No
4,4,224,3,29,3623,Yes
4,5,193,3,65,2267,Yes
6,4,260,4,10,1927,No
5,5,217,6,1,1761,No
6,3,267,4,2,5917,Yes
6,5,141,3,8,5031,No
3,4,136,3,2,4524,Yes
6,5,212,2,5,4804,Yes
4,4,205,4,6,5064,No
5,2,137,3,1,5242,No
5,3,257,5,5,4183,No
5,1,227,3,19,3007,Yes
3,3,149,2,18,1225,Yes
2,5,109,3,12,1715,Yes
3,5,224,2,13,3891,Yes
4,5,185,2,47,3974,Yes
3,1,171,3,28,1075,Yes
2,4,264,3,6,4025,Yes
4,4,188,3,7,5720,No
6,5,257,4,1,1957,Yes
3,3,228,3,8,4927,No
7,4,281,4,9,1970,No
3,4,134,3,9,4230,Yes
6,5,276,4,9,1319,No
6,5,279,4,7,1300,No
6,3,113,2,4,5130,Yes
3,3,162,2,5,1202,Yes
6,2,259,4,10,2000,Yes
5,2,165,3,10,5598,No
4,3,149,3,17,1990,Yes
3,5,148,3,4,5919,No
3,1,173,2,1,5927,Yes
2,3,134,10,1,5632,No
5,1,215,4,56,3905,Yes
6,3,276,4,8,1754,Yes
4,2,148,2,3,4651,No
5,4,273,3,2,5672,Yes
4,4,157,2,2,1087,Yes
5,5,275,5,4,1646,No
3,1,185,2,9,4316,No
4,3,209,3,7,4104,Yes
4,4,161,2,59,1941,Yes
4,1,259,3,20,2154,Yes
4,3,197,4,58,3617,Yes
3,1,132,2,2,4129,No
4,3,210,3,11,2655,Yes
3,3,151,3,7,4611,No
4,2,224,3,9,4896,No
3,2,150,2,3,4174,No
3,1,183,2,5,5329,Yes
3,1,139,2,3,4226,No
3,2,179,2,8,5589,No
5,5,219,5,6,1234,No
3,2,274,3,50,3958,Yes
4,5,161,2,5,5133,Yes
5,4,138,2,8,5885,Yes
4,1,240,4,9,4471,Yes
3,1,214,2,3,5595,Yes
3,2,264,3,43,3439,Yes
5,1,261,5,10,1713,No
6,1,113,2,7,5234,Yes
3,5,193,2,12,3730,Yes
7,3,251,5,8,1616,Yes
4,5,232,2,54,2526,Yes
4,3,204,3,30,3774,Yes
3,3,265,3,3,5241,No
5,3,242,5,3,1276,Yes
6,4,263,4,3,1276,No
7,4,301,4,1,1150,No
7,2,300,4,10,1179,No
3,1,198,2,8,4940,No
3,5,213,2,39,2857,Yes
3,1,148,2,34,1053,Yes
5,5,246,3,7,5167,No
3,4,250,2,1,4922,Yes
2,3,216,3,9,4032,Yes
3,4,156,3,4,4628,No
5,4,200,3,3,4225,No
3,1,138,3,2,4766,Yes
3,3,150,3,4,5536,No
5,5,240,3,12,2723,Yes
3,2,247,3,8,5194,No
3,4,284,10,5,5479,No
4,2,149,2,2,4026,Yes
4,2,182,3,7,4710,Yes
3,1,269,2,6,5703,Yes
3,4,179,3,57,1582,Yes
6,5,240,4,62,2400,Yes
4,1,241,4,9,5360,No
4,5,156,3,33,1836,Yes
2,3,130,3,48,1801,Yes
4,2,263,6,4,1644,No
3,2,160,3,3,5807,No
3,5,286,6,8,4777,No
3,2,268,4,6,4415,No
4,1,204,4,3,1667,No
4,4,272,2,1,4013,Yes
3,2,238,4,49,3179,Yes
2,3,159,3,39,1477,Yes
4,5,158,4,4,1595,Yes
5,2,244,6,1,1199,No
5,5,264,3,3,5835,Yes
6,1,271,4,9,1302,No
4,4,259,2,44,2132,Yes
3,1,162,3,10,5726,No
5,5,160,3,55,1911,Yes
4,1,215,3,9,4551,No
2,5,248,6,62,2750,Yes
3,1,132,2,16,1731,Yes
3,3,247,2,8,4593,Yes
4,2,190,6,5,4139,Yes
3,3,193,3,29,3453,Yes
5,4,219,5,10,1363,Yes
4,4,218,6,8,5101,Yes
5,4,244,3,3,4015,No
2,3,139,8,21,1033,Yes
2,2,189,4,9,3413,Yes
6,5,167,2,10,4013,Yes
3,5,286,3,12,3817,Yes
4,5,254,10,7,5524,Yes
4,1,145,2,2,5209,No
5,4,261,6,4,5349,No
2,1,154,3,4,5100,No
4,5,154,4,7,4938,No
4,3,184,7,5,5920,Yes
4,2,246,3,1,5815,Yes
5,5,155,3,6,4109,Yes
3,4,214,8,6,2924,Yes
5,3,181,4,2,5332,No
5,2,262,5,4,1509,Yes
4,5,216,3,26,2053,Yes
5,4,263,4,2,1625,No
5,3,110,5,21,1011,Yes
5,3,160,3,25,1977,Yes
4,1,240,4,10,5965,Yes
3,3,218,3,4,5086,Yes
6,1,268,4,1,1654,Yes
3,2,169,3,3,5673,No
6,2,293,6,10,1919,Yes
4,5,265,2,9,5135,Yes
5,2,190,2,1,5005,No
4,3,142,2,63,1615,Yes
2,3,258,2,4,5052,Yes
4,1,240,4,7,5905,Yes
4,1,271,4,2,4133,Yes
3,1,199,3,3,5127,No
5,4,267,5,9,1017,No
4,1,160,5,10,4018,Yes
3,1,239,3,63,2154,Yes
2,5,160,3,19,1399,Yes
4,1,245,5,1,1472,No
3,1,179,3,5,5898,Yes
6,4,100,5,7,5668,Yes
5,2,223,6,2,1210,No
4,3,184,8,4,4686,No
2,5,238,2,6,5325,Yes
4,1,133,2,8,4277,No
5,2,102,5,3,4784,No
4,5,187,5,16,3781,Yes
4,5,167,2,7,5800,No
3,2,186,2,7,5522,No
4,3,163,3,10,5002,Yes
3,3,149,2,2,5311,No
4,4,140,2,6,4703,No
4,3,227,2,3,4375,No
5,2,240,3,7,4744,Yes
3,4,187,2,4,5139,Yes
4,4,225,3,10,4486,No
3,5,222,4,9,4247,No
5,4,235,3,3,4411,Yes
5,5,264,8,10,5759,Yes
3,3,231,3,53,2333,Yes
4,1,182,6,41,2047,Yes
3,1,193,10,1,4459,No
3,5,158,3,10,4861,No
5,1,195,6,29,1039,Yes
4,4,264,2,35,2336,Yes
6,3,266,4,9,1876,No
4,5,178,3,48,1819,Yes
6,4,275,4,9,1585,No
6,1,261,4,8,1524,No
4,1,243,5,1,4624,Yes
4,4,147,5,33,1886,Yes
3,5,153,2,44,1585,Yes
4,1,143,3,4,4283,No
3,5,251,3,4,4156,Yes
4,1,197,3,9,4917,No
6,1,284,4,7,1153,No
3,2,263,4,8,2599,Yes
6,2,118,2,40,1014,Yes
4,3,253,3,5,5703,No
5,4,285,2,2,4505,Yes
5,1,238,6,9,1192,No
4,2,201,8,9,5146,No
3,2,143,4,3,5845,No
5,5,238,6,3,1351,No
4,2,150,3,32,1689,Yes
5,1,298,4,4,1853,No
4,1,222,3,45,3158,Yes
3,3,203,3,4,3114,Yes
4,1,260,2,1,5001,Yes
3,2,158,7,10,4244,Yes
3,3,225,3,7,4961,Yes
6,1,246,4,4,1504,Yes
3,1,138,5,8,1349,Yes
3,4,240,3,6,4412,No
5,4,161,5,1,5779,Yes
2,2,163,3,35,1547,Yes
4,4,214,3,1,4717,No
6,5,263,4,10,1669,No
3,1,203,2,2,4647,Yes
3,4,159,3,4,4756,Yes
3,4,195,2,10,4031,No
3,5,168,3,8,5877,No
7,1,250,5,8,1776,No
3,3,149,3,6,4654,No
3,1,250,3,8,3617,Yes
5,1,246,3,10,4078,Yes
2,5,282,5,63,1173,Yes
5,2,252,3,7,5058,No
4,2,249,3,9,5459,Yes
4,3,186,2,48,2805,Yes
4,5,273,3,1,5043,Yes
4,1,258,4,5,5664,No
2,2,210,3,10,4324,Yes
5,4,193,3,4,5873,No
4,3,206,3,20,2247,Yes
3,1,254,2,60,3590,Yes
3,2,238,2,29,3728,Yes
3,4,229,6,3,5471,No
3,1,189,4,4,4785,No
2,3,239,6,4,4022,No
4,5,259,3,4,5344,Yes
6,4,248,4,6,1851,No
3,2,133,3,1,5026,Yes
4,3,247,4,19,3838,Yes
4,2,146,8,7,5245,Yes
6,3,141,3,7,5222,Yes
3,3,166,4,17,1498,Yes
6,1,309,4,6,1866,Yes
4,5,209,2,8,4047,No
3,5,202,2,8,4552,Yes
5,3,222,2,2,5953,Yes
3,2,224,3,40,2180,Yes
6,2,247,4,10,1556,No
4,2,217,2,8,4907,Yes
4,3,216,4,3,4750,No
3,2,132,2,6,1185,Yes
