no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,lead_time,arrival_month,arrival_date,avg_price_per_room,no_of_special_requests,booking_status
1.0,0.0,0.0,4.0,32.0,10.0,14.0,109.58,1.0,Not_Canceled
2.0,0.0,1.0,3.0,94.0,5.0,2.0,80.75,0.0,Not_Canceled
2.0,0.0,2.0,3.0,192.0,9.0,25.0,102.0,0.0,Canceled
2.0,0.0,2.0,3.0,138.0,7.0,16.0,109.25,0.0,Not_Canceled
2.0,0.0,0.0,3.0,49.0,9.0,6.0,110.7,0.0,Canceled
2.0,0.0,0.0,4.0,323.0,5.0,17.0,112.0,1.0,Canceled
2.0,0.0,0.0,2.0,39.0,8.0,14.0,101.5,0.0,Not_Canceled
1.0,0.0,2.0,0.0,32.0,12.0,4.0,96.0,0.0,Not_Canceled
2.0,0.0,1.0,3.0,179.0,10.0,27.0,90.9,0.0,Canceled
2.0,0.0,0.0,3.0,259.0,5.0,5.0,90.0,0.0,Canceled
1.0,0.0,0.0,2.0,14.0,9.0,15.0,114.0,1.0,Not_Canceled
1.0,0.0,0.0,2.0,4.0,2.0,12.0,85.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,76.0,3.0,18.0,76.5,1.0,Not_Canceled
2.0,2.0,0.0,3.0,176.0,9.0,15.0,143.1,0.0,Canceled
2.0,0.0,0.0,1.0,11.0,2.0,6.0,93.0,1.0,Not_Canceled
2.0,0.0,0.0,2.0,22.0,5.0,20.0,140.0,0.0,Not_Canceled
2.0,0.0,0.0,1.0,1.0,1.0,6.0,107.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,211.0,5.0,20.0,100.0,0.0,Canceled
2.0,0.0,0.0,2.0,245.0,6.0,17.0,75.0,0.0,Canceled
1.0,0.0,0.0,2.0,19.0,6.0,22.0,90.0,0.0,Not_Canceled
2.0,0.0,1.0,2.0,199.0,3.0,18.0,65.45,1.0,Not_Canceled
2.0,0.0,2.0,4.0,327.0,9.0,9.0,88.0,0.0,Not_Canceled
2.0,1.0,1.0,3.0,78.0,3.0,3.0,60.0,2.0,Not_Canceled
2.0,0.0,0.0,2.0,107.0,6.0,10.0,130.0,1.0,Not_Canceled
2.0,0.0,0.0,3.0,39.0,5.0,17.0,140.4,1.0,Not_Canceled
2.0,2.0,0.0,2.0,10.0,8.0,5.0,186.0,1.0,Not_Canceled
2.0,0.0,1.0,2.0,40.0,5.0,13.0,203.73,2.0,Not_Canceled
1.0,0.0,0.0,1.0,2.0,1.0,21.0,79.0,1.0,Not_Canceled
2.0,0.0,0.0,3.0,155.0,7.0,14.0,112.0,0.0,Canceled
2.0,0.0,1.0,2.0,105.0,10.0,12.0,110.0,0.0,Canceled
1.0,0.0,2.0,3.0,31.0,5.0,15.0,95.0,1.0,Not_Canceled
2.0,1.0,1.0,0.0,25.0,7.0,18.0,186.5,2.0,Not_Canceled
2.0,0.0,2.0,4.0,212.0,12.0,29.0,88.4,0.0,Canceled
2.0,0.0,1.0,2.0,52.0,11.0,25.0,79.2,1.0,Canceled
3.0,0.0,2.0,4.0,104.0,7.0,16.0,139.2,0.0,Canceled
1.0,0.0,0.0,2.0,1.0,8.0,4.0,65.0,0.0,Not_Canceled
2.0,0.0,0.0,1.0,34.0,2.0,13.0,78.3,1.0,Not_Canceled
2.0,0.0,0.0,3.0,213.0,6.0,7.0,130.0,0.0,Canceled
2.0,0.0,0.0,1.0,5.0,6.0,2.0,119.0,0.0,Not_Canceled
2.0,0.0,1.0,0.0,18.0,11.0,16.0,104.0,0.0,Not_Canceled
1.0,0.0,1.0,1.0,44.0,11.0,19.0,91.2,0.0,Canceled
2.0,0.0,0.0,3.0,47.0,3.0,30.0,73.08,1.0,Not_Canceled
1.0,0.0,2.0,3.0,212.0,5.0,20.0,70.0,1.0,Not_Canceled
2.0,0.0,1.0,0.0,50.0,2.0,29.0,76.5,0.0,Canceled
2.0,0.0,0.0,2.0,2.0,11.0,18.0,107.0,0.0,Not_Canceled
2.0,0.0,0.0,4.0,4.0,10.0,25.0,145.0,2.0,Not_Canceled
2.0,0.0,1.0,2.0,27.0,8.0,22.0,151.0,1.0,Canceled
2.0,0.0,1.0,1.0,106.0,7.0,25.0,94.5,0.0,Canceled
2.0,0.0,0.0,3.0,433.0,9.0,8.0,70.0,0.0,Canceled
2.0,0.0,1.0,5.0,349.0,10.0,4.0,90.0,0.0,Canceled
2.0,0.0,0.0,4.0,51.0,11.0,16.0,75.0,0.0,Not_Canceled
3.0,0.0,1.0,2.0,29.0,5.0,20.0,159.2,2.0,Not_Canceled
2.0,0.0,0.0,2.0,8.0,11.0,25.0,90.0,1.0,Not_Canceled
2.0,1.0,0.0,3.0,100.0,7.0,12.0,106.03,1.0,Not_Canceled
2.0,0.0,1.0,0.0,125.0,7.0,26.0,85.5,0.0,Canceled
2.0,0.0,2.0,0.0,2.0,8.0,21.0,148.0,1.0,Not_Canceled
2.0,0.0,2.0,2.0,26.0,8.0,7.0,151.0,2.0,Not_Canceled
2.0,0.0,2.0,5.0,72.0,7.0,22.0,76.5,0.0,Canceled
1.0,0.0,0.0,1.0,0.0,7.0,14.0,140.0,0.0,Not_Canceled
1.0,0.0,0.0,1.0,0.0,5.0,20.0,161.0,1.0,Not_Canceled
2.0,0.0,1.0,2.0,187.0,8.0,19.0,105.3,0.0,Canceled
2.0,0.0,0.0,3.0,279.0,10.0,12.0,110.0,0.0,Canceled
2.0,0.0,2.0,3.0,116.0,9.0,18.0,143.1,3.0,Not_Canceled
2.0,0.0,1.0,2.0,121.0,6.0,24.0,90.0,0.0,Canceled
2.0,0.0,0.0,1.0,156.0,5.0,18.0,84.24,0.0,Canceled
2.0,0.0,0.0,3.0,271.0,9.0,21.0,101.33,1.0,Canceled
2.0,0.0,2.0,2.0,44.0,11.0,5.0,112.0,0.0,Not_Canceled
2.0,1.0,2.0,1.0,45.0,9.0,10.0,96.33,1.0,Not_Canceled
2.0,0.0,2.0,1.0,156.0,8.0,21.0,103.5,0.0,Canceled
2.0,0.0,0.0,2.0,346.0,9.0,13.0,115.0,1.0,Canceled
2.0,0.0,0.0,3.0,88.0,5.0,3.0,117.0,1.0,Not_Canceled
2.0,0.0,0.0,2.0,80.0,11.0,18.0,63.36,0.0,Canceled
1.0,0.0,0.0,2.0,16.0,10.0,5.0,138.0,1.0,Not_Canceled
2.0,0.0,0.0,2.0,69.0,9.0,22.0,106.0,0.0,Not_Canceled
2.0,0.0,2.0,4.0,70.0,9.0,3.0,170.1,0.0,Canceled
1.0,0.0,0.0,1.0,4.0,12.0,16.0,70.0,0.0,Not_Canceled
2.0,1.0,0.0,2.0,155.0,8.0,16.0,186.3,0.0,Canceled
2.0,0.0,1.0,2.0,87.0,9.0,18.0,89.25,1.0,Not_Canceled
2.0,0.0,1.0,1.0,247.0,6.0,6.0,109.0,0.0,Canceled
2.0,0.0,2.0,2.0,98.0,8.0,21.0,117.9,1.0,Not_Canceled
2.0,0.0,0.0,3.0,45.0,2.0,18.0,70.5,1.0,Not_Canceled
1.0,0.0,0.0,2.0,19.0,9.0,23.0,149.0,1.0,Not_Canceled
1.0,0.0,1.0,1.0,42.0,8.0,15.0,72.0,0.0,Canceled
2.0,0.0,2.0,2.0,204.0,10.0,9.0,72.75,0.0,Not_Canceled
2.0,0.0,0.0,3.0,37.0,10.0,13.0,105.0,0.0,Not_Canceled
1.0,0.0,2.0,2.0,39.0,11.0,27.0,65.0,0.0,Not_Canceled
2.0,0.0,2.0,0.0,88.0,10.0,2.0,132.3,1.0,Canceled
2.0,0.0,0.0,2.0,77.0,3.0,25.0,109.8,0.0,Not_Canceled
2.0,0.0,0.0,1.0,45.0,10.0,23.0,88.55,0.0,Not_Canceled
2.0,0.0,1.0,3.0,39.0,11.0,17.0,74.8,2.0,Not_Canceled
3.0,0.0,2.0,2.0,23.0,10.0,18.0,105.0,1.0,Not_Canceled
2.0,0.0,0.0,3.0,70.0,4.0,6.0,85.5,1.0,Not_Canceled
2.0,1.0,1.0,0.0,69.0,7.0,17.0,123.3,2.0,Not_Canceled
2.0,0.0,2.0,2.0,12.0,11.0,11.0,86.4,3.0,Not_Canceled
2.0,0.0,1.0,3.0,91.0,9.0,26.0,95.0,1.0,Not_Canceled
3.0,0.0,0.0,3.0,85.0,12.0,8.0,105.0,0.0,Not_Canceled
1.0,0.0,0.0,1.0,47.0,4.0,12.0,99.9,0.0,Canceled
2.0,0.0,0.0,3.0,276.0,9.0,22.0,95.0,0.0,Canceled
1.0,1.0,0.0,3.0,80.0,12.0,27.0,114.9,1.0,Not_Canceled
2.0,0.0,2.0,0.0,386.0,10.0,23.0,115.0,1.0,Canceled
2.0,0.0,1.0,1.0,14.0,8.0,15.0,151.0,1.0,Not_Canceled
2.0,1.0,1.0,2.0,91.0,5.0,13.0,140.4,0.0,Canceled
3.0,0.0,0.0,2.0,55.0,9.0,28.0,168.3,2.0,Not_Canceled
1.0,0.0,1.0,1.0,4.0,5.0,23.0,90.0,1.0,Not_Canceled
1.0,0.0,0.0,3.0,37.0,10.0,13.0,95.0,0.0,Not_Canceled
1.0,0.0,0.0,3.0,166.0,11.0,1.0,110.0,0.0,Canceled
2.0,0.0,0.0,3.0,88.0,10.0,20.0,132.3,1.0,Not_Canceled
2.0,2.0,0.0,1.0,0.0,10.0,31.0,0.0,0.0,Not_Canceled
2.0,0.0,1.0,1.0,31.0,6.0,20.0,107.1,0.0,Canceled
2.0,1.0,0.0,3.0,193.0,12.0,29.0,160.2,0.0,Not_Canceled
2.0,0.0,0.0,1.0,40.0,7.0,26.0,125.0,1.0,Not_Canceled
2.0,0.0,0.0,3.0,219.0,8.0,17.0,72.25,0.0,Not_Canceled
2.0,0.0,0.0,4.0,205.0,10.0,18.0,85.5,2.0,Canceled
2.0,0.0,1.0,3.0,131.0,8.0,1.0,99.45,1.0,Not_Canceled
2.0,0.0,2.0,4.0,26.0,9.0,19.0,119.87,1.0,Canceled
2.0,0.0,1.0,3.0,21.0,8.0,29.0,124.25,2.0,Not_Canceled
2.0,2.0,1.0,4.0,68.0,11.0,2.0,164.88,0.0,Canceled
3.0,0.0,1.0,3.0,48.0,4.0,11.0,130.05,0.0,Canceled
1.0,0.0,1.0,0.0,0.0,6.0,20.0,95.0,0.0,Not_Canceled
2.0,0.0,2.0,4.0,160.0,11.0,13.0,76.27,0.0,Canceled
2.0,0.0,0.0,1.0,76.0,7.0,2.0,131.4,0.0,Canceled
1.0,0.0,0.0,3.0,71.0,5.0,10.0,98.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,12.0,2.0,26.0,93.0,1.0,Not_Canceled
2.0,0.0,0.0,2.0,30.0,4.0,14.0,157.5,0.0,Canceled
2.0,1.0,1.0,3.0,160.0,7.0,18.0,110.5,2.0,Canceled
2.0,0.0,1.0,2.0,309.0,5.0,13.0,65.0,0.0,Not_Canceled
3.0,0.0,2.0,5.0,59.0,5.0,28.0,159.3,2.0,Not_Canceled
2.0,0.0,1.0,4.0,62.0,9.0,14.0,149.4,3.0,Not_Canceled
2.0,0.0,0.0,2.0,141.0,11.0,25.0,90.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,139.0,8.0,26.0,96.3,0.0,Canceled
2.0,0.0,1.0,2.0,29.0,3.0,4.0,87.0,0.0,Not_Canceled
2.0,0.0,0.0,3.0,37.0,10.0,13.0,105.0,0.0,Not_Canceled
2.0,0.0,0.0,1.0,21.0,9.0,29.0,99.33,1.0,Not_Canceled
2.0,0.0,0.0,1.0,0.0,8.0,19.0,106.0,2.0,Not_Canceled
1.0,0.0,0.0,1.0,20.0,5.0,11.0,156.0,0.0,Canceled
2.0,0.0,1.0,3.0,168.0,8.0,8.0,72.25,0.0,Not_Canceled
2.0,0.0,1.0,2.0,57.0,4.0,11.0,94.5,0.0,Canceled
2.0,2.0,0.0,3.0,94.0,7.0,13.0,138.25,0.0,Not_Canceled
2.0,0.0,1.0,2.0,64.0,12.0,26.0,111.6,2.0,Not_Canceled
2.0,0.0,0.0,1.0,31.0,2.0,5.0,80.3,1.0,Not_Canceled
2.0,0.0,4.0,10.0,206.0,8.0,2.0,90.95,0.0,Canceled
1.0,0.0,0.0,1.0,12.0,8.0,17.0,0.0,4.0,Not_Canceled
1.0,0.0,0.0,1.0,28.0,5.0,19.0,135.0,1.0,Not_Canceled
2.0,0.0,2.0,2.0,36.0,5.0,1.0,116.1,1.0,Not_Canceled
2.0,1.0,1.0,0.0,155.0,8.0,21.0,121.5,1.0,Canceled
1.0,0.0,1.0,2.0,0.0,6.0,6.0,110.0,0.0,Not_Canceled
3.0,0.0,2.0,3.0,117.0,7.0,8.0,136.85,2.0,Not_Canceled
2.0,0.0,1.0,3.0,250.0,9.0,26.0,95.0,0.0,Canceled
2.0,0.0,1.0,2.0,30.0,11.0,18.0,114.0,1.0,Not_Canceled
2.0,0.0,1.0,0.0,28.0,10.0,3.0,126.0,0.0,Canceled
1.0,0.0,2.0,1.0,4.0,1.0,2.0,87.0,0.0,Not_Canceled
3.0,0.0,0.0,3.0,120.0,7.0,12.0,146.7,0.0,Not_Canceled
2.0,0.0,1.0,5.0,8.0,8.0,18.0,90.0,1.0,Not_Canceled
2.0,0.0,2.0,2.0,164.0,6.0,19.0,100.3,1.0,Canceled
2.0,0.0,1.0,0.0,22.0,9.0,11.0,89.0,1.0,Not_Canceled
1.0,0.0,1.0,2.0,20.0,1.0,4.0,79.0,0.0,Not_Canceled
1.0,0.0,0.0,1.0,2.0,10.0,13.0,109.65,0.0,Not_Canceled
1.0,0.0,0.0,3.0,5.0,8.0,30.0,67.0,0.0,Not_Canceled
2.0,0.0,1.0,1.0,0.0,6.0,11.0,108.57,0.0,Not_Canceled
2.0,0.0,0.0,2.0,102.0,10.0,16.0,101.5,0.0,Canceled
1.0,0.0,0.0,3.0,166.0,11.0,1.0,110.0,0.0,Canceled
2.0,0.0,0.0,2.0,36.0,3.0,29.0,67.32,1.0,Not_Canceled
2.0,0.0,1.0,2.0,39.0,10.0,23.0,74.88,1.0,Not_Canceled
2.0,0.0,0.0,4.0,98.0,5.0,3.0,109.65,2.0,Not_Canceled
3.0,0.0,1.0,2.0,141.0,8.0,22.0,137.7,0.0,Canceled
2.0,0.0,1.0,2.0,36.0,2.0,22.0,82.7,1.0,Not_Canceled
1.0,0.0,0.0,3.0,13.0,12.0,20.0,78.0,0.0,Not_Canceled
3.0,0.0,0.0,3.0,48.0,3.0,29.0,105.0,1.0,Not_Canceled
2.0,0.0,1.0,2.0,86.0,11.0,4.0,99.0,2.0,Not_Canceled
2.0,0.0,1.0,1.0,22.0,3.0,21.0,129.0,0.0,Canceled
2.0,0.0,1.0,4.0,54.0,2.0,8.0,75.95,1.0,Not_Canceled
2.0,0.0,1.0,0.0,258.0,10.0,16.0,110.0,0.0,Canceled
1.0,0.0,0.0,3.0,14.0,1.0,19.0,77.6,0.0,Not_Canceled
1.0,0.0,0.0,1.0,18.0,11.0,11.0,101.0,2.0,Not_Canceled
3.0,0.0,1.0,1.0,7.0,3.0,26.0,182.0,2.0,Not_Canceled
3.0,0.0,0.0,3.0,5.0,2.0,16.0,127.0,3.0,Not_Canceled
2.0,0.0,1.0,2.0,315.0,9.0,30.0,160.0,0.0,Canceled
2.0,0.0,2.0,5.0,33.0,11.0,7.0,41.43,0.0,Not_Canceled
2.0,1.0,0.0,4.0,12.0,2.0,24.0,158.5,3.0,Not_Canceled
3.0,0.0,0.0,3.0,3.0,5.0,26.0,137.33,1.0,Not_Canceled
2.0,0.0,2.0,2.0,145.0,7.0,30.0,116.45,1.0,Not_Canceled
2.0,0.0,0.0,1.0,0.0,5.0,14.0,129.0,1.0,Not_Canceled
1.0,0.0,1.0,2.0,265.0,6.0,24.0,83.33,0.0,Not_Canceled
2.0,0.0,0.0,2.0,265.0,6.0,24.0,115.0,1.0,Canceled
2.0,0.0,1.0,4.0,129.0,7.0,25.0,131.75,0.0,Canceled
2.0,0.0,1.0,3.0,18.0,12.0,8.0,91.38,0.0,Not_Canceled
1.0,0.0,0.0,2.0,164.0,7.0,1.0,90.9,1.0,Not_Canceled
3.0,0.0,0.0,4.0,50.0,11.0,2.0,98.1,0.0,Not_Canceled
2.0,0.0,0.0,2.0,273.0,7.0,17.0,109.0,0.0,Canceled
2.0,0.0,0.0,3.0,50.0,6.0,21.0,89.1,0.0,Canceled
2.0,1.0,0.0,1.0,47.0,7.0,5.0,134.1,0.0,Canceled
2.0,0.0,2.0,1.0,12.0,7.0,10.0,139.0,1.0,Not_Canceled
2.0,0.0,0.0,3.0,163.0,9.0,8.0,110.0,0.0,Canceled
1.0,0.0,1.0,5.0,349.0,10.0,4.0,80.0,0.0,Canceled
1.0,0.0,0.0,1.0,99.0,2.0,19.0,81.0,0.0,Not_Canceled
2.0,0.0,2.0,2.0,29.0,5.0,20.0,135.3,0.0,Canceled
2.0,0.0,0.0,2.0,10.0,4.0,8.0,131.0,1.0,Canceled
2.0,0.0,2.0,5.0,187.0,7.0,11.0,99.45,1.0,Canceled
2.0,2.0,1.0,2.0,16.0,8.0,19.0,283.67,1.0,Not_Canceled
2.0,0.0,2.0,1.0,145.0,3.0,19.0,60.98,0.0,Not_Canceled
2.0,0.0,0.0,3.0,68.0,5.0,10.0,135.9,1.0,Not_Canceled
2.0,0.0,1.0,3.0,189.0,8.0,8.0,72.25,0.0,Canceled
2.0,0.0,0.0,2.0,169.0,9.0,9.0,80.75,0.0,Not_Canceled
2.0,0.0,2.0,2.0,20.0,11.0,13.0,90.65,1.0,Not_Canceled
2.0,0.0,0.0,2.0,257.0,7.0,1.0,101.5,0.0,Canceled
3.0,0.0,2.0,1.0,34.0,10.0,2.0,158.4,1.0,Not_Canceled
1.0,0.0,0.0,2.0,164.0,10.0,2.0,100.0,0.0,Not_Canceled
3.0,0.0,2.0,2.0,191.0,6.0,4.0,101.34,2.0,Canceled
2.0,0.0,0.0,2.0,160.0,8.0,5.0,76.5,1.0,Not_Canceled
2.0,0.0,1.0,3.0,158.0,8.0,25.0,90.95,1.0,Not_Canceled
2.0,0.0,1.0,2.0,10.0,11.0,25.0,108.67,2.0,Not_Canceled
2.0,0.0,3.0,5.0,34.0,10.0,11.0,82.94,0.0,Not_Canceled
3.0,0.0,2.0,5.0,142.0,6.0,28.0,122.84,1.0,Not_Canceled
2.0,0.0,1.0,3.0,78.0,5.0,19.0,110.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,72.0,10.0,7.0,85.5,0.0,Not_Canceled
2.0,0.0,0.0,3.0,55.0,3.0,2.0,69.5,0.0,Canceled
2.0,0.0,2.0,2.0,242.0,9.0,10.0,100.3,0.0,Canceled
1.0,0.0,0.0,3.0,71.0,6.0,14.0,120.0,0.0,Not_Canceled
2.0,0.0,2.0,2.0,57.0,12.0,2.0,88.4,1.0,Not_Canceled
2.0,0.0,0.0,2.0,292.0,7.0,21.0,115.0,0.0,Canceled
3.0,0.0,2.0,2.0,141.0,8.0,20.0,96.9,0.0,Not_Canceled
1.0,0.0,2.0,2.0,107.0,10.0,23.0,75.14,0.0,Not_Canceled
2.0,0.0,0.0,1.0,2.0,2.0,13.0,79.0,1.0,Canceled
2.0,0.0,0.0,3.0,102.0,5.0,19.0,140.4,0.0,Not_Canceled
2.0,0.0,2.0,2.0,47.0,11.0,7.0,60.0,1.0,Not_Canceled
2.0,0.0,2.0,1.0,56.0,8.0,28.0,109.8,0.0,Canceled
2.0,0.0,2.0,5.0,15.0,12.0,8.0,76.5,0.0,Not_Canceled
1.0,0.0,0.0,1.0,59.0,1.0,28.0,80.0,0.0,Not_Canceled
2.0,0.0,2.0,1.0,53.0,3.0,12.0,67.5,1.0,Not_Canceled
2.0,0.0,0.0,2.0,245.0,6.0,17.0,75.0,0.0,Canceled
1.0,0.0,1.0,3.0,60.0,10.0,12.0,60.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,9.0,3.0,29.0,89.0,1.0,Not_Canceled
2.0,1.0,2.0,5.0,149.0,6.0,28.0,106.25,0.0,Canceled
2.0,0.0,0.0,1.0,4.0,4.0,2.0,99.0,1.0,Not_Canceled
2.0,0.0,0.0,3.0,9.0,10.0,7.0,145.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,239.0,10.0,28.0,85.5,0.0,Canceled
2.0,0.0,1.0,3.0,101.0,8.0,22.0,72.25,1.0,Not_Canceled
2.0,0.0,0.0,3.0,108.0,9.0,27.0,80.75,0.0,Not_Canceled
3.0,0.0,1.0,3.0,27.0,7.0,25.0,182.33,0.0,Canceled
1.0,0.0,0.0,2.0,9.0,4.0,7.0,95.0,0.0,Canceled
3.0,0.0,1.0,4.0,77.0,7.0,4.0,159.3,2.0,Not_Canceled
2.0,0.0,2.0,3.0,248.0,10.0,13.0,83.38,2.0,Not_Canceled
2.0,0.0,0.0,2.0,79.0,11.0,13.0,75.0,0.0,Not_Canceled
2.0,0.0,1.0,3.0,33.0,2.0,8.0,80.3,1.0,Not_Canceled
2.0,0.0,0.0,2.0,1.0,1.0,8.0,67.5,0.0,Not_Canceled
2.0,1.0,2.0,3.0,69.0,10.0,16.0,153.05,1.0,Not_Canceled
2.0,0.0,0.0,3.0,88.0,5.0,3.0,117.0,1.0,Not_Canceled
1.0,0.0,0.0,1.0,20.0,6.0,8.0,109.0,1.0,Not_Canceled
2.0,0.0,1.0,2.0,273.0,5.0,13.0,95.0,0.0,Canceled
2.0,0.0,0.0,3.0,40.0,12.0,31.0,118.0,1.0,Not_Canceled
2.0,0.0,0.0,2.0,30.0,6.0,2.0,140.0,0.0,Not_Canceled
1.0,0.0,0.0,4.0,296.0,9.0,21.0,96.0,0.0,Not_Canceled
2.0,0.0,2.0,2.0,105.0,9.0,4.0,118.8,2.0,Not_Canceled
2.0,0.0,1.0,2.0,66.0,10.0,9.0,75.0,0.0,Canceled
2.0,0.0,0.0,1.0,2.0,9.0,28.0,0.0,1.0,Not_Canceled
2.0,1.0,1.0,4.0,81.0,5.0,9.0,135.15,2.0,Canceled
1.0,0.0,0.0,2.0,181.0,10.0,11.0,120.0,0.0,Canceled
1.0,0.0,0.0,1.0,6.0,9.0,23.0,0.0,1.0,Not_Canceled
1.0,0.0,0.0,3.0,71.0,6.0,14.0,120.0,0.0,Not_Canceled
1.0,0.0,0.0,3.0,15.0,10.0,19.0,150.0,2.0,Not_Canceled
2.0,0.0,2.0,1.0,67.0,6.0,12.0,80.75,0.0,Not_Canceled
2.0,0.0,2.0,1.0,61.0,11.0,19.0,68.0,0.0,Canceled
2.0,0.0,0.0,1.0,71.0,10.0,18.0,153.0,2.0,Not_Canceled
2.0,0.0,1.0,2.0,418.0,9.0,26.0,107.0,0.0,Canceled
2.0,0.0,2.0,1.0,20.0,7.0,23.0,151.0,1.0,Not_Canceled
2.0,1.0,1.0,2.0,103.0,7.0,11.0,108.34,1.0,Not_Canceled
2.0,0.0,1.0,1.0,27.0,10.0,3.0,95.0,0.0,Not_Canceled
2.0,0.0,2.0,3.0,23.0,10.0,30.0,99.0,1.0,Canceled
2.0,0.0,0.0,2.0,22.0,5.0,20.0,140.0,0.0,Not_Canceled
2.0,0.0,2.0,2.0,75.0,12.0,24.0,120.7,2.0,Not_Canceled
1.0,0.0,0.0,3.0,73.0,6.0,16.0,115.04,1.0,Not_Canceled
3.0,0.0,1.0,2.0,131.0,8.0,26.0,137.7,2.0,Not_Canceled
2.0,0.0,1.0,1.0,175.0,7.0,23.0,85.5,1.0,Not_Canceled
2.0,0.0,2.0,4.0,9.0,1.0,17.0,83.0,1.0,Not_Canceled
1.0,0.0,0.0,2.0,3.0,12.0,15.0,79.0,1.0,Not_Canceled
2.0,0.0,2.0,2.0,86.0,3.0,20.0,73.95,0.0,Not_Canceled
1.0,0.0,1.0,3.0,81.0,10.0,10.0,119.07,0.0,Canceled
2.0,0.0,2.0,1.0,34.0,11.0,1.0,60.0,0.0,Not_Canceled
2.0,0.0,1.0,5.0,11.0,11.0,1.0,110.0,1.0,Not_Canceled
1.0,0.0,0.0,1.0,3.0,9.0,17.0,0.0,0.0,Not_Canceled
3.0,0.0,0.0,2.0,22.0,10.0,5.0,115.0,0.0,Not_Canceled
2.0,2.0,1.0,2.0,19.0,1.0,1.0,194.67,0.0,Not_Canceled
2.0,0.0,1.0,0.0,19.0,9.0,25.0,129.0,2.0,Not_Canceled
2.0,0.0,1.0,3.0,122.0,11.0,14.0,75.9,2.0,Canceled
1.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,1.0,Not_Canceled
2.0,0.0,2.0,3.0,14.0,10.0,24.0,103.84,0.0,Not_Canceled
1.0,0.0,0.0,2.0,188.0,6.0,15.0,130.0,0.0,Canceled
2.0,0.0,0.0,1.0,53.0,5.0,19.0,126.9,1.0,Not_Canceled
2.0,0.0,1.0,3.0,189.0,8.0,8.0,72.25,0.0,Not_Canceled
1.0,0.0,0.0,1.0,128.0,5.0,12.0,99.9,1.0,Not_Canceled
1.0,0.0,2.0,0.0,13.0,10.0,18.0,120.0,0.0,Not_Canceled
2.0,0.0,1.0,3.0,69.0,3.0,10.0,69.6,0.0,Not_Canceled
1.0,0.0,0.0,2.0,1.0,1.0,14.0,69.5,0.0,Not_Canceled
2.0,0.0,0.0,3.0,35.0,10.0,19.0,85.0,0.0,Not_Canceled
1.0,0.0,2.0,3.0,4.0,8.0,23.0,80.0,0.0,Canceled
3.0,0.0,1.0,3.0,112.0,5.0,5.0,115.52,1.0,Not_Canceled
2.0,0.0,0.0,4.0,54.0,3.0,16.0,67.32,0.0,Not_Canceled
2.0,0.0,0.0,1.0,31.0,10.0,4.0,134.1,1.0,Not_Canceled
2.0,0.0,2.0,4.0,172.0,8.0,12.0,99.45,1.0,Not_Canceled
2.0,0.0,0.0,2.0,320.0,8.0,18.0,115.0,1.0,Canceled
2.0,0.0,1.0,2.0,149.0,9.0,2.0,80.75,0.0,Not_Canceled
2.0,0.0,2.0,2.0,80.0,9.0,25.0,135.9,0.0,Not_Canceled
3.0,0.0,1.0,1.0,165.0,7.0,18.0,142.2,2.0,Canceled
2.0,0.0,1.0,3.0,159.0,8.0,1.0,99.45,1.0,Not_Canceled
2.0,0.0,0.0,2.0,135.0,7.0,5.0,99.0,1.0,Not_Canceled
2.0,0.0,2.0,1.0,67.0,12.0,5.0,95.4,2.0,Not_Canceled
1.0,0.0,2.0,9.0,55.0,12.0,13.0,74.8,1.0,Not_Canceled
3.0,0.0,0.0,3.0,99.0,10.0,19.0,151.2,0.0,Canceled
1.0,0.0,0.0,1.0,7.0,5.0,24.0,114.75,1.0,Not_Canceled
2.0,1.0,2.0,2.0,42.0,3.0,20.0,113.6,0.0,Canceled
2.0,0.0,2.0,3.0,87.0,4.0,30.0,109.65,0.0,Canceled
2.0,0.0,2.0,3.0,76.0,11.0,6.0,153.72,1.0,Not_Canceled
2.0,0.0,1.0,3.0,285.0,10.0,3.0,100.0,0.0,Canceled
2.0,0.0,0.0,3.0,304.0,11.0,3.0,89.0,0.0,Canceled
3.0,0.0,2.0,2.0,55.0,6.0,19.0,114.0,2.0,Not_Canceled
1.0,0.0,1.0,2.0,12.0,8.0,31.0,90.0,1.0,Not_Canceled
2.0,2.0,2.0,1.0,4.0,2.0,6.0,198.0,0.0,Not_Canceled
1.0,0.0,0.0,2.0,58.0,6.0,22.0,94.5,1.0,Not_Canceled
2.0,0.0,0.0,4.0,4.0,1.0,6.0,89.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,39.0,8.0,14.0,109.0,0.0,Not_Canceled
1.0,0.0,0.0,2.0,181.0,10.0,11.0,120.0,0.0,Canceled
2.0,0.0,0.0,1.0,4.0,5.0,28.0,149.0,0.0,Not_Canceled
2.0,0.0,2.0,4.0,109.0,7.0,13.0,97.75,0.0,Not_Canceled
