ra,dec,run,camcol,field,redshift,plate,mjd,class
182.66534,-0.30626479,6793.0,3.0,147.0,2.41598e-05,324.0,51666.0,STAR
226.94313,0.49507524,752.0,5.0,557.0,0.078319,310.0,51990.0,GALAXY
129.23433,49.368376,1331.0,2.0,169.0,0.6166526,3697.0,55290.0,GALAXY
234.15527,-0.16111039,756.0,3.0,790.0,0.1639021,315.0,51663.0,GALAXY
247.28742,12.89616,5323.0,5.0,127.0,0.4564491,4067.0,55361.0,GALAXY
231.41147,-0.3035747,752.0,3.0,587.0,0.0583006,313.0,51673.0,GALAXY
208.61649,32.607549,4570.0,3.0,14.0,1.097246,3861.0,55274.0,QSO
34.771277,-2.0043,7780.0,4.0,134.0,1.946796,9317.0,58070.0,QSO
227.53989,0.28621026,756.0,4.0,746.0,0.1518365,311.0,51665.0,GALAXY
183.93552,-0.382862,752.0,3.0,270.0,0.0007401219,324.0,51666.0,STAR
178.20796,-2.4113986,1231.0,4.0,60.0,-0.0001073097,330.0,52370.0,STAR
131.17811,38.899675,2830.0,6.0,160.0,2.429773,3765.0,55508.0,QSO
41.950399,-3.1446441,6572.0,5.0,195.0,1.170668,9311.0,57743.0,GALAXY
178.8777,-1.2614167,1140.0,6.0,173.0,0.01927742,330.0,52370.0,GALAXY
173.00722,-3.2071675,1231.0,2.0,25.0,0.4337192,326.0,52375.0,GALAXY
189.72161,-2.6900711,1140.0,3.0,246.0,0.08401795,335.0,52000.0,GALAXY
338.7332,1.9856895,7717.0,3.0,187.0,0.8591406,9242.0,58022.0,GALAXY
238.12353,14.353063,5330.0,4.0,60.0,-0.0003398079,3923.0,55325.0,STAR
232.22498,-0.68652143,752.0,2.0,592.0,0.1537065,313.0,51673.0,GALAXY
221.52765,0.17578863,752.0,4.0,521.0,0.0,308.0,51662.0,GALAXY
147.9692,-0.03142545,756.0,3.0,215.0,0.6112005,3827.0,55565.0,GALAXY
9.84436460000001,-0.028195129,2728.0,3.0,479.0,0.5071868,3587.0,55182.0,GALAXY
238.61958,10.422196,5322.0,3.0,194.0,0.5666953,4879.0,55706.0,GALAXY
34.803487,-0.93162166,4874.0,1.0,653.0,0.344937,9317.0,58070.0,GALAXY
225.02529,-0.31447037,752.0,3.0,544.0,-2.698172e-05,310.0,51990.0,STAR
227.57594,7.5890151,3909.0,4.0,214.0,0.643815,4878.0,55710.0,GALAXY
354.01985,-0.7251145,4263.0,2.0,76.0,0.09167372,384.0,51821.0,GALAXY
34.865211,-1.4121989,7778.0,5.0,549.0,0.79636,9317.0,58070.0,GALAXY
187.78469,-1.2439262,752.0,1.0,295.0,0.0002867122,334.0,51993.0,STAR
173.84328,-1.2431162,6793.0,1.0,88.0,0.06664474,327.0,52294.0,GALAXY
183.11015,-0.15384788,756.0,3.0,449.0,-0.0001402167,323.0,51615.0,STAR
225.52951,-0.75395396,752.0,2.0,548.0,0.4389078,310.0,51990.0,QSO
238.59719,-0.24576945,752.0,3.0,635.0,6.134944e-05,343.0,51692.0,STAR
225.95003,0.52432484,752.0,5.0,550.0,3.678067e-05,311.0,51665.0,STAR
237.26106,-0.97940952,2379.0,5.0,188.0,0.1146718,342.0,51691.0,GALAXY
342.15371,-0.57290534,4874.0,2.0,302.0,0.06867156,378.0,52146.0,GALAXY
174.06671,-2.2105431,1140.0,4.0,141.0,0.1106497,327.0,52294.0,GALAXY
120.41116,53.638777,4264.0,3.0,124.0,0.5200842,3682.0,55244.0,GALAXY
39.458125,-1.9747529,7780.0,4.0,165.0,0.9538659,9313.0,57723.0,GALAXY
213.71466,2.2650275,1462.0,4.0,590.0,0.6079209,4030.0,55634.0,GALAXY
187.51786,-1.3958408,1140.0,6.0,231.0,0.0002599099,334.0,51993.0,STAR
223.65808,0.19362484,752.0,4.0,535.0,0.06673836,309.0,51994.0,GALAXY
231.63384,-0.55711966,756.0,2.0,774.0,0.152978,313.0,51673.0,GALAXY
194.4098,-1.5219515,1231.0,6.0,168.0,0.4762752,338.0,51694.0,GALAXY
186.00248,-3.2049669,1231.0,2.0,112.0,0.1129528,333.0,52313.0,GALAXY
128.61992,38.698458,2777.0,4.0,151.0,2.20508,3764.0,55514.0,QSO
180.88076,37.573009,4392.0,4.0,211.0,1.04639,8864.0,57428.0,QSO
128.89302,38.69291,2711.0,4.0,153.0,0.4802581,3764.0,55514.0,GALAXY
43.770574,-3.9581169,7865.0,3.0,206.0,0.05306695,9312.0,57784.0,GALAXY
251.55234,19.278996,4002.0,5.0,292.0,0.451033,4179.0,55684.0,GALAXY
183.85937,-1.1950757,752.0,1.0,269.0,0.000583659,324.0,51666.0,STAR
188.10719,19.022422,5225.0,1.0,155.0,0.04958427,2612.0,54480.0,GALAXY
244.59989,8.2064956,5326.0,2.0,298.0,7.446326e-05,4896.0,55712.0,STAR
231.60673,-0.48795044,756.0,2.0,773.0,0.06656201,313.0,51673.0,GALAXY
221.0404,1.058189,1458.0,1.0,643.0,0.1025321,308.0,51662.0,GALAXY
229.03201,-0.80057643,752.0,2.0,571.0,0.1196907,312.0,51689.0,GALAXY
29.151132,-2.5422515,7780.0,3.0,96.0,0.9837908,9321.0,58069.0,GALAXY
222.12137,1.2153458,1462.0,2.0,646.0,0.0004088298,308.0,51662.0,STAR
193.21655,-3.5019819,1140.0,1.0,269.0,0.0007337159,337.0,51997.0,STAR
41.012987,-0.74225469,4263.0,2.0,389.0,0.3637455,3650.0,55244.0,GALAXY
34.005754,4.7483946,7718.0,4.0,215.0,0.53569,4266.0,55486.0,GALAXY
219.62869,30.051478,4576.0,4.0,645.0,0.5437051,3873.0,55277.0,GALAXY
242.58148,38.777816,3705.0,1.0,270.0,-0.0002403166,3467.0,54999.0,STAR
236.79084,13.305834,5330.0,1.0,54.0,2.61925,4886.0,55737.0,QSO
196.56751,36.146513,4470.0,2.0,79.0,0.03732081,3977.0,55335.0,GALAXY
231.53366,-0.81340336,752.0,2.0,588.0,0.1149989,313.0,51673.0,GALAXY
347.41558,-1.1253149,4145.0,1.0,26.0,0.09168664,381.0,51811.0,GALAXY
117.43327,41.164986,1331.0,6.0,92.0,0.5086274,3674.0,55182.0,GALAXY
188.54219,-2.9388473,1140.0,2.0,238.0,0.04868636,335.0,52000.0,GALAXY
207.85076,1.7399015,6782.0,1.0,22.0,0.3191943,4039.0,55648.0,GALAXY
240.63654,7.4545819,3836.0,4.0,608.0,0.3496618,4893.0,55709.0,GALAXY
254.5384,27.651484,4828.0,1.0,46.0,0.03420518,2829.0,54623.0,GALAXY
42.084761,-3.2110549,7865.0,5.0,195.0,0.4468765,9311.0,57743.0,GALAXY
192.35406,-1.9352674,6121.0,1.0,150.0,0.08782341,336.0,51999.0,GALAXY
183.4643,1.0233674,752.0,6.0,266.0,9.418482e-06,323.0,51615.0,STAR
178.10735,-2.8476928,1231.0,3.0,59.0,0.4156941,330.0,52370.0,GALAXY
183.49981,0.70308259,756.0,5.0,452.0,0.0001488038,324.0,51666.0,STAR
30.68859,-1.0990528,4263.0,1.0,320.0,0.0427745,404.0,51812.0,GALAXY
31.069836,-1.1441261,4263.0,1.0,323.0,0.1299322,404.0,51812.0,GALAXY
7.29812770000001,-0.40624558,4263.0,3.0,164.0,0.7730765,4221.0,55443.0,GALAXY
190.628,-2.5377176,6121.0,5.0,145.0,0.2738249,335.0,52000.0,GALAXY
193.66452,-2.5172806,1140.0,3.0,272.0,0.07124927,337.0,51997.0,GALAXY
227.84311,-1.0819016,752.0,1.0,563.0,0.1237822,311.0,51665.0,GALAXY
222.76247,0.39023186,756.0,4.0,714.0,0.05590013,309.0,51994.0,GALAXY
162.40221,-2.9679524,1241.0,2.0,160.0,0.5129469,3786.0,55563.0,GALAXY
335.69845,1.3611339,7717.0,2.0,167.0,0.9667774,9241.0,58014.0,GALAXY
244.22672,8.1935754,3996.0,4.0,267.0,-0.0007128806,4896.0,55712.0,STAR
175.64181,-3.0118691,5973.0,2.0,56.0,-6.415733e-05,329.0,52056.0,STAR
302.73238,59.423889,6162.0,2.0,274.0,-0.0001493291,2554.0,54263.0,STAR
353.30312,-1.1733242,4145.0,1.0,65.0,0.08945134,384.0,51821.0,GALAXY
211.89442,32.762597,4570.0,5.0,31.0,3.295121,3858.0,55273.0,QSO
152.45883,7.0453713,3015.0,5.0,256.0,0.4485297,4875.0,55677.0,GALAXY
40.163757,-0.29817662,4263.0,3.0,384.0,-5.919384e-05,3126.0,54804.0,STAR
255.09064,27.648961,4828.0,1.0,49.0,-0.0005394701,2829.0,54623.0,STAR
188.4074,-3.4898695,1140.0,1.0,237.0,0.06257594,335.0,52000.0,GALAXY
176.56279,-3.0711459,1140.0,2.0,158.0,0.09597174,329.0,52056.0,GALAXY
232.30863,5.9995658,3909.0,2.0,246.0,0.4561678,4885.0,55735.0,GALAXY
229.97604,6.463091,3910.0,6.0,131.0,-9.852141e-05,2902.0,54629.0,STAR
219.44833,30.200676,4576.0,4.0,644.0,0.5062271,3873.0,55277.0,GALAXY
182.88389,0.07001281,6793.0,4.0,149.0,-1.435242e-05,324.0,51666.0,STAR
126.05732,30.423344,2963.0,1.0,23.0,-0.000233598,3188.0,54831.0,STAR
129.45426,49.905066,1331.0,3.0,173.0,0.9700156,3697.0,55290.0,GALAXY
244.58125,14.939453,4674.0,4.0,275.0,0.5524886,4074.0,55679.0,GALAXY
29.235826,-2.8851035,7778.0,2.0,512.0,4.054703,9321.0,58069.0,QSO
120.1275,29.363746,2864.0,4.0,80.0,0.7183272,10292.0,58113.0,QSO
213.52354,3.020624,1458.0,5.0,592.0,0.4990887,4030.0,55634.0,GALAXY
226.12457,15.407878,5314.0,4.0,318.0,0.1989897,2765.0,54535.0,GALAXY
173.84804,-2.7546124,5973.0,6.0,51.0,0.1045342,327.0,52294.0,GALAXY
38.690952,-0.11528773,4874.0,3.0,679.0,0.2072663,3745.0,55234.0,GALAXY
238.82217,10.815609,5322.0,4.0,194.0,0.4765825,4879.0,55706.0,GALAXY
184.47297,-2.0368659,1231.0,5.0,102.0,0.4574193,333.0,52313.0,GALAXY
70.878341,11.325452,6514.0,4.0,80.0,0.000109792,2669.0,54086.0,STAR
185.09589,30.783896,5071.0,5.0,448.0,1.210945,11395.0,58488.0,QSO
163.60883,-1.8879255,1241.0,5.0,168.0,-0.000244324,3787.0,55565.0,STAR
177.86577,-3.0732733,1140.0,2.0,167.0,0.09145325,330.0,52370.0,GALAXY
227.66972,0.48588414,752.0,5.0,562.0,0.07301264,311.0,51665.0,GALAXY
226.63401,1.2381165,2327.0,2.0,29.0,0.03307973,310.0,51990.0,GALAXY
229.12191,0.14323275,752.0,4.0,572.0,0.1201614,312.0,51689.0,GALAXY
229.8659,0.86620929,752.0,6.0,576.0,0.1144623,312.0,51689.0,GALAXY
240.94991,25.562975,4002.0,4.0,215.0,0.5107073,3940.0,55327.0,GALAXY
39.941024,-4.5848592,7865.0,2.0,181.0,0.9463469,9314.0,57716.0,GALAXY
238.24728,14.434831,5194.0,5.0,803.0,0.000204103,3923.0,55325.0,STAR
119.7635,30.209064,2864.0,6.0,83.0,0.8725852,10292.0,58113.0,GALAXY
185.2229,-2.1260522,1140.0,4.0,216.0,0.1873898,333.0,52313.0,GALAXY
236.14855,14.489863,5330.0,3.0,48.0,0.3811927,4890.0,55741.0,GALAXY
190.92066,-3.4284797,6005.0,5.0,140.0,0.1590849,336.0,51999.0,GALAXY
183.84764,0.56994549,752.0,5.0,269.0,0.0001522129,323.0,51615.0,STAR
176.25358,-3.5515083,1231.0,1.0,47.0,0.1203461,329.0,52056.0,GALAXY
234.87391,6.4097925,3903.0,3.0,356.0,0.503647,4881.0,55733.0,GALAXY
191.6018,-2.1100025,6121.0,3.0,148.0,0.082171,336.0,51999.0,GALAXY
43.781342,-0.82815639,4263.0,2.0,408.0,-9.965608e-05,3184.0,54850.0,STAR
346.42331,0.29343223,4874.0,4.0,330.0,0.05387172,380.0,51792.0,GALAXY
169.56687,-1.0855728,6793.0,1.0,60.0,0.6841558,3838.0,55588.0,QSO
29.924852,1.2031242,7717.0,1.0,529.0,0.6604466,4271.0,55507.0,GALAXY
178.77024,-3.3186261,1231.0,2.0,64.0,0.1672491,330.0,52370.0,GALAXY
190.34511,36.714994,4470.0,2.0,45.0,1.137209,3969.0,55307.0,QSO
129.29515,49.882879,1331.0,3.0,172.0,0.6880528,3697.0,55290.0,GALAXY
201.95162,24.856624,5116.0,5.0,204.0,-8.006444e-05,3301.0,54939.0,STAR
359.4355,-0.97345099,2662.0,1.0,279.0,1.623551,4216.0,55477.0,QSO
153.86484,53.686015,2863.0,4.0,188.0,-0.0001852236,3324.0,54943.0,STAR
188.4345,-2.8445047,1231.0,3.0,128.0,-2.236733e-05,334.0,51993.0,STAR
244.47994,15.225124,4670.0,4.0,311.0,0.7644266,4074.0,55679.0,QSO
175.85775,-1.7078063,5973.0,3.0,64.0,0.1043783,328.0,52282.0,GALAXY
184.14777,-3.1023052,1140.0,2.0,209.0,0.1111468,333.0,52313.0,GALAXY
225.76856,-0.2897507,752.0,3.0,549.0,0.1375416,310.0,51990.0,GALAXY
174.14848,-1.6521721,5976.0,6.0,170.0,0.4008404,327.0,52294.0,GALAXY
353.73831,-0.65009966,4263.0,2.0,74.0,0.09378752,384.0,51821.0,GALAXY
127.51183,56.661311,4204.0,5.0,170.0,-0.0001274485,3362.0,54939.0,STAR
182.79975,-0.10921227,756.0,3.0,447.0,-0.0001651005,323.0,51615.0,STAR
152.82511,7.5887075,3015.0,6.0,259.0,0.5128402,4875.0,55677.0,GALAXY
26.881419,15.830576,7713.0,2.0,403.0,1.196047,11044.0,58508.0,QSO
192.10189,-2.7395969,6005.0,2.0,145.0,0.09730297,336.0,51999.0,GALAXY
222.70806,0.028998988,752.0,4.0,529.0,1.967892,308.0,51662.0,QSO
188.09557,-2.3831407,1231.0,4.0,126.0,1.151775,335.0,52000.0,QSO
227.90416,-0.27293268,752.0,3.0,563.0,0.05024774,311.0,51665.0,GALAXY
4.5224235,-0.10407894,2728.0,3.0,443.0,0.1557404,389.0,51795.0,GALAXY
152.99146,7.4230982,3015.0,6.0,260.0,0.5367855,4875.0,55677.0,GALAXY
227.70134,6.7198172,3910.0,6.0,116.0,0.522502,4878.0,55710.0,GALAXY
201.01708,-2.2293931,2333.0,4.0,28.0,0.08551554,341.0,51690.0,GALAXY
136.67921,20.396716,5071.0,2.0,150.0,0.0005981672,9563.0,58070.0,STAR
117.5073,41.106153,1331.0,6.0,92.0,0.4538637,3674.0,55182.0,GALAXY
358.02976,-0.5806473,2728.0,2.0,400.0,0.1775113,386.0,51788.0,GALAXY
129.36259,49.617696,1345.0,2.0,146.0,0.5513834,3697.0,55290.0,GALAXY
192.26941,-1.5398391,6005.0,2.0,153.0,0.07790178,336.0,51999.0,GALAXY
227.50301,6.9117744,3903.0,2.0,307.0,2.494579,4878.0,55710.0,QSO
34.282287,-1.7178743,7780.0,5.0,131.0,0.9555422,9317.0,58070.0,GALAXY
237.33184,6.1119679,3903.0,3.0,373.0,0.5827358,4877.0,55707.0,GALAXY
190.58503,37.120452,4470.0,3.0,46.0,0.6155464,3969.0,55307.0,GALAXY
240.80276,7.4355311,3836.0,4.0,609.0,0.6205531,4893.0,55709.0,GALAXY
190.4368,37.073903,4470.0,3.0,45.0,0.5283772,3969.0,55307.0,GALAXY
237.37195,6.7814102,3903.0,5.0,373.0,-0.0005154578,4877.0,55707.0,STAR
40.947181,-3.6320305,7881.0,5.0,295.0,0.9346166,9315.0,57713.0,GALAXY
153.08002,6.3903631,2986.0,4.0,230.0,0.53818,4876.0,55679.0,GALAXY
177.38804,-3.4345988,1140.0,1.0,163.0,0.0266979,329.0,52056.0,GALAXY
25.646871,0.89767797,4263.0,6.0,287.0,0.3774815,401.0,51788.0,GALAXY
187.97557,19.385523,5225.0,2.0,154.0,0.05137801,2612.0,54480.0,GALAXY
126.27939,36.270496,6727.0,6.0,103.0,-8.316665e-06,3229.0,54876.0,STAR
31.245442,-0.26363453,4263.0,3.0,324.0,0.04210819,404.0,51812.0,GALAXY
71.328292,11.871233,6519.0,5.0,78.0,0.0001058557,2669.0,54086.0,STAR
186.06932,-2.9370358,1140.0,2.0,221.0,0.1086881,333.0,52313.0,GALAXY
184.09037,-0.1131463,756.0,3.0,456.0,0.0002805365,324.0,51666.0,STAR
241.11107,25.451165,4002.0,4.0,216.0,0.4250862,3940.0,55327.0,QSO
194.25373,-2.4701224,1140.0,3.0,276.0,0.4125776,337.0,51997.0,GALAXY
41.597025,-4.8591826,7881.0,2.0,299.0,0.6764066,9315.0,57713.0,GALAXY
44.098041,0.01089261,4263.0,4.0,410.0,6.539941e-05,3184.0,54850.0,STAR
220.41532,0.18156749,752.0,4.0,513.0,-0.0002669035,308.0,51662.0,STAR
223.37385,-0.20838685,752.0,3.0,533.0,0.04438813,309.0,51994.0,GALAXY
171.93702,-3.3586104,1140.0,1.0,127.0,0.1191739,326.0,52375.0,GALAXY
30.216973,1.3036062,8062.0,1.0,98.0,0.5806488,4271.0,55507.0,GALAXY
196.73751,35.993544,4512.0,1.0,11.0,0.7508152,3977.0,55335.0,GALAXY
37.653378,-4.160151,7881.0,4.0,273.0,2.765975,9319.0,58043.0,QSO
185.21646,-2.4878676,1231.0,4.0,107.0,0.3702479,333.0,52313.0,GALAXY
200.89153,23.215114,5116.0,1.0,199.0,6.572134e-05,3301.0,54939.0,STAR
212.49573,33.799093,4512.0,2.0,98.0,0.4877885,3858.0,55273.0,GALAXY
126.16105,36.669968,2711.0,4.0,133.0,-0.0002162116,3229.0,54876.0,STAR
251.66932,19.313077,4002.0,5.0,293.0,0.721345,4179.0,55684.0,GALAXY
228.16587,0.72961594,2327.0,1.0,39.0,0.1371596,311.0,51665.0,GALAXY
185.69167,30.816239,5071.0,5.0,451.0,1.04176,11395.0,58488.0,QSO
223.89034,0.61591945,752.0,5.0,537.0,0.07532337,309.0,51994.0,GALAXY
126.41434,36.135834,4516.0,6.0,23.0,-8.677661e-05,3229.0,54876.0,STAR
205.62465,36.260166,4470.0,5.0,127.0,0.6805521,3986.0,55329.0,GALAXY
230.65711,6.99243,3903.0,3.0,328.0,-0.0003351664,2902.0,54629.0,STAR
53.237649,17.574685,6475.0,4.0,92.0,-2.525159e-05,3187.0,54821.0,STAR
333.64405,0.65892376,4207.0,5.0,195.0,0.7691005,9239.0,58018.0,GALAXY
227.86346,0.6747793,2327.0,1.0,37.0,0.1397841,311.0,51665.0,GALAXY
211.76635,33.160374,4470.0,1.0,164.0,-8.136938e-05,3858.0,55273.0,STAR
241.62327,38.442184,3177.0,4.0,218.0,1.604215e-05,3467.0,54999.0,STAR
238.33986,14.000506,5194.0,4.0,805.0,0.5718978,3923.0,55325.0,QSO
169.65015,-0.85573149,756.0,1.0,359.0,0.724504,3838.0,55588.0,GALAXY
251.56524,26.744086,3918.0,2.0,374.0,0.3961175,4185.0,55469.0,GALAXY
153.2759,6.6238994,3015.0,4.0,262.0,0.5673382,4876.0,55679.0,GALAXY
254.42941,28.181674,3705.0,2.0,366.0,-0.0008404239,2829.0,54623.0,STAR
191.62884,-2.0114042,6121.0,3.0,149.0,0.08438782,336.0,51999.0,GALAXY
182.82574,-0.94322864,756.0,1.0,448.0,-3.834305e-06,323.0,51615.0,STAR
34.524463,-0.94613436,4874.0,1.0,651.0,0.8436492,9317.0,58070.0,GALAXY
3.9662855,-0.30599922,4263.0,3.0,142.0,0.03818544,389.0,51795.0,GALAXY
251.30631,27.71423,3964.0,4.0,267.0,2.504087,4185.0,55469.0,QSO
137.21203,20.677399,5071.0,2.0,154.0,0.7821591,9563.0,58070.0,GALAXY
188.99824,-3.2377361,1231.0,2.0,132.0,0.1864518,335.0,52000.0,GALAXY
183.81999,0.21682154,756.0,4.0,454.0,0.0003275835,324.0,51666.0,STAR
232.34612,7.6174099,3903.0,5.0,339.0,0.04316634,4885.0,55735.0,GALAXY
188.25436,-3.302777,1231.0,2.0,127.0,1.014446,335.0,52000.0,QSO
8.68218150000001,2.2290818,7717.0,3.0,387.0,0.488993,4304.0,55506.0,GALAXY
184.85276,-2.20746,1140.0,4.0,213.0,0.08060263,333.0,52313.0,GALAXY
234.17485,-0.25850478,752.0,3.0,605.0,-1.506498e-05,315.0,51663.0,STAR
130.70559,39.14002,2777.0,2.0,161.0,0.6061327,3765.0,55508.0,GALAXY
239.16392,-0.7769061,752.0,2.0,639.0,0.2145752,343.0,51692.0,GALAXY
223.54572,0.16924276,752.0,4.0,534.0,0.08331238,309.0,51994.0,GALAXY
242.15657,38.159948,3180.0,4.0,227.0,-0.0006501869,3467.0,54999.0,STAR
241.27928,25.391849,4002.0,4.0,217.0,0.4085892,3940.0,55327.0,GALAXY
237.94568,25.645473,4512.0,5.0,255.0,0.5377828,3946.0,55659.0,GALAXY
227.53954,6.8582128,3903.0,2.0,308.0,0.6838996,4878.0,55710.0,GALAXY
225.87698,14.812236,5308.0,2.0,224.0,0.03638866,2765.0,54535.0,GALAXY
234.89621,0.39070616,756.0,4.0,795.0,0.1095909,315.0,51663.0,GALAXY
132.08737,2.7836251,2125.0,3.0,89.0,0.5574221,3813.0,55532.0,GALAXY
225.70883,15.398624,5308.0,3.0,222.0,0.1923124,2765.0,54535.0,GALAXY
43.561534,0.23477741,2820.0,4.0,157.0,-8.742132e-05,3184.0,54850.0,STAR
348.09315,-1.156896,4145.0,1.0,30.0,1.429069,381.0,51811.0,QSO
32.531111,-1.6895058,7780.0,5.0,119.0,0.799625,9316.0,58082.0,GALAXY
230.29373,0.051260127,752.0,4.0,579.0,0.4654295,312.0,51689.0,QSO
182.71686,-2.5386375,1140.0,3.0,199.0,0.4136778,332.0,52367.0,GALAXY
174.73295,-2.7479279,5973.0,4.0,54.0,0.1038964,327.0,52294.0,GALAXY
228.98842,-0.11475165,756.0,3.0,756.0,-0.0002474922,312.0,51689.0,STAR
188.23457,-3.098834,1140.0,2.0,236.0,0.1524745,334.0,51993.0,GALAXY
190.21165,-3.4603825,6121.0,6.0,139.0,0.06978835,335.0,52000.0,GALAXY
38.856747,-4.9008174,7881.0,2.0,280.0,0.7799568,9320.0,58069.0,GALAXY
176.70991,-3.1499497,1231.0,2.0,50.0,0.1700035,329.0,52056.0,GALAXY
233.8766,-0.6478414,752.0,2.0,603.0,0.1613446,315.0,51663.0,GALAXY
182.15648,-3.5353848,1140.0,1.0,195.0,0.204376,332.0,52367.0,GALAXY
232.04161,6.3556313,3910.0,6.0,144.0,0.4164079,4885.0,55735.0,GALAXY
229.89086,0.67828271,2327.0,1.0,50.0,0.03847428,312.0,51689.0,GALAXY
53.77074,0.16253894,4136.0,4.0,177.0,1.06661e-05,3156.0,54792.0,STAR
119.01103,27.260574,2864.0,2.0,66.0,-3.396169e-05,3227.0,54893.0,STAR
224.00999,0.13446614,752.0,4.0,537.0,0.08486958,309.0,51994.0,GALAXY
174.53658,-2.5975252,5976.0,4.0,166.0,0.0001473395,327.0,52294.0,STAR
178.13489,-2.1631074,1140.0,4.0,168.0,0.1510789,330.0,52370.0,GALAXY
7.6482742,0.63281131,4128.0,5.0,174.0,1.35387,4221.0,55443.0,QSO
221.46899,-1.0122385,2379.0,6.0,82.0,0.1308492,308.0,51662.0,GALAXY
221.37407,-0.10782003,756.0,3.0,705.0,0.2623786,308.0,51662.0,GALAXY
222.05013,-0.41590087,756.0,2.0,710.0,0.1306826,308.0,51662.0,GALAXY
175.77733,-2.4513738,5973.0,2.0,59.0,0.0,328.0,52282.0,GALAXY
10.128453,-0.61054148,2677.0,2.0,43.0,0.5668997,3587.0,55182.0,GALAXY
182.47118,-3.4317345,1140.0,1.0,197.0,0.09721491,332.0,52367.0,GALAXY
237.45793,0.052622977,752.0,4.0,627.0,0.08308603,342.0,51691.0,GALAXY
183.02536,-3.7182112,1231.0,1.0,92.0,0.2109178,332.0,52367.0,GALAXY
189.00397,-3.6124261,1231.0,1.0,132.0,0.0617599,335.0,52000.0,GALAXY
200.90316,-1.9707104,2333.0,5.0,27.0,0.08446419,341.0,51690.0,GALAXY
233.35902,0.33736567,756.0,4.0,785.0,0.08256026,315.0,51663.0,GALAXY
188.3787,-2.5729865,1140.0,3.0,237.0,3.767612e-05,334.0,51993.0,STAR
127.37513,37.099178,2711.0,3.0,139.0,-1.58337e-05,3229.0,54876.0,STAR
29.37516,-3.4070436,7780.0,1.0,98.0,0.907012,9321.0,58069.0,GALAXY
116.69954,37.692782,1331.0,3.0,71.0,0.2616839,3667.0,55566.0,GALAXY
229.73554,0.88019476,752.0,6.0,576.0,0.1159802,312.0,51689.0,GALAXY
174.52794,-2.3658687,5973.0,5.0,56.0,0.3938309,327.0,52294.0,GALAXY
182.41939,-1.0462073,756.0,1.0,445.0,0.0001280269,324.0,51666.0,STAR
177.37902,-3.5346478,1231.0,1.0,54.0,0.04310325,329.0,52056.0,GALAXY
118.43229,26.80805,2961.0,6.0,30.0,7.161257e-05,3227.0,54893.0,STAR
40.974517,-0.95734689,2820.0,1.0,140.0,2.078963,3650.0,55244.0,QSO
212.07635,33.461399,4512.0,1.0,96.0,2.304156,3858.0,55273.0,QSO
16.017511,-4.1808424,7865.0,5.0,22.0,1.843628,9336.0,57723.0,QSO
230.01871,0.72305068,756.0,5.0,763.0,0.1213782,312.0,51689.0,GALAXY
198.81901,-2.8268756,1231.0,3.0,197.0,0.3885606,340.0,51990.0,GALAXY
187.59461,-1.7460203,1140.0,5.0,232.0,0.08252451,334.0,51993.0,GALAXY
213.68335,3.0401535,1462.0,6.0,589.0,0.579942,4030.0,55634.0,GALAXY
120.11572,54.109145,4264.0,4.0,126.0,0.1027637,3682.0,55244.0,GALAXY
125.44512,29.586058,3462.0,5.0,109.0,-1.097016e-06,3188.0,54831.0,STAR
231.5945,39.232929,3965.0,3.0,14.0,2.487993e-05,2936.0,54626.0,STAR
127.30499,57.377807,4294.0,1.0,134.0,0.0001723721,3362.0,54939.0,STAR
172.22363,-3.119555,1231.0,2.0,20.0,0.1431678,326.0,52375.0,GALAXY
182.20869,-2.6290579,1140.0,3.0,196.0,0.09647461,332.0,52367.0,GALAXY
41.551936,-4.6611893,6572.0,3.0,186.0,0.8586372,9315.0,57713.0,GALAXY
38.339611,-1.1001493,3388.0,1.0,576.0,-6.493957e-05,3745.0,55234.0,STAR
235.88538,14.441255,5330.0,3.0,46.0,-4.351614e-05,4890.0,55741.0,STAR
243.35596,7.0758939,3996.0,1.0,263.0,0.314589,4895.0,55708.0,GALAXY
176.31493,-3.5311968,1231.0,1.0,47.0,0.0767372,329.0,52056.0,GALAXY
230.39922,20.786652,4670.0,5.0,214.0,0.4997627,3950.0,55680.0,GALAXY
183.56121,0.64233334,756.0,5.0,452.0,-9.352106e-05,323.0,51615.0,STAR
185.53913,-2.3705686,1231.0,4.0,109.0,0.2713769,333.0,52313.0,GALAXY
185.92238,-2.9614063,1140.0,2.0,220.0,0.06703913,333.0,52313.0,GALAXY
213.55353,2.9025792,1458.0,5.0,592.0,0.9283936,4030.0,55634.0,QSO
37.298152,-4.3873328,7865.0,3.0,163.0,0.7970602,9319.0,58043.0,GALAXY
209.03337,33.248523,4570.0,5.0,15.0,-0.0004311782,3861.0,55274.0,STAR
41.320571,-0.3650555,4263.0,3.0,392.0,-1.316821e-05,3650.0,55244.0,STAR
237.12166,-1.2069945,2334.0,4.0,276.0,0.08057857,342.0,51691.0,GALAXY
189.53647,-3.0607161,1140.0,2.0,245.0,0.1346934,335.0,52000.0,GALAXY
243.32155,6.8029245,3894.0,4.0,264.0,0.3227763,4895.0,55708.0,GALAXY
178.08421,-2.4828814,1140.0,3.0,168.0,0.1619828,329.0,52056.0,GALAXY
129.05722,49.761789,1331.0,3.0,171.0,0.5055377,3697.0,55290.0,GALAXY
180.82234,37.95297,4392.0,5.0,211.0,1.902581,8864.0,57428.0,QSO
