MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainTomorrow
21.0,41.7,0.0,15.2,11.7,48.0,28.0,6.0,18.0,7.0,1010.7,1006.4,2.0,5.0,31.9,39.9,No
22.2,39.9,0.0,14.4,13.1,39.0,24.0,11.0,18.0,15.0,1005.8,1002.0,0.0,2.0,33.8,39.3,No
7.4,26.1,0.0,5.6,11.0,30.0,7.0,13.0,59.0,26.0,1022.8,1019.1,0.0,0.0,16.4,25.5,No
20.2,32.1,0.0,8.4,11.0,48.0,17.0,30.0,77.0,38.0,1016.1,1011.9,2.0,1.0,24.9,31.2,No
2.0,21.1,0.0,4.0,10.3,26.0,2.0,11.0,51.0,19.0,1021.9,1018.5,2.0,0.0,10.3,20.4,No
25.6,32.4,0.0,3.0,9.4,35.0,7.0,22.0,79.0,70.0,1010.4,1007.2,7.0,7.0,28.9,31.2,Yes
24.1,34.3,0.6,6.0,11.7,41.0,15.0,26.0,68.0,46.0,1011.5,1007.8,2.0,4.0,28.7,33.4,No
25.1,36.1,0.0,7.0,11.4,33.0,11.0,24.0,61.0,34.0,1014.2,1010.0,1.0,1.0,29.6,33.3,No
23.6,39.6,0.0,18.8,11.6,54.0,22.0,31.0,19.0,15.0,1010.6,1005.8,1.0,5.0,33.8,37.8,No
23.9,36.7,0.0,15.4,9.4,43.0,24.0,22.0,36.0,22.0,1009.4,1006.5,3.0,5.0,29.5,35.6,No
22.1,33.2,0.0,12.8,3.1,50.0,28.0,30.0,38.0,31.0,1008.8,1006.6,7.0,6.0,29.4,31.7,No
24.8,33.5,3.4,7.4,4.7,43.0,9.0,15.0,84.0,75.0,1010.8,1007.6,7.0,7.0,27.3,29.0,No
28.2,36.6,0.0,8.0,12.0,33.0,19.0,19.0,64.0,31.0,1010.7,1006.8,3.0,1.0,30.5,35.4,No
15.1,37.5,0.0,14.2,11.4,37.0,19.0,11.0,9.0,8.0,1018.1,1012.9,0.0,2.0,32.4,36.7,No
26.6,33.7,0.0,5.8,6.6,43.0,9.0,11.0,70.0,83.0,1009.0,1005.9,4.0,7.0,31.3,28.3,Yes
25.1,32.2,33.0,7.8,8.7,31.0,9.0,15.0,90.0,70.0,1009.5,1006.9,6.0,6.0,28.0,31.2,Yes
17.7,38.6,0.0,15.4,8.9,72.0,28.0,13.0,4.0,8.0,1012.1,1007.1,4.0,7.0,31.5,36.1,No
28.5,32.6,0.0,6.8,6.5,52.0,26.0,37.0,77.0,69.0,1006.6,1003.7,8.0,7.0,30.1,32.0,No
26.5,34.0,0.2,3.4,7.0,31.0,13.0,15.0,69.0,49.0,1008.3,1005.0,7.0,7.0,30.3,33.2,No
22.4,33.0,0.0,8.0,11.0,48.0,17.0,28.0,70.0,44.0,1012.9,1009.0,1.0,1.0,26.8,32.0,No
19.9,33.1,0.0,8.0,9.5,30.0,19.0,15.0,47.0,35.0,1012.6,1009.1,6.0,7.0,23.9,32.8,No
28.1,34.5,0.0,7.0,8.4,43.0,15.0,28.0,70.0,63.0,1005.9,1003.4,7.0,7.0,30.3,33.8,No
21.3,39.0,0.0,14.4,12.0,46.0,31.0,22.0,21.0,14.0,1014.5,1009.5,1.0,3.0,33.3,38.1,No
-1.6,18.4,0.0,5.6,10.7,39.0,13.0,17.0,47.0,25.0,1026.0,1021.9,4.0,2.0,9.6,17.7,No
21.7,35.0,1.0,11.0,11.5,37.0,22.0,9.0,52.0,31.0,1007.0,1002.9,6.0,5.0,26.0,34.6,No
18.6,28.4,0.0,9.8,10.9,48.0,28.0,17.0,33.0,16.0,1014.7,1010.7,1.0,0.0,20.3,27.9,No
24.3,31.9,0.0,6.4,10.9,50.0,20.0,20.0,48.0,38.0,1013.3,1010.1,1.0,0.0,27.1,31.3,No
25.2,32.0,0.0,4.8,4.9,35.0,11.0,20.0,76.0,82.0,1012.4,1009.7,5.0,7.0,29.1,26.8,No
17.6,32.1,0.0,5.4,10.8,33.0,9.0,24.0,84.0,44.0,1014.8,1010.1,7.0,7.0,23.6,30.3,No
7.5,22.1,0.0,3.8,2.5,26.0,2.0,4.0,38.0,37.0,1023.7,1021.1,6.0,7.0,15.8,22.0,No
1.4,23.7,0.0,7.0,11.4,37.0,13.0,31.0,29.0,11.0,1025.3,1019.4,2.0,3.0,14.1,23.3,No
18.3,39.2,0.0,13.4,12.5,31.0,15.0,11.0,8.0,11.0,1014.5,1009.1,7.0,7.0,30.5,37.6,No
21.2,35.6,0.0,14.4,12.8,46.0,24.0,20.0,22.0,17.0,1015.7,1011.5,1.0,3.0,28.4,34.2,No
26.4,41.0,0.0,22.6,8.2,63.0,37.0,37.0,43.0,13.0,1002.3,999.2,7.0,7.0,31.7,39.6,No
17.5,29.7,0.0,18.8,0.0,54.0,11.0,22.0,19.0,12.0,1011.1,1006.8,7.0,7.0,23.6,29.4,No
22.5,32.0,29.8,8.2,3.8,37.0,17.0,13.0,90.0,58.0,1010.9,1006.9,7.0,6.0,23.2,31.1,No
26.3,31.6,0.0,6.2,3.8,30.0,15.0,17.0,79.0,85.0,1008.9,1006.2,7.0,7.0,29.1,28.0,No
13.5,28.1,0.0,12.8,11.4,41.0,28.0,22.0,22.0,11.0,1023.5,1018.1,2.0,1.0,19.3,26.7,No
24.2,34.9,0.0,8.0,10.9,39.0,20.0,30.0,59.0,44.0,1017.2,1012.5,1.0,3.0,28.4,31.6,No
5.8,18.9,0.0,3.2,6.9,43.0,7.0,30.0,54.0,30.0,1028.6,1026.0,5.0,5.0,10.9,18.0,No
21.5,32.8,0.0,5.4,10.5,37.0,19.0,15.0,74.0,30.0,1013.6,1009.8,1.0,0.0,26.4,32.1,No
21.1,32.9,0.0,5.0,10.8,31.0,15.0,20.0,71.0,54.0,1013.4,1010.3,2.0,3.0,26.2,29.3,No
21.1,32.7,1.6,6.0,10.2,39.0,11.0,20.0,66.0,48.0,1014.5,1009.6,2.0,2.0,28.3,31.3,Yes
23.5,34.9,0.0,7.4,11.6,35.0,15.0,24.0,71.0,30.0,1011.6,1007.9,2.0,1.0,28.5,33.8,No
14.2,35.5,0.0,10.8,11.6,31.0,15.0,15.0,25.0,12.0,1015.0,1010.8,0.0,0.0,24.0,34.4,No
7.2,21.2,0.0,11.4,10.9,31.0,19.0,13.0,39.0,30.0,1023.6,1020.4,1.0,6.0,14.8,19.2,No
15.3,26.0,0.0,2.6,1.7,37.0,15.0,24.0,67.0,53.0,1012.5,1010.6,6.0,7.0,21.1,24.6,No
25.6,33.9,0.0,7.2,11.4,35.0,15.0,28.0,71.0,52.0,1011.8,1008.7,3.0,2.0,29.5,33.0,No
25.2,32.1,23.4,5.6,4.8,39.0,17.0,26.0,94.0,67.0,1011.8,1008.3,6.0,7.0,26.4,31.7,Yes
4.1,16.4,0.0,3.8,1.4,31.0,11.0,15.0,60.0,39.0,1023.1,1020.4,7.0,7.0,9.5,15.6,No
16.2,36.6,0.0,16.0,12.5,37.0,24.0,17.0,16.0,8.0,1016.8,1011.8,0.0,2.0,27.0,35.7,No
26.1,33.7,0.0,3.2,10.6,30.0,6.0,17.0,68.0,58.0,1011.0,1008.0,2.0,1.0,30.5,32.5,No
20.9,32.3,0.0,7.2,10.9,31.0,11.0,24.0,65.0,52.0,1013.3,1009.8,0.0,1.0,26.8,30.9,No
23.2,34.1,0.0,8.6,10.9,44.0,19.0,28.0,51.0,25.0,1013.8,1010.8,7.0,7.0,26.4,33.4,No
19.2,30.1,0.0,6.6,10.5,39.0,24.0,11.0,48.0,33.0,1015.3,1013.2,6.0,5.0,22.0,29.1,No
26.5,33.7,0.0,4.6,10.5,33.0,13.0,26.0,68.0,49.0,1013.5,1010.0,4.0,1.0,29.1,33.0,No
22.4,31.4,0.0,6.2,10.6,39.0,15.0,20.0,62.0,48.0,1016.3,1012.2,2.0,2.0,27.7,30.5,No
24.7,32.6,24.4,5.8,7.1,28.0,17.0,15.0,81.0,71.0,1013.8,1010.4,6.0,7.0,26.9,30.1,No
28.2,33.6,0.0,6.8,8.0,41.0,19.0,26.0,73.0,60.0,1010.1,1006.7,5.0,4.0,30.6,32.8,Yes
25.4,35.0,0.0,9.2,10.4,46.0,22.0,31.0,58.0,44.0,1014.6,1010.6,1.0,2.0,29.4,31.9,No
6.1,22.0,0.0,2.4,9.0,44.0,20.0,20.0,71.0,47.0,1019.7,1014.9,2.0,3.0,11.2,21.2,No
23.4,33.5,9.4,7.8,10.4,35.0,15.0,24.0,64.0,49.0,1010.3,1005.6,7.0,7.0,30.4,32.9,No
16.0,33.6,0.0,13.2,11.9,43.0,15.0,15.0,26.0,16.0,1013.2,1009.8,1.0,1.0,25.9,32.1,No
25.4,33.6,0.0,4.8,9.5,33.0,13.0,17.0,68.0,57.0,1013.8,1010.4,3.0,3.0,28.8,31.6,No
3.9,21.4,0.0,4.0,6.0,30.0,7.0,17.0,61.0,34.0,1019.6,1014.4,5.0,7.0,13.5,20.9,Yes
15.2,38.9,0.0,15.8,13.2,48.0,26.0,20.0,4.0,1.0,1014.9,1011.6,1.0,1.0,31.7,37.5,No
20.6,30.5,0.0,6.0,9.9,33.0,15.0,24.0,77.0,54.0,1017.8,1012.6,3.0,1.0,24.7,29.8,No
26.8,34.7,0.0,8.0,11.8,30.0,11.0,22.0,62.0,53.0,1011.2,1007.5,6.0,6.0,31.7,34.1,No
23.2,32.3,20.8,6.4,9.9,56.0,2.0,24.0,77.0,67.0,1008.9,1006.2,7.0,6.0,28.5,31.6,No
22.5,34.7,0.0,5.8,10.9,37.0,17.0,20.0,70.0,39.0,1011.9,1008.8,0.0,3.0,28.1,33.4,Yes
26.8,33.2,1.8,5.4,3.8,67.0,17.0,7.0,78.0,99.0,1008.8,1006.3,7.0,7.0,30.7,25.3,Yes
23.5,30.3,61.8,7.0,1.6,65.0,37.0,46.0,87.0,73.0,1002.2,1000.9,7.0,8.0,27.1,29.1,Yes
6.0,28.6,0.0,7.0,11.2,31.0,2.0,11.0,22.0,9.0,1022.8,1018.6,0.0,1.0,19.1,27.9,No
21.0,39.5,0.0,13.4,12.2,41.0,15.0,11.0,30.0,15.0,1010.8,1005.4,2.0,5.0,32.6,38.2,No
5.0,26.9,0.0,4.8,10.5,33.0,6.0,9.0,47.0,16.0,1020.8,1015.9,0.0,2.0,12.9,26.2,No
23.8,33.5,0.0,6.6,11.4,41.0,17.0,26.0,58.0,42.0,1014.4,1011.1,7.0,5.0,27.9,33.0,No
19.6,35.2,0.0,14.8,8.8,46.0,22.0,20.0,34.0,14.0,1013.0,1008.4,5.0,6.0,26.4,33.7,No
21.2,32.2,0.0,5.8,9.4,31.0,11.0,24.0,68.0,46.0,1015.7,1010.8,4.0,1.0,28.0,31.2,No
21.5,28.1,0.0,9.6,0.0,48.0,11.0,17.0,36.0,47.0,1014.0,1012.0,8.0,8.0,26.8,27.6,No
23.9,33.9,0.0,7.2,11.2,39.0,20.0,24.0,68.0,43.0,1014.9,1011.1,3.0,1.0,28.7,32.3,No
4.1,24.3,0.0,7.8,11.1,52.0,9.0,26.0,32.0,14.0,1028.1,1023.3,0.0,0.0,15.9,23.8,No
19.6,31.5,0.0,12.0,9.2,46.0,19.0,22.0,21.0,10.0,1019.7,1015.1,5.0,1.0,22.5,30.6,No
23.0,31.5,44.6,7.6,3.9,89.0,39.0,39.0,84.0,73.0,1000.7,998.9,8.0,7.0,26.9,30.4,Yes
25.0,34.1,0.0,9.2,11.1,44.0,24.0,19.0,46.0,39.0,1012.7,1008.9,1.0,2.0,28.0,33.1,No
18.2,29.8,0.0,6.4,10.8,43.0,19.0,13.0,42.0,23.0,1015.5,1012.4,0.0,0.0,21.6,29.2,No
24.9,34.3,0.0,10.4,11.3,39.0,13.0,24.0,62.0,49.0,1015.1,1010.4,2.0,2.0,29.6,32.9,No
25.3,34.7,0.0,5.4,11.2,31.0,13.0,15.0,66.0,46.0,1012.2,1009.0,5.0,4.0,30.2,33.9,No
26.8,34.2,0.0,6.4,9.5,31.0,17.0,19.0,69.0,57.0,1008.3,1004.9,7.0,7.0,30.7,33.1,No
21.2,36.2,0.0,14.8,12.1,46.0,24.0,24.0,25.0,17.0,1009.3,1004.6,0.0,1.0,29.0,35.3,No
24.4,33.7,0.0,6.6,9.4,28.0,15.0,15.0,74.0,57.0,1012.8,1008.9,3.0,7.0,28.1,31.8,No
18.3,29.8,0.0,8.4,10.5,41.0,19.0,13.0,43.0,24.0,1016.7,1013.1,3.0,2.0,21.9,29.4,No
24.0,30.7,18.4,4.6,2.9,39.0,15.0,6.0,85.0,75.0,1004.8,1002.1,7.0,7.0,27.5,30.0,Yes
18.2,33.0,0.0,9.0,10.5,39.0,9.0,19.0,48.0,37.0,1017.0,1012.2,0.0,4.0,24.4,31.7,No
12.9,36.1,0.0,10.2,13.3,30.0,17.0,7.0,10.0,7.0,1012.4,1008.3,0.0,5.0,29.8,34.4,No
11.9,26.0,0.0,5.6,3.4,26.0,9.0,11.0,52.0,32.0,1020.2,1015.7,7.0,8.0,16.6,25.3,No
21.0,29.6,0.0,5.0,3.0,35.0,26.0,17.0,73.0,53.0,1013.0,1010.8,7.0,7.0,22.9,28.8,No
23.9,39.5,0.4,9.0,4.1,96.0,9.0,31.0,58.0,29.0,1007.1,1003.7,7.0,7.0,28.8,36.7,Yes
4.0,16.2,0.0,4.0,10.3,37.0,13.0,22.0,58.0,35.0,1027.4,1023.8,1.0,1.0,9.8,15.9,No
26.5,31.1,0.4,5.4,1.3,35.0,22.0,24.0,89.0,73.0,1006.6,1004.5,7.0,7.0,27.7,29.5,Yes
24.4,33.5,19.2,5.6,8.1,43.0,11.0,17.0,78.0,65.0,1008.9,1006.0,6.0,7.0,29.2,31.6,Yes
16.2,30.3,0.0,6.2,11.0,37.0,13.0,22.0,58.0,26.0,1017.1,1013.5,0.0,0.0,24.0,28.5,No
21.9,31.9,0.0,7.8,10.0,44.0,28.0,30.0,26.0,27.0,1015.5,1011.9,5.0,3.0,23.0,31.1,No
2.0,24.7,0.0,7.6,11.4,35.0,15.0,13.0,20.0,14.0,1022.8,1017.6,1.0,0.0,16.1,23.1,No
23.8,31.3,22.6,5.4,3.1,35.0,13.0,26.0,91.0,72.0,1005.4,1003.3,6.0,7.0,27.2,29.6,No
21.9,33.3,0.6,8.6,2.8,35.0,17.0,11.0,66.0,39.0,1009.8,1006.5,7.0,7.0,24.8,30.8,No
14.7,27.1,0.0,10.2,7.5,43.0,30.0,26.0,27.0,21.0,1022.1,1019.4,3.0,7.0,20.5,26.1,No
25.0,43.1,0.0,16.8,12.9,52.0,20.0,31.0,17.0,8.0,1009.8,1005.2,1.0,3.0,36.6,41.7,No
25.9,39.9,0.2,13.4,5.6,54.0,9.0,28.0,36.0,42.0,1007.9,1005.5,4.0,6.0,33.2,32.7,Yes
9.8,18.0,0.0,7.4,6.7,52.0,33.0,30.0,52.0,36.0,1028.5,1026.5,7.0,5.0,14.3,17.1,No
22.6,29.3,27.6,12.4,0.0,78.0,24.0,28.0,99.0,78.0,1007.1,1002.4,8.0,8.0,24.3,28.1,Yes
21.2,31.9,0.0,5.0,10.7,28.0,9.0,17.0,71.0,55.0,1012.4,1009.4,2.0,1.0,27.6,31.3,No
6.1,13.8,0.0,5.2,0.0,39.0,9.0,13.0,41.0,52.0,1028.9,1027.3,7.0,7.0,9.6,11.7,Yes
25.2,33.0,0.0,6.4,8.6,52.0,7.0,11.0,70.0,65.0,1012.7,1008.8,1.0,4.0,30.4,30.3,Yes
16.4,30.2,0.0,11.2,11.0,28.0,11.0,7.0,34.0,22.0,1016.3,1012.4,0.0,1.0,22.9,29.2,No
22.0,38.0,0.0,14.6,12.4,48.0,30.0,20.0,15.0,8.0,1013.7,1009.0,1.0,1.0,32.0,36.3,No
20.6,31.0,2.6,2.2,6.5,35.0,24.0,13.0,62.0,52.0,1013.1,1009.4,7.0,7.0,23.4,30.7,No
24.6,33.9,0.0,6.4,9.5,48.0,9.0,22.0,71.0,57.0,1013.1,1009.0,4.0,1.0,29.1,32.2,No
17.3,29.6,0.0,6.0,11.0,28.0,20.0,19.0,72.0,57.0,1015.4,1011.5,1.0,1.0,22.7,27.9,No
26.3,30.9,5.4,4.2,0.0,52.0,24.0,17.0,79.0,90.0,1003.9,1004.1,8.0,8.0,29.6,24.1,Yes
25.3,34.4,0.0,5.4,7.3,39.0,15.0,13.0,79.0,52.0,1010.5,1006.9,7.0,5.0,29.0,34.2,Yes
-1.7,14.6,0.0,3.8,10.1,43.0,13.0,20.0,58.0,26.0,1027.9,1024.2,1.0,0.0,6.7,13.9,No
17.9,29.9,0.0,7.2,11.1,35.0,19.0,17.0,32.0,16.0,1016.2,1012.0,1.0,1.0,21.2,29.1,No
0.4,17.1,0.0,5.8,10.7,46.0,17.0,22.0,49.0,28.0,1029.1,1024.9,1.0,0.0,10.0,17.0,No
8.2,15.9,0.0,1.4,4.3,57.0,19.0,17.0,58.0,52.0,1021.0,1017.3,7.0,8.0,12.7,14.4,No
26.1,34.0,0.0,7.2,11.0,33.0,15.0,19.0,80.0,57.0,1011.6,1007.7,2.0,2.0,29.1,32.5,No
8.9,29.9,0.0,6.8,10.6,41.0,19.0,26.0,15.0,6.0,1019.7,1015.3,0.0,0.0,19.5,29.0,No
25.8,32.6,0.0,6.8,9.9,31.0,11.0,17.0,80.0,65.0,1011.3,1007.7,5.0,6.0,29.3,31.3,Yes
8.3,24.2,0.0,6.4,8.3,35.0,4.0,19.0,44.0,23.0,1022.4,1018.6,7.0,7.0,17.3,23.6,No
24.2,31.4,3.6,5.4,3.6,33.0,7.0,22.0,83.0,67.0,1005.7,1003.8,7.0,7.0,26.7,30.3,Yes
14.6,32.2,0.0,11.6,12.9,41.0,22.0,19.0,22.0,15.0,1013.9,1010.0,0.0,1.0,23.8,30.4,No
11.9,36.7,0.0,11.6,12.2,43.0,31.0,15.0,12.0,6.0,1018.3,1013.6,6.0,3.0,32.0,36.0,No
24.0,31.1,1.0,3.4,2.3,30.0,17.0,7.0,81.0,80.0,1007.8,1004.0,8.0,6.0,27.3,28.8,Yes
23.8,29.8,22.4,6.4,3.4,81.0,39.0,44.0,79.0,72.0,1003.6,1001.3,7.0,7.0,28.1,29.8,Yes
24.3,33.2,0.0,7.4,10.8,33.0,7.0,19.0,73.0,53.0,1010.9,1007.0,2.0,1.0,28.3,32.0,No
24.2,34.2,0.0,7.0,9.7,39.0,11.0,17.0,69.0,44.0,1013.6,1009.9,1.0,4.0,29.3,32.9,Yes
25.2,33.3,2.0,6.0,8.1,35.0,9.0,28.0,77.0,67.0,1010.3,1007.1,3.0,2.0,29.5,32.5,No
23.5,29.4,23.2,4.8,2.0,43.0,9.0,11.0,93.0,74.0,1008.7,1006.5,8.0,7.0,23.9,28.1,Yes
17.0,38.1,0.0,12.2,13.4,52.0,11.0,30.0,20.0,10.0,1010.0,1005.6,0.0,1.0,30.2,37.4,No
24.4,28.0,30.0,1.0,0.0,72.0,20.0,28.0,96.0,96.0,998.8,996.0,7.0,7.0,24.8,25.3,Yes
24.7,34.9,18.2,8.6,9.0,33.0,11.0,24.0,71.0,58.0,1014.1,1010.0,6.0,1.0,28.6,31.4,No
27.3,32.1,0.0,5.0,3.7,33.0,6.0,9.0,82.0,69.0,1009.4,1006.1,5.0,4.0,29.7,30.6,Yes
-1.1,19.1,0.0,4.8,10.6,31.0,6.0,17.0,55.0,27.0,1027.5,1023.8,0.0,1.0,8.2,17.6,No
20.7,30.0,1.0,12.8,5.6,44.0,24.0,26.0,61.0,27.0,1012.8,1008.8,7.0,3.0,21.6,28.0,No
26.7,34.4,0.0,4.5,10.0,35.0,13.0,17.0,68.0,54.0,1007.7,1004.2,6.0,6.0,30.9,33.7,Yes
20.7,35.4,0.0,6.4,11.0,48.0,9.0,26.0,64.0,54.0,1014.1,1009.3,5.0,3.0,27.3,30.6,No
24.5,34.9,0.2,6.8,6.5,50.0,9.0,20.0,79.0,58.0,1011.3,1007.2,7.0,6.0,26.5,31.9,Yes
14.2,30.8,0.0,11.8,12.1,48.0,26.0,20.0,16.0,5.0,1018.9,1014.8,1.0,1.0,23.5,29.7,No
21.2,33.7,0.0,10.4,10.3,37.0,22.0,24.0,48.0,30.0,1000.2,996.5,3.0,7.0,28.4,33.5,No
28.0,32.9,0.0,7.0,7.4,31.0,7.0,22.0,67.0,64.0,1010.0,1006.8,3.0,7.0,30.1,31.6,No
25.8,34.7,0.0,9.0,9.8,30.0,9.0,17.0,74.0,51.0,1010.1,1006.4,6.0,7.0,29.9,33.6,No
22.4,28.3,0.0,16.0,1.0,44.0,24.0,20.0,57.0,57.0,1015.2,1013.8,8.0,8.0,23.0,25.8,No
19.8,33.8,0.0,9.4,8.6,41.0,24.0,11.0,26.0,13.0,1014.7,1010.4,3.0,3.0,23.8,33.5,No
13.0,23.8,3.8,8.0,4.2,46.0,13.0,11.0,85.0,43.0,1013.8,1008.6,8.0,4.0,13.4,22.5,Yes
22.5,34.9,0.0,5.8,10.4,43.0,11.0,30.0,77.0,32.0,1012.2,1007.7,2.0,1.0,27.6,33.2,No
0.9,14.8,0.0,3.6,10.0,43.0,13.0,20.0,83.0,36.0,1028.3,1024.9,6.0,7.0,7.3,14.4,No
12.4,32.8,0.0,7.2,11.1,30.0,13.0,13.0,26.0,14.0,1016.0,1012.1,0.0,1.0,22.9,32.4,No
20.6,25.3,9.0,3.2,0.0,39.0,15.0,15.0,82.0,96.0,1000.6,1002.3,7.0,8.0,22.8,22.4,Yes
18.7,36.0,0.0,10.6,11.8,48.0,7.0,15.0,28.0,14.0,1015.3,1011.2,1.0,1.0,28.8,34.4,No
12.7,36.6,0.0,9.4,11.9,46.0,13.0,13.0,19.0,8.0,1013.3,1007.7,0.0,1.0,25.1,34.4,No
27.6,40.2,0.4,11.8,10.3,35.0,15.0,13.0,42.0,19.0,1006.6,1002.7,5.0,4.0,32.6,39.0,No
22.6,33.5,0.0,6.2,10.6,39.0,11.0,22.0,66.0,45.0,1014.1,1010.0,2.0,3.0,27.0,31.7,No
26.0,33.4,0.0,5.2,10.4,33.0,7.0,26.0,78.0,65.0,1011.1,1008.1,5.0,5.0,30.2,32.4,Yes
20.3,31.0,0.0,8.0,10.7,31.0,9.0,19.0,74.0,51.0,1017.2,1013.3,1.0,1.0,25.8,30.0,No
21.9,37.2,0.6,6.8,8.8,48.0,19.0,11.0,34.0,23.0,1012.5,1009.6,7.0,7.0,30.4,35.5,No
14.5,34.2,0.0,11.0,12.3,37.0,11.0,13.0,27.0,14.0,1009.3,1005.5,2.0,7.0,26.7,31.9,No
8.9,31.5,0.0,7.2,11.6,48.0,19.0,11.0,11.0,6.0,1012.7,1006.7,0.0,0.0,21.7,30.6,No
7.5,26.7,0.0,4.8,8.7,24.0,2.0,6.0,49.0,15.0,1018.1,1015.5,6.0,5.0,12.4,26.2,No
24.5,30.1,0.4,5.6,1.6,54.0,9.0,9.0,85.0,75.0,1010.2,1007.5,6.0,7.0,27.6,28.9,Yes
25.4,40.8,0.0,13.8,12.8,41.0,28.0,22.0,33.0,23.0,1006.1,1002.3,0.0,4.0,32.7,38.6,No
15.0,36.1,0.0,16.0,12.8,44.0,22.0,22.0,20.0,8.0,1009.4,1006.1,6.0,6.0,28.2,35.5,No
19.6,30.6,0.0,5.2,7.1,35.0,15.0,15.0,54.0,47.0,1013.8,1009.5,6.0,6.0,23.0,29.0,No
13.3,29.4,0.0,7.2,10.9,44.0,17.0,15.0,23.0,11.0,1016.2,1012.1,1.0,1.0,19.7,29.0,No
3.0,22.0,0.0,3.4,10.8,31.0,11.0,13.0,38.0,17.0,1022.9,1019.7,1.0,1.0,14.0,21.3,No
13.5,31.9,0.0,9.4,10.2,50.0,7.0,22.0,36.0,19.0,1019.4,1015.3,1.0,5.0,22.8,30.7,No
6.6,19.9,0.0,5.2,10.3,41.0,6.0,19.0,42.0,23.0,1023.1,1021.0,0.0,1.0,12.2,19.4,No
11.7,27.2,0.0,6.8,9.2,39.0,26.0,22.0,27.0,15.0,1018.7,1014.5,4.0,5.0,18.9,26.8,No
11.5,18.5,0.0,4.0,10.4,48.0,22.0,24.0,47.0,20.0,1023.9,1020.9,1.0,0.0,13.7,17.9,No
20.9,32.0,0.0,6.2,10.8,35.0,20.0,20.0,59.0,46.0,1015.8,1011.2,0.0,1.0,25.8,30.6,No
23.3,37.2,0.6,9.6,3.4,93.0,13.0,15.0,33.0,24.0,1009.8,1008.4,7.0,7.0,32.0,37.0,Yes
20.1,31.1,0.0,6.4,10.2,39.0,9.0,24.0,68.0,37.0,1016.0,1012.2,3.0,6.0,25.8,30.4,No
18.8,35.0,0.0,10.4,8.3,41.0,13.0,24.0,36.0,18.0,1018.2,1015.0,6.0,5.0,26.3,32.7,No
26.2,33.8,0.0,3.6,7.0,48.0,19.0,15.0,75.0,61.0,1008.1,1004.9,7.0,7.0,27.0,32.4,Yes
16.3,28.9,0.0,7.0,10.8,48.0,31.0,13.0,24.0,17.0,1014.9,1011.4,1.0,1.0,19.4,28.2,No
18.6,34.7,0.0,15.4,12.9,54.0,19.0,24.0,17.0,20.0,1009.3,1004.4,0.0,2.0,26.9,33.3,No
3.7,25.2,0.0,7.2,11.2,48.0,2.0,28.0,28.0,12.0,1026.6,1023.3,0.0,0.0,15.4,24.4,No
4.8,21.9,0.0,4.0,10.2,33.0,9.0,13.0,60.0,25.0,1021.8,1016.6,3.0,1.0,13.3,21.2,No
13.5,29.3,0.0,5.8,10.9,31.0,19.0,9.0,64.0,22.0,1015.8,1011.5,1.0,0.0,20.6,28.3,No
25.6,33.0,0.0,6.6,10.1,28.0,11.0,13.0,71.0,64.0,1010.3,1007.2,7.0,6.0,29.9,31.0,No
23.7,33.1,2.6,9.4,9.8,46.0,24.0,26.0,71.0,47.0,1013.1,1009.5,4.0,5.0,26.3,31.2,Yes
17.3,31.2,0.0,9.0,11.1,52.0,22.0,22.0,26.0,11.0,1016.5,1012.1,1.0,0.0,23.8,30.1,No
2.1,16.3,0.0,5.0,10.7,44.0,20.0,24.0,48.0,23.0,1028.5,1025.1,2.0,0.0,9.5,15.8,No
16.4,31.9,0.0,11.4,11.0,39.0,15.0,24.0,38.0,19.0,1021.3,1017.0,4.0,3.0,20.3,30.1,No
21.0,37.1,0.0,9.0,6.8,57.0,4.0,28.0,29.0,13.0,1013.4,1008.0,7.0,5.0,27.4,35.5,No
24.3,33.6,0.0,7.6,11.1,37.0,19.0,20.0,62.0,47.0,1014.6,1010.3,1.0,2.0,28.9,32.6,No
25.4,35.9,0.0,13.8,7.1,43.0,19.0,15.0,44.0,26.0,1011.1,1006.5,7.0,6.0,27.8,34.1,No
18.0,30.3,0.0,9.8,10.8,52.0,26.0,24.0,10.0,17.0,1013.6,1011.6,0.0,3.0,27.2,28.8,No
22.0,33.2,3.8,6.4,9.6,52.0,31.0,24.0,71.0,45.0,1009.5,1005.5,4.0,5.0,27.5,32.4,Yes
6.4,20.0,0.0,3.2,9.7,35.0,13.0,20.0,53.0,29.0,1021.8,1018.6,6.0,3.0,12.5,19.7,No
28.0,39.5,0.0,14.6,5.6,44.0,13.0,15.0,27.0,66.0,1010.1,1008.4,2.0,8.0,36.3,27.0,Yes
12.3,33.0,0.0,15.2,12.7,41.0,26.0,19.0,9.0,2.0,1016.1,1011.9,1.0,5.0,24.4,32.3,No
23.3,38.5,4.8,10.4,10.0,57.0,24.0,9.0,46.0,27.0,1001.4,997.1,5.0,6.0,29.9,37.9,Yes
22.3,39.1,0.0,12.0,9.0,56.0,20.0,11.0,41.0,22.0,1007.7,1003.0,1.0,7.0,31.6,36.8,No
