From Bank,To Bank,Amount Received,Amount Paid,Is_Laundering
144720.0,248077.0,807.89,807.89,0
229637.0,39194.0,1913.6,1913.6,0
21479.0,236872.0,9.36,9.36,0
1110.0,1110.0,386267.44,3664.78,0
72.0,2.0,9494925.51,9494925.51,0
3718.0,3718.0,404.34,71.61,0
24.0,8.0,641.79,641.79,0
18326.0,216492.0,40.72,40.72,0
216093.0,31373.0,94.91,94.91,0
18491.0,148859.0,1351.39,1351.39,0
17831.0,25259.0,1293.55,1293.55,0
425.0,1776.0,1380.1,1380.1,0
228752.0,123807.0,1035.35,1035.35,0
22264.0,15461.0,160.4,160.4,0
21393.0,219054.0,417.8,417.8,0
425.0,229425.0,955.73,955.73,0
14.0,132483.0,227.23,227.23,0
27436.0,19296.0,918.86,918.86,0
8811.0,8811.0,138533.13,35008.64,0
12386.0,25384.0,1221.41,1221.41,0
130803.0,12202.0,202.16,202.16,0
263025.0,63779.0,8484.99,8484.99,0
70.0,216208.0,94.95,94.95,0
1394.0,1639.0,464.2,464.2,0
70.0,143968.0,9735.39,9735.39,0
70.0,7080.0,2345926.69,2345926.69,0
70.0,10920.0,6932.78,6932.78,0
224237.0,128682.0,641175.6,641175.6,0
11701.0,22547.0,141.21,141.21,0
14.0,14.0,36093.12,36093.12,0
24633.0,26179.0,56.52,56.52,0
11.0,142342.0,391.29,391.29,0
112.0,157948.0,8766.02,8766.02,0
5923.0,27356.0,5421.77,5421.77,0
115943.0,214867.0,85.97,85.97,0
12592.0,20.0,165.49,165.49,0
72.0,2.0,355810.56,355810.56,0
14.0,225547.0,30095.65,30095.65,0
117861.0,244313.0,992.44,992.44,0
232081.0,132300.0,4114.19,4114.19,0
70.0,15885.0,1488076.6,1488076.6,0
1720.0,122416.0,63023.83,63023.83,0
158053.0,257433.0,36810.84,36810.84,0
0.0,26262.0,23.06,23.06,0
210.0,49014.0,24968.96,24968.96,0
27.0,110164.0,387981.21,387981.21,0
70.0,247652.0,663.5,663.5,0
70.0,132425.0,223922.15,223922.15,0
1390.0,14195.0,3562.09,3562.09,0
253402.0,53736.0,8508.82,8508.82,0
28865.0,18.0,10518.3,10518.3,0
217.0,169335.0,0.008681,0.008681,0
70.0,29448.0,1079.48,1079.48,0
3.0,425.0,29.06,29.06,0
112568.0,11046.0,626.82,626.82,0
1889.0,21828.0,35569.33,35569.33,0
257433.0,257433.0,2941.93,2941.93,0
14.0,113.0,15361.76,15361.76,0
18.0,18.0,441.42,441.42,0
14.0,123260.0,17767.43,17767.43,0
217087.0,17579.0,11442.26,11442.26,0
9096.0,14225.0,12941.91,12941.91,0
64657.0,266734.0,16306.35,16306.35,0
1776.0,115212.0,497.39,497.39,0
50213.0,248739.0,2061.65,2061.65,0
70.0,20.0,538.0,538.0,0
11265.0,22031.0,157325.52,157325.52,0
22031.0,11.0,16335.82,16335.82,0
10.0,10.0,180.27,180.27,0
49411.0,116.0,636903.28,636903.28,0
1.0,11.0,3908.63,3908.63,0
217.0,263186.0,1082.87,1082.87,0
24523.0,122459.0,6940.24,6940.24,0
11.0,249523.0,782.71,782.71,0
110265.0,13712.0,491.52,491.52,0
125589.0,247192.0,283.43,283.43,0
22595.0,11047.0,162.91,162.91,0
1.0,5621.0,33.13,33.13,0
16.0,36975.0,286.72,286.72,0
498.0,234587.0,33660.45,33660.45,0
269329.0,271241.0,77.765697,77.765697,0
25520.0,123800.0,74736.08,74736.08,0
63940.0,67873.0,373.87,373.87,0
1199.0,115.0,355.18,355.18,0
12.0,15168.0,7491.22,7491.22,0
11016.0,211860.0,4474.64,4474.64,0
216208.0,117105.0,367.46,367.46,0
10073.0,110134.0,6246.06,6246.06,0
158927.0,259116.0,8776.6,8776.6,0
13218.0,7082.0,3068.45,3068.45,0
11.0,1126.0,1543.09,1543.09,0
17768.0,210812.0,8777.75,8777.75,0
115771.0,227639.0,761.1,761.1,0
5383.0,231705.0,220.52,220.52,0
118536.0,145729.0,25918.58,25918.58,0
498.0,600.0,821.2,821.2,0
4894.0,17831.0,1059.11,1059.11,0
70.0,164377.0,167.52,167.52,0
7080.0,10311.0,3131.5,3131.5,0
14195.0,25384.0,667.85,667.85,0
72.0,72.0,9876.41,9876.41,0
70.0,269198.0,8052.4,8052.4,0
233465.0,33219.0,2788.77,2788.77,1
10.0,49014.0,99058.37,99058.37,0
10311.0,29867.0,395.19,395.19,0
6586.0,18491.0,1402.49,1402.49,0
70.0,31730.0,0.54,0.54,0
18.0,132899.0,380180.11,380180.11,0
12204.0,31730.0,92.99,92.99,0
11314.0,247192.0,742266.23,742266.23,0
112.0,153607.0,126494.62,126494.62,0
13474.0,272717.0,2e-05,2e-05,0
248623.0,248957.0,1038.5,1038.5,0
24713.0,224237.0,16743.59,16743.59,0
45907.0,147062.0,1689.54,1689.54,0
14408.0,27234.0,55.53,55.53,0
14.0,119732.0,131667.72,131667.72,0
20.0,425.0,24.99,24.99,0
115.0,263025.0,85.45,85.45,0
215.0,246140.0,21513.44,21513.44,0
4308.0,25885.0,311.4,311.4,0
12274.0,1126.0,98530.17,98530.17,0
263025.0,263431.0,14140.52,14140.52,0
70.0,116473.0,145.97,145.97,0
40904.0,11.0,193.35,193.35,0
14.0,423.0,297.89,297.89,0
1291.0,22661.0,16.89,16.89,0
70.0,259555.0,776.45,776.45,0
23.0,29592.0,127689.84,127689.84,0
269294.0,171546.0,0.097391,0.097391,0
241469.0,42646.0,49.43,49.43,0
69289.0,170412.0,0.009574,0.009574,0
12702.0,24633.0,27.72,27.72,0
3.0,1126.0,38.56,38.56,0
25892.0,225606.0,20831.82,20831.82,0
21260.0,36392.0,3366.48,3366.48,0
12386.0,239436.0,9.92,9.92,0
118.0,74307.0,0.306465,0.306465,0
72360.0,20.0,0.006568,0.006568,0
212.0,142231.0,2306.95,2306.95,0
17831.0,220916.0,716.81,716.81,0
70.0,15763.0,34109.56,34109.56,0
215557.0,15740.0,17897.29,17897.29,0
119073.0,23.0,224678.62,224678.62,0
241204.0,241036.0,37.12,37.12,0
1231.0,14.0,247.84,247.84,0
11.0,12066.0,1030.91,1030.91,0
70.0,1.0,152935.84,152935.84,0
11495.0,11.0,307.75,307.75,0
70.0,129759.0,197.36,197.36,0
219975.0,27915.0,684.9,684.9,0
110265.0,115690.0,5179.38,5179.38,0
157900.0,158927.0,59.94,59.94,0
13125.0,232746.0,2840.77,2840.77,0
11495.0,11701.0,51.99,51.99,0
70.0,15885.0,149861.92,149861.92,0
114948.0,25304.0,2056.85,2056.85,0
70.0,1638.0,5939.03,5939.03,0
18491.0,15461.0,46.48,46.48,0
62783.0,37567.0,20134.88,20134.88,0
257433.0,157937.0,6548.15,6548.15,0
22264.0,600.0,4275.71,4275.71,0
15680.0,238579.0,706.15,706.15,0
30515.0,27915.0,124.91,124.91,0
70.0,150841.0,161201.33,161201.33,0
269312.0,269312.0,0.001519,0.001519,0
11046.0,21393.0,219.09,219.09,0
1231.0,14.0,882.71,882.71,0
41335.0,42004.0,231.28,231.28,0
224.0,224.0,106.96,125.33,0
600.0,12274.0,58950.42,58950.42,0
21444.0,1720.0,1597.57,1597.57,0
59524.0,260288.0,482.97,482.97,0
498.0,122416.0,2948.71,2948.71,0
129759.0,234587.0,1241.81,1241.81,0
27.0,7080.0,13355.12,13355.12,0
22031.0,11.0,6116.37,6116.37,0
22595.0,222439.0,744.59,744.59,0
11.0,17213.0,2516.7,2516.7,0
237318.0,30731.0,21.76,21.76,0
2860.0,13354.0,94.01,94.01,0
145507.0,37567.0,25765.05,25765.05,0
33599.0,247343.0,1235.18,1235.18,0
12101.0,141558.0,120537.59,120537.59,0
167112.0,68517.0,1472.74,1472.74,0
136474.0,8.0,17320.06,17320.06,0
5082.0,24643.0,385.75,385.75,0
1720.0,7522.0,121.21,121.21,0
170943.0,271930.0,0.031436,0.031436,0
123568.0,25.0,190416.95,190416.95,0
70.0,59704.0,578.78,578.78,0
11495.0,124222.0,39.81,39.81,0
29592.0,219215.0,45116.61,45116.61,0
5621.0,1231.0,11489.62,11489.62,0
22185.0,2196.0,7174.59,7174.59,0
1277.0,12204.0,33402.0,33402.0,0
14.0,215112.0,1177.65,1177.65,0
233186.0,234116.0,2.77,2.77,0
70.0,12063.0,779944.5,779944.5,0
1394.0,13243.0,345.92,345.92,0
27868.0,1776.0,1721.38,1721.38,0
70.0,40989.0,108.45,108.45,0
70.0,25400.0,15620736.34,15620736.34,0
11337.0,31653.0,32208.23,32208.23,0
136009.0,137293.0,20.5,20.5,0
70.0,214.0,78496.77,78496.77,0
70.0,10154.0,1878.78,1878.78,0
531.0,119593.0,319.78,319.78,0
531.0,1110.0,939.49,939.49,0
70.0,46781.0,3059.17,3059.17,0
70.0,246140.0,551566.01,551566.01,0
23539.0,225628.0,2581.26,2581.26,0
135558.0,235943.0,2983.97,2983.97,0
70.0,11314.0,7469.61,7469.61,0
1720.0,258765.0,707.64,707.64,0
600.0,19629.0,14.06,14.06,0
220729.0,119593.0,20135.69,20135.69,0
11047.0,47060.0,250.27,250.27,0
1595.0,425.0,1846.85,1846.85,0
3389.0,3389.0,24396.25,6503.76,0
18.0,232081.0,2016168.82,2016168.82,0
41014.0,1135.0,33444.98,33444.98,0
169500.0,272866.0,0.059117,0.059117,0
122967.0,158841.0,1023.48,1023.48,0
216.0,165362.0,9689.66,9689.66,0
28168.0,16263.0,8.23,8.23,0
11495.0,27175.0,310.31,310.31,0
25307.0,218303.0,10.48,10.48,0
14620.0,23194.0,704.58,704.58,0
112.0,112.0,10431.92,10431.92,0
18.0,29572.0,10154.78,10154.78,0
0.0,7839.0,83.58,83.58,0
27155.0,160896.0,2438.21,2438.21,0
214423.0,24027.0,74.26,74.26,0
70.0,15168.0,1249171.5,1249171.5,0
2557.0,219815.0,1851.1,1851.1,0
70.0,22264.0,33.29,33.29,0
70.0,28958.0,110.09,110.09,0
70.0,112.0,163.32,163.32,0
498.0,234587.0,32498.88,32498.88,0
123651.0,23494.0,19527489.73,19527489.73,0
1639.0,3440.0,2148.07,2148.07,0
11.0,135933.0,877.58,877.58,0
3.0,139296.0,1493964.01,1493964.01,0
11.0,215456.0,232.86,232.86,0
12055.0,118871.0,3104363.82,3104363.82,0
23571.0,22481.0,14772.58,14772.58,0
23.0,16.0,12082.23,12082.23,0
48719.0,49014.0,2044.83,2044.83,0
70.0,17831.0,66.27,66.27,0
26.0,12.0,4563.28,4563.28,0
5312.0,25634.0,268.13,268.13,0
1217.0,12966.0,656.58,656.58,0
216.0,63834.0,318335.97,318335.97,0
141352.0,141632.0,364.95,364.95,0
70426.0,71657.0,0.069716,0.069716,0
27737.0,8884.0,10574.27,10574.27,0
5893.0,19104.0,55420.37,55420.37,0
40904.0,141632.0,554.43,554.43,0
22364.0,11047.0,29.62,29.62,0
349.0,2860.0,1288.5,1288.5,0
1720.0,7249.0,96.59,96.59,0
692.0,210858.0,2829363.45,2829363.45,0
394.0,238477.0,551.63,551.63,0
12592.0,20.0,378.18,378.18,0
425.0,33881.0,147.8,147.8,0
17353.0,24455.0,433.16,433.16,0
72.0,123260.0,581544.95,581544.95,0
114948.0,235805.0,4235.3,4235.3,0
24950.0,227639.0,8236.7,8236.7,0
18.0,52860.0,241.8,241.8,0
25788.0,215820.0,111499.12,111499.12,0
24633.0,131787.0,30.57,30.57,0
28932.0,243575.0,3595.93,3595.93,0
11.0,25017.0,100731.98,100731.98,0
20.0,214.0,0.436328,0.436328,0
223762.0,37567.0,10995.81,10995.81,0
245772.0,146477.0,68854.27,68854.27,0
4.0,29572.0,21030.14,21030.14,0
394.0,13821.0,388.99,388.99,0
133372.0,232857.0,178.08,178.08,0
22129.0,425.0,44.63,44.63,0
1889.0,15640.0,2066.02,2066.02,0
245681.0,246242.0,19263.59,19263.59,0
1390.0,15516.0,17130.07,17130.07,0
70.0,23642.0,132375.75,132375.75,0
70.0,2175.0,26854.57,26854.57,0
235676.0,137293.0,112.26,112.26,0
11.0,22890.0,291.16,291.16,0
0.0,24455.0,217.91,217.91,0
70.0,225430.0,15812.18,15812.18,0
217073.0,18256.0,240984.71,240984.71,0
12274.0,8884.0,3707.33,3707.33,0
241204.0,142342.0,258.04,258.04,0
211.0,17.0,61.76,61.76,0
5082.0,15607.0,4789.51,4789.51,0
12274.0,224191.0,231.5,231.5,0
21393.0,123807.0,255.67,255.67,0
70.0,43256.0,88296.36,88296.36,0
1807.0,21393.0,2233.23,2233.23,0
216.0,63834.0,49421.85,49421.85,0
27.0,10488.0,1823.31,1823.31,0
19856.0,17180.0,8354.99,8354.99,0
70.0,69465.0,0.022806,0.022806,0
13474.0,5855.0,2829.07,2829.07,0
135035.0,28865.0,2.82,2.82,0
169261.0,273676.0,0.292138,0.292138,0
70.0,168297.0,36284.88,36284.88,0
269077.0,272409.0,0.010615,0.010615,0
1231.0,217798.0,9042.09,9042.09,0
72.0,25552.0,17012.1,17012.1,0
16.0,285.0,118686.33,118686.33,0
21876.0,24027.0,5111.68,5111.68,0
145507.0,122416.0,2660.78,2660.78,0
70.0,136311.0,9997.37,9997.37,0
25634.0,223135.0,1749.8,1749.8,0
12966.0,15284.0,4568.26,4568.26,0
25400.0,24070.0,9598.47,9598.47,0
263431.0,164686.0,3498.34,3498.34,0
233186.0,234116.0,82.22,82.22,0
13.0,4.0,109064.83,109064.83,0
55311.0,15461.0,458.54,458.54,0
70.0,15168.0,187921.42,187921.42,0
235676.0,138237.0,4612.29,4612.29,0
130803.0,20.0,2.6,2.6,0
11968.0,222470.0,692.81,692.81,0
3500.0,3500.0,25.91,25.91,0
423.0,21444.0,213.24,213.24,0
11337.0,158021.0,3859.47,3859.47,0
17579.0,118159.0,607588.5,607588.5,0
264152.0,67971.0,10944.48,10944.48,0
136009.0,135933.0,38.97,38.97,0
9856.0,110522.0,5336.24,5336.24,0
142513.0,42130.0,1972.69,1972.69,0
70.0,9735.0,949.64,949.64,0
15.0,15168.0,26809.27,26809.27,0
66930.0,66415.0,5157.99,5157.99,0
20.0,349.0,20.56,20.56,0
47907.0,219011.0,64.62,64.62,0
24027.0,3460.0,1878.56,1878.56,0
22547.0,1889.0,810.82,810.82,0
52860.0,54266.0,205.5,205.5,0
70.0,28335.0,37483051.26,37483051.26,0
219.0,169671.0,0.004881,0.004881,0
123260.0,123800.0,5622399.78,5622399.78,0
11.0,11.0,1413.33,1000.37,0
236908.0,10.0,82.02,82.02,0
70.0,11.0,29753.8,29753.8,0
18.0,29572.0,40322.14,40322.14,0
24557.0,112357.0,22.34,22.34,0
600.0,14195.0,1244.14,1244.14,0
52914.0,53933.0,258.01,258.01,0
212854.0,144868.0,271.44,271.44,0
234992.0,220822.0,2425.52,2425.52,0
12307.0,269294.0,8.5e-05,8.5e-05,0
257433.0,157900.0,9830.33,9830.33,0
217.0,18.0,10.3,10.3,0
3597.0,8488.0,3152.95,3152.95,0
14851.0,24070.0,49793.05,49793.05,0
169309.0,69521.0,0.007126,0.007126,0
21876.0,14213.0,27.71,27.71,0
1638.0,1638.0,7372.81,1965.51,0
112568.0,226290.0,590.52,590.52,0
158021.0,213.0,6269.18,6269.18,0
8.0,29.0,1517.87,1517.87,0
20.0,22364.0,251.51,251.51,0
23642.0,126455.0,59518.52,59518.52,0
70.0,29592.0,83680.03,83680.03,0
123568.0,26.0,569248.64,569248.64,0
70.0,12.0,14403.0,14403.0,0
70.0,50707.0,59519.04,59519.04,0
126455.0,223281.0,3875.59,3875.59,0
25788.0,3.0,994.52,994.52,0
172943.0,69465.0,0.262296,0.262296,0
24027.0,24029.0,613.5,613.5,0
21444.0,0.0,44.14,44.14,0
29779.0,110265.0,4238.98,4238.98,0
123824.0,23486.0,103974.3,103974.3,0
3.0,23194.0,303.21,303.21,0
1390.0,3460.0,2651.0,2651.0,0
27.0,28335.0,10777.43,10777.43,0
22264.0,5981.0,266.07,266.07,0
117694.0,3653.0,353.54,353.54,0
136136.0,137293.0,274.44,274.44,0
15461.0,12386.0,20307.07,20307.07,0
1126.0,15516.0,40.85,40.85,0
16298.0,258769.0,10274.26,10274.26,0
14620.0,215112.0,2231.76,2231.76,0
215.0,45907.0,12506.74,12506.74,0
217.0,63587.0,1612.39,1612.39,0
157900.0,158927.0,912.09,912.09,0
235676.0,36242.0,987.21,987.21,0
270010.0,269312.0,0.007359,0.007359,0
23760.0,19561.0,450.41,450.41,0
8.0,24.0,166.96,166.96,0
211564.0,12868.0,302.75,302.75,0
54525.0,153743.0,1673.04,1673.04,0
69521.0,270392.0,0.008867,0.008867,0
40904.0,241036.0,4918.94,4918.94,0
127817.0,224699.0,121683.5,121683.5,0
123260.0,125882.0,20249.68,20249.68,0
70.0,25788.0,150.46,150.46,0
214107.0,212730.0,1280.3,1280.3,0
70.0,24869.0,29711.09,29711.09,0
70.0,137117.0,1920.28,1920.28,0
21260.0,11255.0,52.97,52.97,0
233186.0,35358.0,218.95,218.95,0
11701.0,48074.0,2871.82,2871.82,0
25.0,24.0,1481.0,1481.0,0
259272.0,59700.0,290.7,290.7,0
14.0,8540.0,1169.91,1169.91,0
212996.0,28644.0,4342.2,4342.2,0
70.0,215191.0,33.07,33.07,0
18.0,265862.0,3305.35,3305.35,0
12202.0,3671.0,825.54,825.54,0
217242.0,247652.0,26763.49,26763.49,0
150028.0,248575.0,4207.45,4207.45,0
58138.0,59700.0,202151.86,202151.86,0
12386.0,130826.0,202.17,202.17,0
22129.0,22129.0,37.59,44.04,0
22364.0,8106.0,35.42,35.42,0
211.0,17.0,890.82,890.82,0
110134.0,27.0,29698.91,29698.91,0
11483.0,122459.0,791.91,791.91,0
14408.0,27234.0,15.42,15.42,0
30959.0,16.0,175526.87,175526.87,0
26765.0,23494.0,205857.68,205857.68,0
11.0,136136.0,49.09,49.09,0
5082.0,17319.0,722.5,722.5,0
49700.0,49014.0,1031.73,1031.73,0
70.0,12503.0,31.36,31.36,0
70.0,118970.0,46.26,46.26,0
1390.0,220270.0,66.1,66.1,0
70.0,64657.0,241.16,241.16,0
23760.0,215721.0,849.09,849.09,0
18.0,18.0,6898.79,6898.79,0
135933.0,136678.0,5082.0,5082.0,0
164686.0,263025.0,2054.55,2054.55,0
34117.0,31653.0,70390.61,70390.61,0
112876.0,15400.0,1648.04,1648.04,0
15.0,12469.0,540.96,540.96,0
70.0,51288.0,171.35,171.35,0
2557.0,219815.0,168.1,168.1,0
122967.0,158841.0,535.47,535.47,0
263186.0,264152.0,40655.41,40655.41,0
1422.0,61183.0,8397.46,8397.46,0
1120.0,21566.0,1700.01,1700.01,0
11265.0,21828.0,885.57,885.57,0
248623.0,251707.0,1266.65,1266.65,0
35777.0,135925.0,130556.3,130556.3,0
70.0,8.0,102.09,102.09,0
14172.0,14003.0,279.51,279.51,0
70.0,14162.0,41445.8,41445.8,0
1199.0,14.0,5836.71,5836.71,0
2692.0,143928.0,5975.75,5975.75,0
394.0,2860.0,7157.71,7157.71,0
226290.0,21438.0,83.38,83.38,0
34117.0,31653.0,14952.53,14952.53,0
5082.0,4308.0,1507.89,1507.89,0
285.0,19.0,283050.74,283050.74,0
118293.0,25885.0,320574.33,320574.33,0
1422.0,1291.0,0.15,0.15,0
17036.0,14620.0,1097.22,1097.22,0
12592.0,219975.0,16.75,16.75,0
70.0,498.0,37.1,37.1,0
115.0,115.0,226.15,226.15,0
24027.0,24029.0,287.81,287.81,0
118.0,118.0,0.094355,0.094355,0
22026.0,217519.0,7242.01,7242.01,0
11968.0,12063.0,24496.41,24496.41,0
12202.0,12055.0,27114.06,27114.06,0
5.0,123260.0,2811563.97,2811563.97,0
248739.0,248756.0,17519.0,17519.0,0
167131.0,164686.0,120594.66,120594.66,0
263186.0,264152.0,4616.12,4616.12,0
17180.0,17579.0,102679.25,102679.25,0
263025.0,216.0,1404.31,1404.31,0
41014.0,13.0,92704.11,92704.11,0
7082.0,112646.0,318.0,318.0,0
70.0,45977.0,3199.8,3199.8,0
1126.0,218604.0,117.76,117.76,0
133159.0,7.0,175.97,175.97,0
15516.0,237271.0,54.3,54.3,0
63779.0,264152.0,3901456.46,3901456.46,0
1231.0,13821.0,66.62,66.62,0
23726.0,15516.0,2359.76,2359.76,0
68281.0,68749.0,246.1,246.1,0
1277.0,28168.0,41.75,41.75,0
69314.0,171723.0,0.16104,0.16104,0
216.0,63587.0,99.4,99.4,0
37548.0,115332.0,86.51,86.51,0
7.0,133372.0,177.64,177.64,0
241469.0,145381.0,136.73,136.73,0
29572.0,17180.0,59684.3,59684.3,0
18.0,230595.0,41.62,41.62,0
70.0,23539.0,1969.74,1969.74,0
215820.0,13395.0,526892.0,526892.0,0
224237.0,14.0,11391.63,11391.63,0
5893.0,26.0,3099787.2,3099787.2,0
146768.0,146738.0,12373.91,12373.91,0
43979.0,142146.0,251.47,251.47,0
123824.0,40264.0,200660.02,200660.02,0
8318.0,135744.0,6152.08,6152.08,0
19.0,132556.0,859455.61,859455.61,0
13125.0,232746.0,4104.5,4104.5,0
7082.0,110400.0,32831.7,32831.7,0
72.0,225848.0,2424071.22,2424071.22,0
70.0,11.0,5769.65,5769.65,0
2514.0,7272.0,540.69,540.69,0
29.0,25.0,2167.86,2167.86,0
4.0,15745.0,31774.41,31774.41,0
46633.0,246232.0,7360.92,7360.92,0
216.0,63587.0,46.66,46.66,0
70.0,12063.0,440018.45,440018.45,0
264152.0,65528.0,127706.61,127706.61,0
19836.0,115648.0,1413.84,1413.84,0
600.0,120478.0,702.81,702.81,0
19.0,231975.0,31377.33,31377.33,0
1217.0,23319.0,152.14,152.14,0
70.0,249331.0,1714.76,1714.76,0
211.0,112.0,835.81,835.81,0
169335.0,69314.0,0.319775,0.319775,0
149205.0,50213.0,38273.55,38273.55,0
1231.0,531.0,13.22,13.22,0
2692.0,16262.0,9437.54,9437.54,0
70.0,394.0,151.43,151.43,0
1776.0,120478.0,205491.16,205491.16,0
18.0,163897.0,224.87,224.87,0
72.0,127361.0,560207.88,560207.88,0
1291.0,16262.0,7346.65,7346.65,0
22661.0,14408.0,7446.82,7446.82,0
25634.0,14213.0,3057.28,3057.28,0
21566.0,21939.0,66.89,66.89,0
16456.0,28932.0,570309.34,570309.34,0
9530.0,12469.0,31856.07,31856.07,0
41428.0,143711.0,19.46,19.46,0
5572.0,29448.0,405.75,405.75,0
149453.0,49865.0,15755.96,15755.96,0
15607.0,30731.0,316.63,316.63,0
115114.0,118939.0,81.83,81.83,0
14213.0,6681.0,432.18,432.18,0
5082.0,33599.0,25574.91,25574.91,0
7080.0,9530.0,377332.58,377332.58,0
11437.0,245509.0,68906.88,68906.88,0
14.0,14.0,6886.15,6886.15,0
115.0,158021.0,12237.01,12237.01,0
169671.0,20.0,2.965273,2.965273,0
224699.0,224257.0,126913.43,126913.43,0
70.0,49750.0,5121396.09,5121396.09,0
14172.0,24027.0,39326.54,39326.54,0
1720.0,6269.0,28.31,28.31,0
1835.0,2557.0,3515.53,3515.53,0
394.0,6314.0,855.43,855.43,0
11437.0,14620.0,2314.51,2314.51,0
1768.0,1835.0,1653.98,1653.98,0
19.0,40904.0,1264.35,1264.35,0
153607.0,152768.0,8073.07,8073.07,0
214527.0,26453.0,271.17,271.17,0
48719.0,49014.0,7111.62,7111.62,0
123957.0,119699.0,114.65,114.65,0
70.0,31730.0,20.37,20.37,0
70.0,236866.0,540.13,540.13,0
70.0,50707.0,38503659.25,38503659.25,0
498.0,14652.0,0.020537,0.020537,0
70.0,63587.0,606.37,606.37,0
213.0,257433.0,1087.62,1087.62,0
70.0,118699.0,80.79,80.79,0
27387.0,38920.0,12349.71,12349.71,0
9096.0,9096.0,5e-06,0.39,0
21444.0,0.0,3703.42,3703.42,0
5082.0,17353.0,301.87,301.87,0
15885.0,112685.0,332.3,332.3,0
5033.0,13354.0,2930.7,2930.7,0
19104.0,17213.0,29620.36,29620.36,0
21393.0,234992.0,2.61,2.61,0
6586.0,24029.0,201.49,201.49,0
425.0,2293.0,140.85,140.85,0
22364.0,23571.0,1111.76,1111.76,0
219054.0,29264.0,4542.25,4542.25,0
18076.0,8540.0,100.87,100.87,0
27.0,16.0,407735.58,407735.58,0
263186.0,63779.0,876.05,876.05,0
158053.0,257433.0,285500.21,285500.21,0
70.0,23.0,152809.15,152809.15,0
14.0,230412.0,186.73,186.73,0
1639.0,226290.0,214.33,214.33,0
27356.0,112857.0,1056025.75,1056025.75,0
70.0,239301.0,5108.17,5108.17,0
163233.0,64059.0,5077.47,5077.47,0
210.0,48858.0,3967.79,3967.79,0
24557.0,12055.0,40.04,40.04,0
115.0,115.0,1784.36,1784.36,0
2.0,19413.0,14119.57,14119.57,0
26169.0,123957.0,21169.63,21169.63,0
11437.0,18121.0,560.5,560.5,0
10.0,16.0,12611.78,12611.78,0
25017.0,215514.0,5249.44,5249.44,0
169309.0,171546.0,0.081563,0.081563,0
26.0,113667.0,7004.37,7004.37,0
217662.0,115648.0,19975.25,19975.25,0
14408.0,3718.0,1149.1,1149.1,0
5893.0,15.0,386.56,386.56,0
25885.0,37567.0,28365.01,28365.01,0
23726.0,14195.0,1489.33,1489.33,0
70.0,233908.0,90.32,90.32,0
241256.0,241469.0,3796.84,3796.84,0
141352.0,241204.0,2525.19,2525.19,0
217.0,70997.0,0.251485,0.251485,0
2514.0,14851.0,120.73,120.73,0
110134.0,212379.0,837.31,837.31,0
20.0,394.0,41.68,41.68,0
7272.0,116299.0,234.65,234.65,0
8884.0,2557.0,4311.16,4311.16,0
425.0,5724.0,3155.56,3155.56,0
2545.0,11.0,54.31,54.31,0
498.0,14652.0,3548.51,3548.51,0
16.0,16.0,1390.07,1390.07,0
13.0,147006.0,8691665.65,8691665.65,0
12503.0,1390.0,68.61,68.61,0
3533.0,394.0,8918.45,8918.45,0
253428.0,55081.0,61525.88,61525.88,0
23726.0,1126.0,496.17,496.17,0
47311.0,61056.0,25801429.91,25801429.91,0
1768.0,23726.0,6467.44,6467.44,0
12.0,27356.0,576563.94,576563.94,0
257433.0,260017.0,45939.68,45939.68,0
70.0,13590.0,3617.5,3617.5,0
130593.0,11314.0,348929.54,348929.54,0
10.0,249566.0,1781.49,1781.49,0
1291.0,11047.0,858721.83,858721.83,0
28335.0,692.0,15465.41,15465.41,0
423.0,3671.0,1319.47,1319.47,0
14620.0,118293.0,1339.66,1339.66,0
70.0,229619.0,477.49,477.49,0
3533.0,394.0,479.72,479.72,0
14652.0,423.0,139223.3,139223.3,0
14620.0,498.0,3980.39,3980.39,0
22890.0,214342.0,23072.55,23072.55,0
214445.0,6971.0,1911.46,1911.46,0
148698.0,149108.0,3565.81,3565.81,0
70.0,8811.0,997.02,997.02,0
11437.0,14213.0,1275.52,1275.52,0
0.0,14.0,15.18,15.18,0
2.0,2.0,298698.64,298698.64,0
27155.0,140981.0,225.42,225.42,0
5394.0,122967.0,8990.81,8990.81,0
21876.0,5383.0,106.82,106.82,0
149205.0,250253.0,1786.26,1786.26,0
270575.0,270010.0,0.006539,0.006539,0
19413.0,23544.0,13745.44,13745.44,0
239440.0,67503.0,35656.03,35656.03,0
15726.0,220421.0,59458543.86,59458543.86,0
218604.0,19300.0,2308.04,2308.04,0
70.0,27356.0,1964.01,1964.01,0
240057.0,34978.0,63.25,63.25,0
18081.0,18081.0,1650.61,488.78,0
29.0,263044.0,199.52,199.52,0
70.0,20511.0,273943.98,273943.98,0
498.0,1126.0,142.38,142.38,0
1390.0,123520.0,635.18,635.18,0
12055.0,5082.0,191.78,191.78,0
15168.0,28335.0,5549.51,5549.51,0
130821.0,233005.0,468.43,468.43,0
11255.0,11255.0,13067.98,15312.84,0
11.0,212.0,456.7,456.7,0
3597.0,256833.0,1047.28,1047.28,0
215478.0,117960.0,8409.2,8409.2,0
215.0,215.0,40649.31,40649.31,0
12274.0,18491.0,2420.42,2420.42,0
118681.0,27967.0,115.57,115.57,0
11968.0,11222.0,3161.27,3161.27,0
