Chart;description;Questions
heart_class_histogram.png;A bar chart showing the distribution of the target variable target.;['Balancing this dataset would be mandatory to improve the results.']
heart_nr_records_nr_variables.png;A bar chart showing the number of records and variables of the dataset.;['Given the number of records and that some variables are date, we might be facing the curse of dimensionality.', 'We face the curse of dimensionality when training a classifier with this dataset.', 'Balancing this dataset by SMOTE would most probably be preferable over undersampling.']
heart_histograms_numeric.png;A set of histograms of the variables ['age', 'cp', 'trestbps', 'chol', 'restecg', 'thalach', 'oldpeak', 'slope', 'ca', 'thal'].;['All variables, but the class, should be dealt with as binary.', 'The variable chol can be seen as ordinal.', 'The variable age can be seen as ordinal without losing information.', 'Variable restecg is balanced.', 'It is clear that variable chol shows some outliers, but we can’t be sure of the same for variable age.', 'Outliers seem to be a problem in the dataset.', 'Variable age shows some outlier values.', 'Variable chol doesn’t have any outliers.', 'Variable ca presents some outliers.', 'At least 50 of the variables present outliers.', 'The histograms presented show a large number of outliers for most of the numeric variables.', 'The existence of outliers is one of the problems to tackle in this dataset.', 'Considering the common semantics for chol and age variables, dummification if applied would increase the risk of facing the curse of dimensionality.', 'Considering the common semantics for restecg variable, dummification would be the most adequate encoding.', 'The variable thal can be coded as ordinal without losing information.', 'Feature generation based on variable cp seems to be promising.', 'Feature generation based on the use of variable thalach wouldn’t be useful, but the use of age seems to be promising.', 'Given the usual semantics of restecg variable, dummification would have been a better codification.', 'It is better to drop the variable trestbps than removing all records with missing values.', 'Not knowing the semantics of trestbps variable, dummification could have been a more adequate codification.']
Breast_Cancer_decision_tree.png;An image showing a decision tree with depth = 2 where the first decision is made with the condition perimeter_mean <= 90.47 and the second with the condition texture_worst <= 27.89.;['The variable texture_worst discriminates between the target values, as shown in the decision tree.', 'Variable texture_worst is one of the most relevant variables.', 'A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 8%.', 'As reported in the tree, the number of False Positive is bigger than the number of False Negatives.', 'The recall for the presented tree is higher than 60%.', 'The number of False Positives is higher than the number of False Negatives for the presented tree.', 'The number of False Positives is lower than the number of False Negatives for the presented tree.', 'The number of True Positives is lower than the number of False Positives for the presented tree.', 'Considering that A=True<=>[perimeter_mean <= 90.47] and B=True<=>[texture_worst <= 27.89], it is possible to state that Naive Bayes algorithm classifies (A, not B), as M.', 'Considering that A=True<=>[perimeter_mean <= 90.47] and B=True<=>[texture_worst <= 27.89], it is possible to state that Naive Bayes algorithm classifies (not A, B), as M.', 'Considering that A=True<=>[perimeter_mean <= 90.47] and B=True<=>[texture_worst <= 27.89], it is possible to state that KNN algorithm classifies (not A, B) as M for any k ≤ 20.']
Breast_Cancer_overfitting_mlp.png;A multi-line chart showing the overfitting of a mlp where the y-axis represents the accuracy and the x-axis represents the number of iterations ranging from 100 to 1000.;['We are able to identify the existence of overfitting for MLP models trained longer than 700 episodes.']
Breast_Cancer_overfitting_gb.png;A multi-line chart showing the overfitting of gradient boosting where the y-axis represents the accuracy and the x-axis represents the number of estimators ranging from 2 to 2002.;['We are able to identify the existence of overfitting for gradient boosting models with more than 1502 estimators.']
Breast_Cancer_overfitting_rf.png;A multi-line chart showing the overfitting of random forest where the y-axis represents the accuracy and the x-axis represents the number of estimators ranging from 2 to 2002.;['Results for Random Forests identified as 3, may be explained by its estimators being in overfitting.', 'The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.', 'We are able to identify the existence of overfitting for random forest models with more than 1002 estimators.']
Breast_Cancer_overfitting_knn.png;A multi-line chart showing the overfitting of k-nearest neighbors where the y-axis represents the accuracy and the x-axis represents the number of neighbors ranging from 1 to 23.;['KNN is in overfitting for k larger than 5.', 'KNN with 5 neighbour is in overfitting.', 'KNN with more than 15 neighbours is in overfitting.', 'We are able to identify the existence of overfitting for KNN models with less than 3 neighbors.']
Breast_Cancer_overfitting_decision_tree.png;A multi-line chart showing the overfitting of a decision tree where the y-axis represents the accuracy and the x-axis represents the max depth ranging from 2 to 25.;['According to the decision tree overfitting chart, the tree with 9 nodes of depth is in overfitting.', 'The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 6.', 'The decision tree is in overfitting for depths above 7.', 'We are able to identify the existence of overfitting for decision tree models with more than 5 nodes of depth.']
Breast_Cancer_overfitting_dt_acc_rec.png;A multi-line chart showing the overfitting of decision tree where the y-axis represents the performance of both accuracy and recall and the x-axis represents the max depth ranging from 2 to 25.;['The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.']
Breast_Cancer_pca.png;A bar chart showing the explained variance ratio of 10 principal components.;['The first 6 principal components are enough for explaining half the data variance.', 'Using the first 6 principal components would imply an error between 10 and 30%.']
Breast_Cancer_correlation_heatmap.png;A heatmap showing the correlation between the variables of the dataset. The variables are ['texture_mean', 'perimeter_mean', 'texture_se', 'perimeter_se', 'area_se', 'smoothness_se', 'symmetry_se', 'radius_worst', 'texture_worst', 'perimeter_worst'].;['The intrinsic dimensionality of this dataset is 3.', 'One of the variables symmetry_se or area_se can be discarded without losing information.', 'The variable perimeter_worst can be discarded without risking losing information.', 'Variables texture_worst and radius_worst are redundant, but we can’t say the same for the pair perimeter_worst and texture_se.', 'Variables texture_worst and perimeter_se are redundant.', 'From the correlation analysis alone, it is clear that there are relevant variables.', 'Variable area_se seems to be relevant for the majority of mining tasks.', 'Variables symmetry_se and perimeter_mean seem to be useful for classification tasks.', 'Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.', 'Removing variable texture_se might improve the training of decision trees .', 'There is evidence in favour for sequential backward selection to select variable texture_mean previously than variable perimeter_se.']
Breast_Cancer_boxplots.png;A set of boxplots of the variables ['texture_mean', 'perimeter_mean', 'texture_se', 'perimeter_se', 'area_se', 'smoothness_se', 'symmetry_se', 'radius_worst', 'texture_worst', 'perimeter_worst'].;['Variable perimeter_se is balanced.', 'Those boxplots show that the data is not normalized.', 'It is clear that variable texture_mean shows some outliers, but we can’t be sure of the same for variable perimeter_se.', 'Outliers seem to be a problem in the dataset.', 'Variable texture_se shows a high number of outlier values.', 'Variable texture_mean doesn’t have any outliers.', 'Variable radius_worst presents some outliers.', 'At least 60 of the variables present outliers.', 'The histograms presented show a large number of outliers for most of the numeric variables.', 'The existence of outliers is one of the problems to tackle in this dataset.', 'A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.', 'Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.', 'Normalization of this dataset could not have impact on a KNN classifier.', 'Scaling this dataset would be mandatory to improve the results with distance-based methods.']
Breast_Cancer_class_histogram.png;A bar chart showing the distribution of the target variable diagnosis.;['Balancing this dataset would be mandatory to improve the results.']
Breast_Cancer_nr_records_nr_variables.png;A bar chart showing the number of records and variables of the dataset.;['Given the number of records and that some variables are symbolic, we might be facing the curse of dimensionality.', 'We face the curse of dimensionality when training a classifier with this dataset.', 'Balancing this dataset by SMOTE would most probably be preferable over undersampling.']
Breast_Cancer_histograms_numeric.png;A set of histograms of the variables ['texture_mean', 'perimeter_mean', 'texture_se', 'perimeter_se', 'area_se', 'smoothness_se', 'symmetry_se', 'radius_worst', 'texture_worst', 'perimeter_worst'].;['All variables, but the class, should be dealt with as numeric.', 'The variable perimeter_mean can be seen as ordinal.', 'The variable radius_worst can be seen as ordinal without losing information.', 'Variable texture_se is balanced.', 'It is clear that variable radius_worst shows some outliers, but we can’t be sure of the same for variable perimeter_worst.', 'Outliers seem to be a problem in the dataset.', 'Variable smoothness_se shows some outlier values.', 'Variable smoothness_se doesn’t have any outliers.', 'Variable texture_worst presents some outliers.', 'At least 60 of the variables present outliers.', 'The boxplots presented show a large number of outliers for most of the numeric variables.', 'The existence of outliers is one of the problems to tackle in this dataset.', 'Considering the common semantics for perimeter_mean and texture_mean variables, dummification if applied would increase the risk of facing the curse of dimensionality.', 'Considering the common semantics for area_se variable, dummification would be the most adequate encoding.', 'The variable smoothness_se can be coded as ordinal without losing information.', 'Feature generation based on variable perimeter_worst seems to be promising.', 'Feature generation based on the use of variable area_se wouldn’t be useful, but the use of texture_mean seems to be promising.', 'Given the usual semantics of perimeter_worst variable, dummification would have been a better codification.', 'It is better to drop the variable texture_mean than removing all records with missing values.', 'Not knowing the semantics of smoothness_se variable, dummification could have been a more adequate codification.']
e-commerce_decision_tree.png;An image showing a decision tree with depth = 2 where the first decision is made with the condition Prior_purchases <= 3.5 and the second with the condition Customer_care_calls <= 4.5.;['The variable Prior_purchases discriminates between the target values, as shown in the decision tree.', 'Variable Prior_purchases is one of the most relevant variables.', 'A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 10%.', 'As reported in the tree, the number of False Positive is smaller than the number of False Negatives.', 'The accuracy for the presented tree is lower than 60%.', 'The number of True Negatives is lower than the number of False Positives for the presented tree.', 'The number of True Negatives is lower than the number of False Negatives for the presented tree.', 'The accuracy for the presented tree is higher than 60%.', 'Considering that A=True<=>[Prior_purchases <= 3.5] and B=True<=>[Customer_care_calls <= 4.5], it is possible to state that KNN algorithm classifies (A,B) as Yes for any k ≤ 1596.', 'Considering that A=True<=>[Prior_purchases <= 3.5] and B=True<=>[Customer_care_calls <= 4.5], it is possible to state that KNN algorithm classifies (not A, B) as No for any k ≤ 3657.', 'Considering that A=True<=>[Prior_purchases <= 3.5] and B=True<=>[Customer_care_calls <= 4.5], it is possible to state that KNN algorithm classifies (not A, B) as No for any k ≤ 1596.']
e-commerce_overfitting_mlp.png;A multi-line chart showing the overfitting of a mlp where the y-axis represents the accuracy and the x-axis represents the number of iterations ranging from 100 to 1000.;['We are able to identify the existence of overfitting for MLP models trained longer than 500 episodes.']
e-commerce_overfitting_gb.png;A multi-line chart showing the overfitting of gradient boosting where the y-axis represents the accuracy and the x-axis represents the number of estimators ranging from 2 to 2002.;['We are able to identify the existence of overfitting for gradient boosting models with more than 502 estimators.']
e-commerce_overfitting_rf.png;A multi-line chart showing the overfitting of random forest where the y-axis represents the accuracy and the x-axis represents the number of estimators ranging from 2 to 2002.;['Results for Random Forests identified as 3, may be explained by its estimators being in overfitting.', 'The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.', 'We are able to identify the existence of overfitting for random forest models with more than 1502 estimators.']
e-commerce_overfitting_knn.png;A multi-line chart showing the overfitting of k-nearest neighbors where the y-axis represents the accuracy and the x-axis represents the number of neighbors ranging from 1 to 23.;['KNN is in overfitting for k less than 17.', 'KNN with 5 neighbour is in overfitting.', 'KNN with more than 17 neighbours is in overfitting.', 'We are able to identify the existence of overfitting for KNN models with less than 6 neighbors.']
e-commerce_overfitting_decision_tree.png;A multi-line chart showing the overfitting of a decision tree where the y-axis represents the accuracy and the x-axis represents the max depth ranging from 2 to 25.;['According to the decision tree overfitting chart, the tree with 12 nodes of depth is in overfitting.', 'The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 8.', 'The decision tree is in overfitting for depths above 5.', 'We are able to identify the existence of overfitting for decision tree models with more than 4 nodes of depth.']
e-commerce_overfitting_dt_acc_rec.png;A multi-line chart showing the overfitting of decision tree where the y-axis represents the performance of both accuracy and recall and the x-axis represents the max depth ranging from 2 to 25.;['The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.']
e-commerce_pca.png;A bar chart showing the explained variance ratio of 6 principal components.;['The first 2 principal components are enough for explaining half the data variance.', 'Using the first 4 principal components would imply an error between 10 and 25%.']
e-commerce_correlation_heatmap.png;A heatmap showing the correlation between the variables of the dataset. The variables are ['Customer_care_calls', 'Customer_rating', 'Cost_of_the_Product', 'Prior_purchases', 'Discount_offered', 'Weight_in_gms'].;['The intrinsic dimensionality of this dataset is 5.', 'One of the variables Discount_offered or Prior_purchases can be discarded without losing information.', 'The variable Customer_rating can be discarded without risking losing information.', 'Variables Customer_care_calls and Cost_of_the_Product are redundant.', 'Variables Prior_purchases and Cost_of_the_Product are redundant.', 'From the correlation analysis alone, it is clear that there are relevant variables.', 'Variable Discount_offered seems to be relevant for the majority of mining tasks.', 'Variables Weight_in_gms and Prior_purchases seem to be useful for classification tasks.', 'Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.', 'Removing variable Cost_of_the_Product might improve the training of decision trees .', 'There is evidence in favour for sequential backward selection to select variable Discount_offered previously than variable Cost_of_the_Product.']
e-commerce_boxplots.png;A set of boxplots of the variables ['Customer_care_calls', 'Customer_rating', 'Cost_of_the_Product', 'Prior_purchases', 'Discount_offered', 'Weight_in_gms'].;['Variable Discount_offered is balanced.', 'Those boxplots show that the data is not normalized.', 'It is clear that variable Customer_rating shows some outliers, but we can’t be sure of the same for variable Prior_purchases.', 'Outliers seem to be a problem in the dataset.', 'Variable Discount_offered shows some outlier values.', 'Variable Customer_rating doesn’t have any outliers.', 'Variable Prior_purchases presents some outliers.', 'At least 60 of the variables present outliers.', 'The histograms presented show a large number of outliers for most of the numeric variables.', 'The existence of outliers is one of the problems to tackle in this dataset.', 'A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.', 'Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.', 'Normalization of this dataset could not have impact on a KNN classifier.', 'Scaling this dataset would be mandatory to improve the results with distance-based methods.']
e-commerce_histograms_symbolic.png;A set of bar charts of the variables ['Warehouse_block', 'Mode_of_Shipment', 'Product_importance', 'Gender'].;['All variables, but the class, should be dealt with as symbolic.', 'The variable Warehouse_block can be seen as ordinal.', 'The variable Product_importance can be seen as ordinal without losing information.', 'Considering the common semantics for Mode_of_Shipment and Warehouse_block variables, dummification if applied would increase the risk of facing the curse of dimensionality.', 'Considering the common semantics for Mode_of_Shipment variable, dummification would be the most adequate encoding.', 'The variable Product_importance can be coded as ordinal without losing information.', 'Feature generation based on variable Gender seems to be promising.', 'Feature generation based on the use of variable Warehouse_block wouldn’t be useful, but the use of Mode_of_Shipment seems to be promising.', 'Given the usual semantics of Warehouse_block variable, dummification would have been a better codification.', 'It is better to drop the variable Product_importance than removing all records with missing values.', 'Not knowing the semantics of Product_importance variable, dummification could have been a more adequate codification.']
e-commerce_class_histogram.png;A bar chart showing the distribution of the target variable ReachedOnTime.;['Balancing this dataset would be mandatory to improve the results.']
e-commerce_nr_records_nr_variables.png;A bar chart showing the number of records and variables of the dataset.;['Given the number of records and that some variables are numeric, we might be facing the curse of dimensionality.', 'We face the curse of dimensionality when training a classifier with this dataset.', 'Balancing this dataset by SMOTE would most probably be preferable over undersampling.']
e-commerce_histograms_numeric.png;A set of histograms of the variables ['Customer_care_calls', 'Customer_rating', 'Cost_of_the_Product', 'Prior_purchases', 'Discount_offered', 'Weight_in_gms'].;['All variables, but the class, should be dealt with as date.', 'The variable Weight_in_gms can be seen as ordinal.', 'The variable Weight_in_gms can be seen as ordinal without losing information.', 'Variable Customer_care_calls is balanced.', 'It is clear that variable Discount_offered shows some outliers, but we can’t be sure of the same for variable Customer_care_calls.', 'Outliers seem to be a problem in the dataset.', 'Variable Prior_purchases shows a high number of outlier values.', 'Variable Prior_purchases doesn’t have any outliers.', 'Variable Discount_offered presents some outliers.', 'At least 85 of the variables present outliers.', 'The boxplots presented show a large number of outliers for most of the numeric variables.', 'The existence of outliers is one of the problems to tackle in this dataset.', 'Considering the common semantics for Prior_purchases and Customer_care_calls variables, dummification if applied would increase the risk of facing the curse of dimensionality.', 'Considering the common semantics for Customer_care_calls variable, dummification would be the most adequate encoding.', 'The variable Customer_care_calls can be coded as ordinal without losing information.', 'Feature generation based on variable Discount_offered seems to be promising.', 'Feature generation based on the use of variable Discount_offered wouldn’t be useful, but the use of Customer_care_calls seems to be promising.', 'Given the usual semantics of Discount_offered variable, dummification would have been a better codification.', 'It is better to drop the variable Discount_offered than removing all records with missing values.', 'Not knowing the semantics of Cost_of_the_Product variable, dummification could have been a more adequate codification.']
maintenance_decision_tree.png;An image showing a decision tree with depth = 2 where the first decision is made with the condition Rotational speed [rpm] <= 1381.5 and the second with the condition Torque [Nm] <= 65.05.;['The variable Rotational speed [rpm] discriminates between the target values, as shown in the decision tree.', 'Variable Rotational speed [rpm] is one of the most relevant variables.', 'A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 5%.', 'As reported in the tree, the number of False Positive is smaller than the number of False Negatives.', 'The precision for the presented tree is lower than 60%.', 'The number of False Positives is higher than the number of True Positives for the presented tree.', 'The number of True Negatives is higher than the number of False Negatives for the presented tree.', 'The number of True Negatives reported in the same tree is 50.', 'Considering that A=True<=>[Rotational speed [rpm] <= 1381.5] and B=True<=>[Torque [Nm] <= 65.05], it is possible to state that KNN algorithm classifies (A,B) as 1 for any k ≤ 5990.', 'Considering that A=True<=>[Rotational speed [rpm] <= 1381.5] and B=True<=>[Torque [Nm] <= 65.05], it is possible to state that KNN algorithm classifies (A, not B) as 1 for any k ≤ 46.', 'Considering that A=True<=>[Rotational speed [rpm] <= 1381.5] and B=True<=>[Torque [Nm] <= 65.05], it is possible to state that KNN algorithm classifies (not A, B) as 1 for any k ≤ 46.']
maintenance_overfitting_mlp.png;A multi-line chart showing the overfitting of a mlp where the y-axis represents the accuracy and the x-axis represents the number of iterations ranging from 100 to 1000.;['We are able to identify the existence of overfitting for MLP models trained longer than 500 episodes.']
maintenance_overfitting_gb.png;A multi-line chart showing the overfitting of gradient boosting where the y-axis represents the accuracy and the x-axis represents the number of estimators ranging from 2 to 2002.;['We are able to identify the existence of overfitting for gradient boosting models with more than 502 estimators.']
maintenance_overfitting_rf.png;A multi-line chart showing the overfitting of random forest where the y-axis represents the accuracy and the x-axis represents the number of estimators ranging from 2 to 2002.;['Results for Random Forests identified as 2, may be explained by its estimators being in underfitting.', 'The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.', 'We are able to identify the existence of overfitting for random forest models with more than 502 estimators.']
maintenance_overfitting_knn.png;A multi-line chart showing the overfitting of k-nearest neighbors where the y-axis represents the accuracy and the x-axis represents the number of neighbors ranging from 1 to 23.;['KNN is in overfitting for k larger than 13.', 'KNN with 11 neighbour is in overfitting.', 'KNN with more than 17 neighbours is in overfitting.', 'We are able to identify the existence of overfitting for KNN models with less than 3 neighbors.']
maintenance_overfitting_decision_tree.png;A multi-line chart showing the overfitting of a decision tree where the y-axis represents the accuracy and the x-axis represents the max depth ranging from 2 to 25.;['According to the decision tree overfitting chart, the tree with 20 nodes of depth is in overfitting.', 'The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 8.', 'The decision tree is in overfitting for depths above 6.', 'We are able to identify the existence of overfitting for decision tree models with more than 5 nodes of depth.']
maintenance_overfitting_dt_acc_rec.png;A multi-line chart showing the overfitting of decision tree where the y-axis represents the performance of both accuracy and recall and the x-axis represents the max depth ranging from 2 to 25.;['The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.']
maintenance_pca.png;A bar chart showing the explained variance ratio of 5 principal components.;['The first 2 principal components are enough for explaining half the data variance.', 'Using the first 2 principal components would imply an error between 10 and 25%.']
maintenance_correlation_heatmap.png;A heatmap showing the correlation between the variables of the dataset. The variables are ['Air temperature [K]', 'Process temperature [K]', 'Rotational speed [rpm]', 'Torque [Nm]', 'Tool wear [min]'].;['The intrinsic dimensionality of this dataset is 2.', 'One of the variables Process temperature [K] or Torque [Nm] can be discarded without losing information.', 'The variable Rotational speed [rpm] can be discarded without risking losing information.', 'Variables Air temperature [K] and Tool wear [min] seem to be useful for classification tasks.', 'Variables Rotational speed [rpm] and Process temperature [K] are redundant.', 'From the correlation analysis alone, it is clear that there are relevant variables.', 'Variable Tool wear [min] seems to be relevant for the majority of mining tasks.', 'Variables Torque [Nm] and Tool wear [min] seem to be useful for classification tasks.', 'Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.', 'Removing variable Torque [Nm] might improve the training of decision trees .', 'There is evidence in favour for sequential backward selection to select variable Rotational speed [rpm] previously than variable Torque [Nm].']
maintenance_boxplots.png;A set of boxplots of the variables ['Air temperature [K]', 'Process temperature [K]', 'Rotational speed [rpm]', 'Torque [Nm]', 'Tool wear [min]'].;['Variable Process temperature [K] is balanced.', 'Those boxplots show that the data is not normalized.', 'It is clear that variable Rotational speed [rpm] shows some outliers, but we can’t be sure of the same for variable Torque [Nm].', 'Outliers seem to be a problem in the dataset.', 'Variable Tool wear [min] shows a high number of outlier values.', 'Variable Air temperature [K] doesn’t have any outliers.', 'Variable Tool wear [min] presents some outliers.', 'At least 85 of the variables present outliers.', 'The histograms presented show a large number of outliers for most of the numeric variables.', 'The existence of outliers is one of the problems to tackle in this dataset.', 'A scaling transformation is mandatory, in order to improve the Naive Bayes performance in this dataset.', 'Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.', 'Normalization of this dataset could not have impact on a KNN classifier.', 'Scaling this dataset would be mandatory to improve the results with distance-based methods.']
maintenance_histograms_symbolic.png;A set of bar charts of the variables ['Type', 'TWF', 'HDF', 'PWF', 'OSF', 'RNF'].;['All variables, but the class, should be dealt with as date.', 'The variable TWF can be seen as ordinal.', 'The variable HDF can be seen as ordinal without losing information.', 'Considering the common semantics for PWF and Type variables, dummification if applied would increase the risk of facing the curse of dimensionality.', 'Considering the common semantics for Type variable, dummification would be the most adequate encoding.', 'The variable Type can be coded as ordinal without losing information.', 'Feature generation based on variable OSF seems to be promising.', 'Feature generation based on the use of variable RNF wouldn’t be useful, but the use of Type seems to be promising.', 'Given the usual semantics of OSF variable, dummification would have been a better codification.', 'It is better to drop the variable PWF than removing all records with missing values.', 'Not knowing the semantics of RNF variable, dummification could have been a more adequate codification.']
maintenance_class_histogram.png;A bar chart showing the distribution of the target variable Machine_failure.;['Balancing this dataset would be mandatory to improve the results.']
maintenance_nr_records_nr_variables.png;A bar chart showing the number of records and variables of the dataset.;['Given the number of records and that some variables are symbolic, we might be facing the curse of dimensionality.', 'We face the curse of dimensionality when training a classifier with this dataset.', 'Balancing this dataset by SMOTE would most probably be preferable over undersampling.']
maintenance_histograms_numeric.png;A set of histograms of the variables ['Air temperature [K]', 'Process temperature [K]', 'Rotational speed [rpm]', 'Torque [Nm]', 'Tool wear [min]'].;['All variables, but the class, should be dealt with as numeric.', 'The variable Rotational speed [rpm] can be seen as ordinal.', 'The variable Air temperature [K] can be seen as ordinal without losing information.', 'Variable Rotational speed [rpm] is balanced.', 'It is clear that variable Air temperature [K] shows some outliers, but we can’t be sure of the same for variable Torque [Nm].', 'Outliers seem to be a problem in the dataset.', 'Variable Torque [Nm] shows some outlier values.', 'Variable Air temperature [K] doesn’t have any outliers.', 'Variable Process temperature [K] presents some outliers.', 'At least 85 of the variables present outliers.', 'The boxplots presented show a large number of outliers for most of the numeric variables.', 'The existence of outliers is one of the problems to tackle in this dataset.', 'Considering the common semantics for Torque [Nm] and Air temperature [K] variables, dummification if applied would increase the risk of facing the curse of dimensionality.', 'Considering the common semantics for Torque [Nm] variable, dummification would be the most adequate encoding.', 'The variable Rotational speed [rpm] can be coded as ordinal without losing information.', 'Feature generation based on variable Rotational speed [rpm] seems to be promising.', 'Feature generation based on the use of variable Air temperature [K] wouldn’t be useful, but the use of Process temperature [K] seems to be promising.', 'Given the usual semantics of Rotational speed [rpm] variable, dummification would have been a better codification.', 'It is better to drop the variable Process temperature [K] than removing all records with missing values.', 'Not knowing the semantics of Tool wear [min] variable, dummification could have been a more adequate codification.']
Churn_Modelling_decision_tree.png;An image showing a decision tree with depth = 2 where the first decision is made with the condition Age <= 42.5 and the second with the condition NumOfProducts <= 2.5.;['The variable NumOfProducts discriminates between the target values, as shown in the decision tree.', 'Variable Age is one of the most relevant variables.', 'A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 10%.', 'As reported in the tree, the number of False Positive is smaller than the number of False Negatives.', 'The specificity for the presented tree is lower than 90%.', 'The number of True Positives reported in the same tree is 50.', 'The number of True Positives is lower than the number of False Negatives for the presented tree.', 'The number of True Negatives is lower than the number of False Positives for the presented tree.', 'Considering that A=True<=>[Age <= 42.5] and B=True<=>[NumOfProducts <= 2.5], it is possible to state that KNN algorithm classifies (A, not B) as 0 for any k ≤ 124.', 'Considering that A=True<=>[Age <= 42.5] and B=True<=>[NumOfProducts <= 2.5], it is possible to state that Naive Bayes algorithm classifies (A, not B), as 0.', 'Considering that A=True<=>[Age <= 42.5] and B=True<=>[NumOfProducts <= 2.5], it is possible to state that Naive Bayes algorithm classifies (not A, not B), as 1.']
Churn_Modelling_overfitting_mlp.png;A multi-line chart showing the overfitting of a mlp where the y-axis represents the accuracy and the x-axis represents the number of iterations ranging from 100 to 1000.;['We are able to identify the existence of overfitting for MLP models trained longer than 500 episodes.']
Churn_Modelling_overfitting_gb.png;A multi-line chart showing the overfitting of gradient boosting where the y-axis represents the accuracy and the x-axis represents the number of estimators ranging from 2 to 2002.;['We are able to identify the existence of overfitting for gradient boosting models with more than 502 estimators.']
Churn_Modelling_overfitting_rf.png;A multi-line chart showing the overfitting of random forest where the y-axis represents the accuracy and the x-axis represents the number of estimators ranging from 2 to 2002.;['Results for Random Forests identified as 10, may be explained by its estimators being in underfitting.', 'The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.', 'We are able to identify the existence of overfitting for random forest models with more than 1002 estimators.']
Churn_Modelling_overfitting_knn.png;A multi-line chart showing the overfitting of k-nearest neighbors where the y-axis represents the accuracy and the x-axis represents the number of neighbors ranging from 1 to 23.;['KNN is in overfitting for k larger than 13.', 'KNN with 5 neighbour is in overfitting.', 'KNN with less than 7 neighbours is in overfitting.', 'We are able to identify the existence of overfitting for KNN models with less than 2 neighbors.']
Churn_Modelling_overfitting_decision_tree.png;A multi-line chart showing the overfitting of a decision tree where the y-axis represents the accuracy and the x-axis represents the max depth ranging from 2 to 25.;['According to the decision tree overfitting chart, the tree with 16 nodes of depth is in overfitting.', 'The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 8.', 'The decision tree is in overfitting for depths above 6.', 'We are able to identify the existence of overfitting for decision tree models with more than 4 nodes of depth.']
Churn_Modelling_overfitting_dt_acc_rec.png;A multi-line chart showing the overfitting of decision tree where the y-axis represents the performance of both accuracy and recall and the x-axis represents the max depth ranging from 2 to 25.;['The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.']
Churn_Modelling_pca.png;A bar chart showing the explained variance ratio of 6 principal components.;['The first 5 principal components are enough for explaining half the data variance.', 'Using the first 5 principal components would imply an error between 10 and 25%.']
Churn_Modelling_correlation_heatmap.png;A heatmap showing the correlation between the variables of the dataset. The variables are ['CreditScore', 'Age', 'Tenure', 'Balance', 'NumOfProducts', 'EstimatedSalary'].;['The intrinsic dimensionality of this dataset is 4.', 'One of the variables EstimatedSalary or NumOfProducts can be discarded without losing information.', 'The variable EstimatedSalary can be discarded without risking losing information.', 'Variables Age and CreditScore are redundant, but we can’t say the same for the pair Tenure and NumOfProducts.', 'Variables NumOfProducts and CreditScore are redundant.', 'From the correlation analysis alone, it is clear that there are relevant variables.', 'Variable EstimatedSalary seems to be relevant for the majority of mining tasks.', 'Variables NumOfProducts and CreditScore seem to be useful for classification tasks.', 'Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.', 'Removing variable Balance might improve the training of decision trees .', 'There is evidence in favour for sequential backward selection to select variable Tenure previously than variable CreditScore.']
